Site,SiteTreatment,Treatment,Species,TAG,IndTag,SpruceDensity,AspenDensity,BirchDensity,WillowDensity,TotalDensity,Decid:conif,Height2013,Height2014,AnnHGr2014,Height2015,FinalHeightGr,AnnHGr,PosFinalHeightGr,PropHGr,PropHGr20142015,Basal2013,Basal2014,Basal2015,FinalBasalGr,PropBasalGr,DBH2013,DBH2014,DBH2015,CrownDepth2013,CrownDepth2014,CrownDepth2015,CrownWidth2013,CrownWidth2014,CrownWidth2015,CrownPerp2013,CrownPerp2014,CrownPerp2015,CrownWmean2014,CrownWmean2015,PropCrownWidthChange,PropCrownDepthChange,CrownRatio2014,CrownRatio2015,ChangeInCrownRatio,Winter2014Herb,Health2013,Health2014,Health2015,PastHerbivory2013,Alive2013,Alive2014,Alive2015,LeafLength2013,LeafLength2014,LeafLength2015,PropLeafChange,Winter2015Herb,LeafLengthAdjusted2015,AdjPropLeafChange,Height2017,Basal2017,DBH2017,CrownDepth2017,CrownWidth2017,CrownPerp2017,CrownWMean2017,Health,Alive2017,Notes,Browsed2017,FinalPropHeightChange,FinalPropBasalChange,FinalPropCrownD,FinalPropCrownW
BF79,BF79E,Exclosure,aspen,TA10,BF79ETA10,2.2,17.2,18.15,3.95,41.5,16.06818182,44,49,5,46,2,1,49.1,4.545454545,-6.12244898,5,7,6,1,20,na,na,na,na,22,18,na,20,15,na,12,11,16,13,-18.75,-18.18181818,1.375,1.384615385,0.009615385,0,na,1,1,1,1,1,1,na,30.1,43.7,45.18272425,0,30.59,1.627906977,55,7.1,na,20,42,10,26,4,1,,0,20,29.57746479,-10,38.46153846
BF79,BF79E,Exclosure,aspen,TA11,BF79ETA11,2.2,17.2,18.15,3.95,41.5,16.06818182,105,144,39,157,52,26,99.1,49.52380952,9.027777778,14,48,18,4,28.57142857,na,na,4,na,119,92,na,72,81,na,55,41,63.5,61,-3.937007874,-22.68907563,1.874015748,1.508196721,-0.365819027,0,na,2,3,1,1,1,1,na,34.5,47.7,38.26086957,0,33.39,-3.217391304,264,20.9,11.2,177,79,52,65.5,4,1,,0,60.22727273,33.01435407,32.76836158,3.053435115
BF79,BF79E,Exclosure,aspen,TA13,BF79ETA13,2.2,17.2,18.15,3.95,41.5,16.06818182,35,46,11,47,12,6,59.1,34.28571429,2.173913043,6,7,8,2,33.33333333,na,na,na,na,25,28,na,18,14,na,11,13,14.5,13.5,-6.896551724,12,1.724137931,2.074074074,0.349936143,0,na,3,1,1,1,1,1,na,27.9,39.5,41.57706093,0,27.65,-0.896057348,56,7.5,na,17,18,13,15.5,4,1,,0,37.5,20,-47.05882353,6.451612903
BF79,BF79E,Exclosure,aspen,TA6,BF79ETA6,2.2,17.2,18.15,3.95,41.5,16.06818182,84,159,75,178,94,47,141.1,111.9047619,11.94968553,10,12,16,6,60,na,3,5,na,102,128,na,44,53,na,32,35,38,44,15.78947368,25.49019608,2.684210526,2.909090909,0.224880383,0,na,3,3,1,1,1,1,na,38.1,40.2,5.511811024,0,28.14,-26.14173228,216,14.5,6,109,38,24,31,4,1,,0,61.11111111,31.03448276,6.422018349,-22.58064516
BF79,BF79E,Exclosure,aspen,TA8,BF79ETA8,2.2,17.2,18.15,3.95,41.5,16.06818182,76,127,51,129,53,26.5,100.1,69.73684211,1.57480315,9,12,14,5,55.55555556,na,na,na,na,87,74,na,32,30,na,26,19,29,24.5,-15.51724138,-14.94252874,3,3.020408163,0.020408163,0,na,1,1,1,1,1,1,na,30,39.4,31.33333333,0,27.58,-8.066666667,197,12,5.1,97,55,45,50,4,1,,0,61.4213198,25,10.30927835,42
BF82,BF82E,Exclosure,aspen,TA1,BF82ETA1,8.65,13.05,14.95,14.4,51.05,3.23699422,29,38,9,40,11,5.5,58.1,37.93103448,5.263157895,3,5,4,1,33.33333333,na,na,na,na,10,15,na,10,8,na,7,8,8.5,8,-5.882352941,50,1.176470588,1.875,0.698529412,0,na,1,4,0,1,1,1,na,26.7,43.8,64.04494382,0,30.66,14.83146067,na,na,na,na,na,na,na,na,0,,0,na,na,na,na
BF82,BF82E,Exclosure,aspen,TA11,BF82ETA11,8.65,13.05,14.95,14.4,51.05,3.23699422,30,40,10,48,18,9,65.1,60,20,4,4,6,2,50,na,na,na,na,16,32,na,10,13,na,9,9,9.5,11,15.78947368,100,1.684210526,2.909090909,1.224880383,0,na,4,4,0,1,1,1,na,32.7,47.7,45.87155963,0,33.39,2.110091743,na,na,na,na,na,na,na,na,0,,0,na,na,na,na
BF82,BF82E,Exclosure,aspen,TA18,BF82ETA18,8.65,13.05,14.95,14.4,51.05,3.23699422,52,53,1,56,4,2,51.1,7.692307692,5.660377358,5,5,6,1,20,na,na,na,na,30,28,na,17,19,na,9,11,13,15,15.38461538,-6.666666667,2.307692308,1.866666667,-0.441025641,0,na,2,2,0,1,1,1,na,27.5,50.9,85.09090909,0,35.63,29.56363636,na,na,na,na,na,na,na,na,0,,0,na,na,na,na
BF82,BF82E,Exclosure,aspen,TA3,BF82ETA3,8.65,13.05,14.95,14.4,51.05,3.23699422,28,39,11,50,22,11,69.1,78.57142857,28.20512821,3,5,6,3,100,na,na,na,na,21,24,na,12,13,na,10,8,11,10.5,-4.545454545,14.28571429,1.909090909,2.285714286,0.376623377,0,na,1,1,0,1,1,1,na,30.3,49.6,63.69636964,0,34.72,14.58745875,na,na,na,na,na,na,na,na,0,,0,na,na,na,na
BF82,BF82E,Exclosure,aspen,TA10,BF82ETA10,8.65,13.05,14.95,14.4,51.05,3.23699422,92,98,6,125,33,16.5,80.1,35.86956522,27.55102041,7,9,10,3,42.85714286,na,na,na,na,70,41,na,25,44,na,14,12,19.5,28,43.58974359,-41.42857143,3.58974359,1.464285714,-2.125457876,0,na,1,2,0,1,1,1,na,30.1,58.2,93.35548173,0,40.74,35.34883721,124,9.1,na,37,14,8,11,4,1,,0,25.80645161,23.07692308,-89.18918919,-77.27272727
BF82,BF82E,Exclosure,aspen,TA12,BF82ETA12,8.65,13.05,14.95,14.4,51.05,3.23699422,56,62,6,64,8,4,55.1,14.28571429,3.225806452,3,4,6,3,100,na,na,na,na,33,33,na,13,17,na,7,12,10,14.5,45,0,3.3,2.275862069,-1.024137931,0,na,1,4,0,1,1,1,na,29.9,54.7,82.94314381,0,38.29,28.06020067,62,6.2,na,9,16,11,13.5,3,1,,0,9.677419355,51.61290323,-266.6666667,25.92592593
BF82,BF82E,Exclosure,aspen,TA13,BF82ETA13,8.65,13.05,14.95,14.4,51.05,3.23699422,26,31,5,32,6,3,53.1,23.07692308,3.225806452,4,3,5,1,25,na,na,na,na,10,13,na,9,9,na,9,8,9,8.5,-5.555555556,30,1.111111111,1.529411765,0.418300654,0,na,1,2,0,1,1,1,na,29.4,33.5,13.94557823,0,23.45,-20.23809524,28,4.5,na,18,11,9,10,4,1,,0,7.142857143,11.11111111,44.44444444,10
BF82,BF82E,Exclosure,aspen,TA14,BF82ETA14,8.65,13.05,14.95,14.4,51.05,3.23699422,23,26,3,40,17,8.5,64.1,73.91304348,53.84615385,4,4,5,1,25,na,na,na,na,12,25,na,9,8,na,6,8,7.5,8,6.666666667,108.3333333,1.6,3.125,1.525,0,na,1,2,0,1,1,1,na,19.8,30.4,53.53535354,0,21.28,7.474747475,38,4.6,na,17,9,9,9,4,1,,0,39.47368421,13.04347826,29.41176471,16.66666667
BF82,BF82E,Exclosure,aspen,TA15,BF82ETA15,8.65,13.05,14.95,14.4,51.05,3.23699422,21,20,-1,24,3,1.5,50.1,14.28571429,20,3,3,5,2,66.66666667,na,na,na,na,9,10,na,6,8,na,6,7,6,7.5,25,11.11111111,1.5,1.333333333,-0.166666667,0,na,4,1,0,1,1,1,na,20,31.8,59,0,22.26,11.3,23,5.2,na,5,12,8,10,4,1,,0,8.695652174,42.30769231,-80,40
BF82,BF82E,Exclosure,aspen,TA16,BF82ETA16,8.65,13.05,14.95,14.4,51.05,3.23699422,18,20,2,26,8,4,55.1,44.44444444,30,3,9,4,1,33.33333333,na,na,na,na,9,12,na,7,7,na,5,6,6,6.5,8.333333333,33.33333333,1.5,1.846153846,0.346153846,0,na,2,2,0,1,1,1,na,16.3,32,96.3190184,0,22.4,37.42331288,18,4,na,12,9,8,8.5,4,1,,0,0,25,25,29.41176471
BF82,BF82E,Exclosure,aspen,TA19,BF82ETA19,8.65,13.05,14.95,14.4,51.05,3.23699422,42,44,2,49,7,3.5,54.1,16.66666667,11.36363636,3,4,5,2,66.66666667,na,na,na,na,15,41,na,12,15,na,8,11,10,13,30,173.3333333,1.5,3.153846154,1.653846154,0,na,0,2,0,1,1,1,na,28.5,41.9,47.01754386,0,29.33,2.912280702,87,6,na,44,18,13,15.5,3,1,,0,51.72413793,50,65.90909091,35.48387097
BF82,BF82E,Exclosure,aspen,TA2,BF82ETA2,8.65,13.05,14.95,14.4,51.05,3.23699422,21,21,0,22,1,0.5,48.1,4.761904762,4.761904762,3,4,4,1,33.33333333,na,na,na,na,8,11,na,12,11,na,8,7,10,9,-10,37.5,0.8,1.222222222,0.422222222,0,na,1,0,0,1,1,1,na,27,42.9,58.88888889,0,30.03,11.22222222,9,3.8,na,6,2,1,1.5,4,1,,0,-133.3333333,21.05263158,-33.33333333,-566.6666667
BF82,BF82E,Exclosure,aspen,TA20,BF82ETA20,8.65,13.05,14.95,14.4,51.05,3.23699422,25,26,1,29,4,2,51.1,16,11.53846154,2,3,3,1,50,na,na,na,na,10,13,na,8,10,na,6,9,7,9.5,35.71428571,30,1.428571429,1.368421053,-0.060150376,0,na,1,1,0,1,1,1,na,22.9,35.8,56.33187773,0,25.06,9.43231441,29,4.2,na,19,17,8,12.5,4,1,,0,13.79310345,52.38095238,47.36842105,44
BF82,BF82E,Exclosure,aspen,TA4,BF82ETA4,8.65,13.05,14.95,14.4,51.05,3.23699422,28,30,2,29,1,0.5,48.1,3.571428571,-3.333333333,4,5,4,0,0,na,na,na,na,10,13,na,9,8,na,7,6,8,7,-12.5,30,1.25,1.857142857,0.607142857,0,na,1,1,0,1,1,1,na,21.5,38.2,77.6744186,0,26.74,24.37209302,32,4.2,na,6,5,4,4.5,4,1,,0,12.5,4.761904762,-66.66666667,-77.77777778
BF82,BF82E,Exclosure,aspen,TA5,BF82ETA5,8.65,13.05,14.95,14.4,51.05,3.23699422,52,63,11,68,16,8,63.1,30.76923077,7.936507937,5,6,5,0,0,na,na,na,na,29,31,na,18,14,na,12,7,15,10.5,-30,6.896551724,1.933333333,2.952380952,1.019047619,0,na,1,2,0,1,1,1,na,30.3,53.4,76.23762376,0,37.38,23.36633663,90,5.6,na,31,25,6,15.5,4,1,,0,42.22222222,10.71428571,6.451612903,3.225806452
BF82,BF82E,Exclosure,aspen,TA7,BF82ETA7,8.65,13.05,14.95,14.4,51.05,3.23699422,51,76,25,85,34,17,81.1,66.66666667,11.84210526,4,7,7,3,75,na,na,na,na,53,45,na,21,17,na,19,12,20,14.5,-27.5,-15.09433962,2.65,3.103448276,0.453448276,0,na,0,1,0,1,1,1,na,31.2,48.9,56.73076923,0,34.23,9.711538462,73,6.4,na,20,20,14,17,3,1,,0,30.1369863,37.5,-165,-17.64705882
BF82,BF82E,Exclosure,aspen,TA8,BF82ETA8,8.65,13.05,14.95,14.4,51.05,3.23699422,25,29,4,35,10,5,57.1,40,20.68965517,4,5,6,2,50,na,na,na,na,12,28,na,12,12,na,7,10,9.5,11,15.78947368,133.3333333,1.263157895,2.545454545,1.28229665,0,na,1,1,0,1,1,1,na,26.1,63.7,144.0613027,0,44.59,70.84291188,40,6.5,na,20,4,4,4,4,1,,0,37.5,38.46153846,40,-137.5
BF82,BF82E,Exclosure,aspen,TA9,BF82ETA9,8.65,13.05,14.95,14.4,51.05,3.23699422,60,76,16,79,19,9.5,66.1,31.66666667,3.947368421,4,6,7,3,75,na,na,na,na,40,45,na,18,19,na,17,14,17.5,16.5,-5.714285714,12.5,2.285714286,2.727272727,0.441558441,0,na,0,1,0,1,1,1,na,30.8,39.4,27.92207792,0,27.58,-10.45454545,89,7.3,na,54,12,10,11,4,1,,0,32.58426966,45.20547945,25.92592593,-59.09090909
BF82,BF82E,Exclosure,aspen,TA6,BF82ETA6,8.65,13.05,14.95,14.4,51.05,3.23699422,72,89,17,101,29,14.5,76.1,40.27777778,13.48314607,5,8,10,5,100,na,na,na,na,56,56,na,40,43,na,21,14,30.5,28.5,-6.557377049,0,1.836065574,1.964912281,0.128846707,0,na,1,1,1,1,1,1,na,36.5,47.1,29.04109589,0,32.97,-9.671232877,87,8.1,na,66,23,8,15.5,4,1,,0,17.24137931,38.27160494,15.15151515,-96.77419355
BF84,BF84E,Exclosure,aspen,TA1,BF84ETA1,7,1.9,0.85,1.1,10.85,0.392857143,50,50,0,54,4,2,51.1,8,8,5,5,7,2,40,na,na,na,na,25,11,na,8,7,na,7,6,7.5,6.5,-13.33333333,-56,3.333333333,1.692307692,-1.641025641,0,na,0,2,0,1,1,1,na,19.6,24.9,27.04081633,0,17.43,-11.07142857,na,na,na,na,na,na,na,na,0,,0,na,na,na,na
BF84,BF84E,Exclosure,aspen,TA10,BF84ETA10,7,1.9,0.85,1.1,10.85,0.392857143,28,31,3,31,3,1.5,50.1,10.71428571,0,2,4,4,2,100,na,na,na,na,9,12,na,10,13,na,6,7,8,10,25,33.33333333,1.125,1.2,0.075,0,na,2,1,0,1,1,1,na,23.8,31.1,30.67226891,0,21.77,-8.529411765,32,4.4,na,8,15,7,11,4,1,,0,12.5,54.54545455,-12.5,27.27272727
BF84,BF84E,Exclosure,aspen,TA11,BF84ETA11,7,1.9,0.85,1.1,10.85,0.392857143,45,48,3,48,3,1.5,50.1,6.666666667,0,5,5,7,2,40,na,na,na,na,24,23,na,13,12,na,12,11,12.5,11.5,-8,-4.166666667,1.92,2,0.08,0,na,1,2,0,1,1,1,na,25.1,34.7,38.24701195,0,24.29,-3.227091633,51,7.9,na,21,16,10,13,3,1,,0,11.76470588,36.70886076,-14.28571429,3.846153846
BF84,BF84E,Exclosure,aspen,TA12,BF84ETA12,7,1.9,0.85,1.1,10.85,0.392857143,26,33,7,32,6,3,53.1,23.07692308,-3.03030303,3,3,4,1,33.33333333,na,na,na,na,9,10,na,8,8,na,5,5,6.5,6.5,0,11.11111111,1.384615385,1.538461538,0.153846153,0,na,1,3,0,1,1,1,na,15.4,21,36.36363636,0,14.7,-4.545454545,32,4.9,na,9,4,2,3,3,1,,0,18.75,38.7755102,0,-116.6666667
BF84,BF84E,Exclosure,aspen,TA13,BF84ETA13,7,1.9,0.85,1.1,10.85,0.392857143,100,98,-2,103,3,1.5,50.1,3,5.102040816,9,10,11,2,22.22222222,na,na,na,na,68,68,na,27,24,na,12,12,19.5,18,-7.692307692,0,3.487179487,3.777777778,0.290598291,0,na,3,2,0,1,1,1,na,25.6,38.1,48.828125,0,26.67,4.1796875,104,12.1,na,88,20,13,16.5,2,1,,0,3.846153846,25.61983471,22.72727273,-18.18181818
BF84,BF84E,Exclosure,aspen,TA14,BF84ETA14,7,1.9,0.85,1.1,10.85,0.392857143,14,33,19,34,20,10,67.1,142.8571429,3.03030303,4,4,6,2,50,na,na,na,na,19,16,na,8,9,na,6,7,7,8,14.28571429,-15.78947368,2.714285714,2,-0.714285714,0,na,3,4,0,1,1,1,na,17.6,30.8,75,0,21.56,22.5,33,4.9,na,7,12,7,9.5,1,1,,0,57.57575758,18.36734694,-171.4285714,26.31578947
BF84,BF84E,Exclosure,aspen,TA15,BF84ETA15,7,1.9,0.85,1.1,10.85,0.392857143,31,35,4,35,4,2,51.1,12.90322581,0,4,4,5,1,25,na,na,na,na,17,19,na,8,8,na,7,6,7.5,7,-6.666666667,11.76470588,2.266666667,2.714285714,0.447619047,0,na,2,1,0,1,1,1,na,19.8,30.9,56.06060606,0,21.63,9.242424242,33,6,na,7,13,3,8,1,1,,0,6.060606061,33.33333333,-142.8571429,6.25
BF84,BF84E,Exclosure,aspen,TA16,BF84ETA16,7,1.9,0.85,1.1,10.85,0.392857143,55,59,4,63,8,4,55.1,14.54545455,6.779661017,5,5,6,1,20,na,na,na,na,31,38,na,19,17,na,11,12,15,14.5,-3.333333333,22.58064516,2.066666667,2.620689655,0.554022988,0,na,1,2,0,1,1,1,na,26.6,38.5,44.73684211,0,26.95,1.315789474,81,7,na,43,15,12,13.5,2,1,,0,32.09876543,28.57142857,27.90697674,-11.11111111
BF84,BF84E,Exclosure,aspen,TA17,BF84ETA17,7,1.9,0.85,1.1,10.85,0.392857143,18,18,0,19,1,0.5,48.1,5.555555556,5.555555556,2,2,3,1,50,na,na,na,na,7,13,na,5,8,na,4,5,4.5,6.5,44.44444444,85.71428571,1.555555556,2,0.444444444,0,na,4,0,0,1,1,1,na,16.6,25,50.60240964,0,17.5,5.421686747,201,4.7,na,187,6,4,5,4,1,,0,91.04477612,57.44680851,96.25668449,10
BF84,BF84E,Exclosure,aspen,TA18,BF84ETA18,7,1.9,0.85,1.1,10.85,0.392857143,32,34,2,34,2,1,49.1,6.25,0,5,4,6,1,20,na,na,na,na,10,13,na,12,15,na,8,10,10,12.5,25,30,1,1.04,0.04,0,na,3,3,0,1,1,1,na,25.5,40.6,59.21568627,0,28.42,11.45098039,38,7,na,12,13,3,8,3,1,,0,15.78947368,28.57142857,16.66666667,-25
BF84,BF84E,Exclosure,aspen,TA19,BF84ETA19,7,1.9,0.85,1.1,10.85,0.392857143,44,49,5,53,9,4.5,56.1,20.45454545,8.163265306,7,7,7,0,0,na,na,na,na,22,16,na,16,15,na,9,11,12.5,13,4,-27.27272727,1.76,1.230769231,-0.529230769,0,na,1,2,0,1,1,1,na,26.1,40.4,54.78927203,0,28.28,8.352490421,62,7.9,na,18,11,10,10.5,2,1,,0,29.03225806,11.39240506,-22.22222222,-19.04761905
BF84,BF84E,Exclosure,aspen,TA2,BF84ETA2,7,1.9,0.85,1.1,10.85,0.392857143,34,39,5,36,2,1,49.1,5.882352941,-7.692307692,4,6,5,1,25,na,na,na,na,9,12,na,12,15,na,7,9,9.5,12,26.31578947,33.33333333,0.947368421,1,0.052631579,0,na,3,3,0,1,1,1,na,22.2,38.77777778,74.67467468,0,27.14444445,22.27227228,41,5,na,5,13,6,9.5,3,1,,0,17.07317073,20,-80,0
BF84,BF84E,Exclosure,aspen,TA20,BF84ETA20,7,1.9,0.85,1.1,10.85,0.392857143,53,66,13,74,21,10.5,68.1,39.62264151,12.12121212,7,9,10,3,42.85714286,na,na,na,na,38,44,na,31,36,na,19,23,25,29.5,18,15.78947368,1.52,1.491525424,-0.028474576,0,na,2,1,0,1,1,1,na,25.2,36.2,43.65079365,0,25.34,0.555555556,93,11.4,na,54,21,13,17,3,1,,0,43.01075269,38.59649123,29.62962963,-47.05882353
BF84,BF84E,Exclosure,aspen,TA3,BF84ETA3,7,1.9,0.85,1.1,10.85,0.392857143,72,79,7,78,6,3,53.1,8.333333333,-1.265822785,9,9,14,5,55.55555556,na,na,na,na,48,47,na,52,58,na,29,29,40.5,43.5,7.407407407,-2.083333333,1.185185185,1.08045977,-0.104725415,0,na,1,1,0,1,1,1,na,22.1,39.7,79.63800905,0,27.79,25.74660633,76,11,na,29,50,42,46,3,1,,0,5.263157895,18.18181818,-65.51724138,11.95652174
BF84,BF84E,Exclosure,aspen,TA4,BF84ETA4,7,1.9,0.85,1.1,10.85,0.392857143,25,29,4,31,6,3,53.1,24,6.896551724,2,3,4,2,100,na,na,na,na,11,12,na,10,9,na,7,7,8.5,8,-5.882352941,9.090909091,1.294117647,1.5,0.205882353,0,na,0,2,0,1,1,1,na,27.75,37.6,35.4954955,0,26.32,-5.153153153,31,3,na,9,9,8,8.5,1,1,,0,19.35483871,33.33333333,-22.22222222,0
BF84,BF84E,Exclosure,aspen,TA5,BF84ETA5,7,1.9,0.85,1.1,10.85,0.392857143,39,45,6,49,10,5,57.1,25.64102564,8.888888889,4,7,5,1,25,na,na,na,na,20,24,na,15,12,na,8,10,11.5,11,-4.347826087,20,1.739130435,2.181818182,0.442687747,0,na,1,1,0,1,1,1,na,25.7,33.3,29.57198444,0,23.31,-9.299610895,63,6.6,na,19,16,12,14,4,1,,0,38.0952381,39.39393939,-5.263157895,17.85714286
BF84,BF84E,Exclosure,aspen,TA6,BF84ETA6,7,1.9,0.85,1.1,10.85,0.392857143,40,34,-6,35,-5,-2.5,42.1,-12.5,2.941176471,5,5,4,-1,-20,na,na,na,na,13,11,na,8,8,na,6,7,7,7.5,7.142857143,-15.38461538,1.857142857,1.466666667,-0.39047619,0,na,1,3,0,1,1,1,na,19.6,33.5,70.91836735,0,23.45,19.64285714,35,4,na,7,9,5,7,2,1,,0,-14.28571429,-25,-85.71428571,0
BF84,BF84E,Exclosure,aspen,TA8,BF84ETA8,7,1.9,0.85,1.1,10.85,0.392857143,31,50,19,41,10,5,57.1,32.25806452,-18,3,6,5,2,66.66666667,na,na,na,na,25,26,na,20,19,na,15,16,17.5,17.5,0,4,1.428571429,1.485714286,0.057142857,0,na,1,2,0,1,1,1,na,22.9,34.2,49.34497817,0,23.94,4.541484716,54,6.2,na,17,16,12,14,2,1,,0,42.59259259,51.61290323,-47.05882353,-25
BF84,BF84E,Exclosure,aspen,TA7,BF84ETA7,7,1.9,0.85,1.1,10.85,0.392857143,49,50,1,53,4,2,51.1,8.163265306,6,7,7,9,2,28.57142857,na,na,na,na,37,34,na,12,22,na,11,12,11.5,17,47.82608696,-8.108108108,3.217391304,2,-1.217391304,0,na,1,1,1,1,1,1,na,21.7,29,33.640553,0,20.3,-6.451612903,55,9.9,na,22,15,11,13,3,1,,0,10.90909091,29.29292929,-68.18181818,11.53846154
BF86,BF86E,Exclosure,aspen,TA1,BF86ETA1,9.5,15.55,15,4.1,44.15,3.215789474,20,24,4,22,2,1,49.1,10,-8.333333333,3,4,3,0,0,na,na,na,na,5,6,na,8,5,na,8,6,8,5.5,-31.25,20,0.625,1.090909091,0.465909091,0,na,1,0,0,1,1,1,na,21.375,32.6,52.51461988,0,22.82,6.760233918,21,3,na,1,7,6,6.5,4,1,,0,4.761904762,0,-400,-23.07692308
BF86,BF86E,Exclosure,aspen,TA10,BF86ETA10,9.5,15.55,15,4.1,44.15,3.215789474,55,64,9,63,8,4,55.1,14.54545455,-1.5625,5,7,6,1,20,na,na,na,na,50,46,na,20,21,na,11,17,15.5,19,22.58064516,-8,3.225806452,2.421052632,-0.80475382,0,na,3,2,0,1,1,1,na,31,50.7,63.5483871,0,35.49,14.48387097,60,6.5,na,13,9,8,8.5,3,1,,0,8.333333333,23.07692308,-284.6153846,-82.35294118
BF86,BF86E,Exclosure,aspen,TA11,BF86ETA11,9.5,15.55,15,4.1,44.15,3.215789474,32,38,6,42,10,5,57.1,31.25,10.52631579,3,3,3,0,0,na,na,na,na,10,8,na,8,7,na,6,5,7,6,-14.28571429,-20,1.428571429,1.333333333,-0.095238096,0,na,1,3,0,1,1,1,na,25,36,44,0,25.2,0.8,47,2.9,na,44,3,3,3,4,1,,0,31.91489362,-3.448275862,77.27272727,-133.3333333
BF86,BF86E,Exclosure,aspen,TA12,BF86ETA12,9.5,15.55,15,4.1,44.15,3.215789474,26,28,2,26,0,0.001,47.1,0,-7.142857143,3,3,3,0,0,na,na,na,na,7,10,na,6,6,na,5,6,5.5,6,9.090909091,42.85714286,1.272727273,1.666666667,0.393939394,0,na,3,1,0,1,1,1,na,19.5,26.5,35.8974359,0,18.55,-4.871794872,132,3.6,na,102,3,2,2.5,4,1,,0,80.3030303,16.66666667,93.1372549,-120
BF86,BF86E,Exclosure,aspen,TA13,BF86ETA13,9.5,15.55,15,4.1,44.15,3.215789474,15,17,2,13,-2,-1,45.1,-13.33333333,-23.52941176,1,2,1,0,0,na,na,na,na,3,4,na,6,4,na,4,3,5,3.5,-30,33.33333333,0.6,1.142857143,0.542857143,0,na,1,2,0,1,1,1,na,19,18.2,-4.210526316,0,12.74,-32.94736842,17,1.2,na,1,1,1,1,4,1,,0,11.76470588,16.66666667,-200,-400
BF86,BF86E,Exclosure,aspen,TA14,BF86ETA14,9.5,15.55,15,4.1,44.15,3.215789474,57,58,1,61,4,2,51.1,7.01754386,5.172413793,5,5,6,1,20,na,na,na,na,26,30,na,9,14,na,8,10,8.5,12,41.17647059,15.38461538,3.058823529,2.5,-0.558823529,0,na,4,1,0,1,1,1,na,23.5,37.1,57.87234043,0,25.97,10.5106383,72,5.6,na,21,13,6,9.5,4,1,,0,20.83333333,10.71428571,-23.80952381,10.52631579
BF86,BF86E,Exclosure,aspen,TA15,BF86ETA15,9.5,15.55,15,4.1,44.15,3.215789474,51,52,1,51,0,0.001,47.1,0,-1.923076923,5,4,7,2,40,na,na,na,na,23,20,na,9,14,na,7,10,8,12,50,-13.04347826,2.875,1.666666667,-1.208333333,0,na,2,2,0,1,1,1,na,21.5,37.4,73.95348837,0,26.18,21.76744186,52,6.3,na,19,9,5,7,4,1,,0,1.923076923,20.63492063,-21.05263158,-14.28571429
BF86,BF86E,Exclosure,aspen,TA16,BF86ETA16,9.5,15.55,15,4.1,44.15,3.215789474,62,58,-4,59,-3,-1.5,44.1,-4.838709677,1.724137931,4,4,7,3,75,na,na,na,na,17,23,na,11,10,na,9,9,10,9.5,-5,35.29411765,1.7,2.421052632,0.721052632,0,na,1,1,0,1,1,1,na,25.1,37.2,48.20717131,0,26.04,3.74501992,54,6.2,na,12,12,7,9.5,4,1,,0,-14.81481481,35.48387097,-41.66666667,-5.263157895
BF86,BF86E,Exclosure,aspen,TA17,BF86ETA17,9.5,15.55,15,4.1,44.15,3.215789474,41,44,3,39,-2,-1,45.1,-4.87804878,-11.36363636,5,4,5,0,0,na,na,na,na,26,26,na,14,13,na,9,8,11.5,10.5,-8.695652174,0,2.260869565,2.476190476,0.215320911,0,na,4,3,0,1,1,1,na,25.2,28.5,13.0952381,0,19.95,-20.83333333,43,4.2,na,20,7,5,6,3,1,,0,4.651162791,-19.04761905,-30,-91.66666667
BF86,BF86E,Exclosure,aspen,TA18,BF86ETA18,9.5,15.55,15,4.1,44.15,3.215789474,40,50,10,52,12,6,59.1,30,4,4,4,5,1,25,na,na,na,na,30,35,na,10,15,na,10,8,10,11.5,15,16.66666667,3,3.043478261,0.043478261,0,na,3,2,0,1,1,1,na,24.8,27.5,10.88709677,0,19.25,-22.37903226,57,5,na,17,19,8,13.5,3,1,,0,29.8245614,20,-76.47058824,25.92592593
BF86,BF86E,Exclosure,aspen,TA19,BF86ETA19,9.5,15.55,15,4.1,44.15,3.215789474,70,76,6,84,14,7,61.1,20,10.52631579,4,5,6,2,50,na,na,na,na,35,41,na,13,14,na,10,12,11.5,13,13.04347826,17.14285714,3.043478261,3.153846154,0.110367893,0,na,4,2,0,1,1,1,na,29.4,36.7,24.82993197,0,25.69,-12.61904762,93,6.3,na,34,18,8,13,4,1,,0,24.7311828,36.50793651,-2.941176471,11.53846154
BF86,BF86E,Exclosure,aspen,TA2,BF86ETA2,9.5,15.55,15,4.1,44.15,3.215789474,80,81,1,79,-1,-0.5,46.1,-1.25,-2.469135802,5,6,6,1,20,na,na,na,na,22,18,na,17,13,na,9,8,13,10.5,-19.23076923,-18.18181818,1.692307692,1.714285714,0.021978022,0,na,2,0,0,1,1,1,na,22.7,31.5,38.76651982,0,22.05,-2.863436123,94,7,na,40,25,16,20.5,3,1,,0,14.89361702,28.57142857,45,36.58536585
BF86,BF86E,Exclosure,aspen,TA20,BF86ETA20,9.5,15.55,15,4.1,44.15,3.215789474,43,45,2,44,1,0.5,48.1,2.325581395,-2.222222222,4,4,4,0,0,na,na,na,na,22,23,na,14,17,na,8,11,11,14,27.27272727,4.545454545,2,1.642857143,-0.357142857,0,na,3,2,0,1,1,1,na,26.3,37.2,41.44486692,0,26.04,-0.988593156,44,5.4,na,9,20,14,17,4,1,,0,2.272727273,25.92592593,-144.4444444,35.29411765
