"TSF","species","height","low","high","scenario"
2,"Bene",0.154188573360443,0.154188573360443,0.154188573360443,"CPCRW_moose"
2,"Pigl",4.026926279068,3.98779861132304,4.10002374649048,"CPCRW_moose"
2,"Pima",4.00281278292338,4.00281278292338,4.00281278292338,"CPCRW_moose"
2,"Potr",1.87624502678712,0.183808514475822,3.64218820333481,"CPCRW_moose"
3,"Bene",0.241708539426327,0.16643887758255,0.316978201270103,"CPCRW_moose"
3,"Pigl",0.129094805275618,0.10791293151852,0.154963462834993,"CPCRW_moose"
3,"Pima",0.105711608028881,0.0924290536948014,0.126605526732389,"CPCRW_moose"
3,"Potr",0.942232761139933,0.276658663740218,1.63312125806615,"CPCRW_moose"
4,"Bene",0.469161033630371,0.352349281311035,0.585972785949707,"CPCRW_moose"
4,"Pigl",0.140581726436693,0.125970920019972,0.157694296296994,"CPCRW_moose"
4,"Pima",0.122790955641956,0.109885254613207,0.139113637773273,"CPCRW_moose"
4,"Potr",1.33560025335929,0.740068235047174,1.96535402590371,"CPCRW_moose"
5,"Bene",0.714428409934044,0.578211903572083,0.850644916296005,"CPCRW_moose"
5,"Pigl",0.159150780017894,0.146014880803882,0.174729977915232,"CPCRW_moose"
5,"Pima",0.133997031489596,0.124463846884956,0.145593434241579,"CPCRW_moose"
5,"Potr",1.31927455453328,0.82571287293426,1.84926160017442,"CPCRW_moose"
6,"Bene",3.57529279447737,2.62990790889377,4.22643232955819,"CPCRW_moose"
6,"Pigl",0.176227886110374,0.164641772911963,0.189823422939331,"CPCRW_moose"
6,"Pima",0.14982505372403,0.141147053776744,0.159924472040642,"CPCRW_moose"
6,"Potr",1.35843405431068,0.943373751258132,1.84395387221818,"CPCRW_moose"
7,"Bene",4.2965901779277,3.44876290988118,4.94937935806693,"CPCRW_moose"
7,"Pigl",0.204573914183354,0.193227596673979,0.21760105430337,"CPCRW_moose"
7,"Pima",0.168168613991581,0.160519844699038,0.177539988735906,"CPCRW_moose"
7,"Potr",1.5568770652016,1.14573908832173,1.98747738791754,"CPCRW_moose"
8,"Bene",4.82747224928841,3.89642877788298,5.54541382093278,"CPCRW_moose"
8,"Pigl",0.231208700932616,0.219965699052151,0.244161933057597,"CPCRW_moose"
8,"Pima",0.188936868468065,0.181704299402876,0.197385022389707,"CPCRW_moose"
8,"Potr",1.67409208692886,1.28131420296375,2.08397835761217,"CPCRW_moose"
9,"Bene",4.89881736618695,3.69440052662358,5.91004014240298,"CPCRW_moose"
9,"Pigl",0.257046078623725,0.246074520992131,0.270656963683491,"CPCRW_moose"
9,"Pima",0.206579943538451,0.199649709419709,0.214452176779118,"CPCRW_moose"
9,"Potr",2.95476108597562,2.65533724077489,3.25693639811831,"CPCRW_moose"
10,"Bene",5.34965651975724,4.15461010059495,6.44748001847591,"CPCRW_moose"
10,"Pigl",0.285553729854789,0.273427039663997,0.29801302136659,"CPCRW_moose"
10,"Pima",0.227490083897798,0.221545238611177,0.234907299161662,"CPCRW_moose"
10,"Potr",3.72245642416236,3.53462898959079,3.91642053078193,"CPCRW_moose"
11,"Bene",5.66387415059422,4.54103475530509,6.74685562777424,"CPCRW_moose"
11,"Pigl",0.321498116502561,0.309339380799279,0.334594564664541,"CPCRW_moose"
11,"Pima",0.251772530009682,0.245495546379217,0.25895966455811,"CPCRW_moose"
11,"Potr",3.99767652501314,3.81441836337277,4.17924422138893,"CPCRW_moose"
12,"Bene",5.72865267952369,4.24213679309015,6.95979473425463,"CPCRW_moose"
12,"Pigl",0.358947051791781,0.346713000573824,0.371994568630986,"CPCRW_moose"
12,"Pima",0.277310680429898,0.271197651688474,0.284182950020648,"CPCRW_moose"
12,"Potr",4.20244937721341,4.02078865528474,4.36243854661817,"CPCRW_moose"
13,"Bene",7.00744095629756,5.34666362719619,8.33927867458356,"CPCRW_moose"
13,"Pigl",0.396779453186984,0.383446029889856,0.410100036864277,"CPCRW_moose"
13,"Pima",0.305857052756301,0.299350542149533,0.312545726669173,"CPCRW_moose"
13,"Potr",4.40006448598016,4.18611059561605,4.5979439748176,"CPCRW_moose"
14,"Bene",7.59682602681123,5.67233142154428,8.97436317170027,"CPCRW_moose"
14,"Pigl",0.444030177892026,0.430312459441503,0.458459486698219,"CPCRW_moose"
14,"Pima",0.337744461098652,0.331239694164943,0.344723414382804,"CPCRW_moose"
14,"Potr",4.58057091273254,4.36266830010036,4.80714359519217,"CPCRW_moose"
15,"Bene",7.2514186463127,5.03537654788076,9.19317387977578,"CPCRW_moose"
15,"Pigl",0.485335318193492,0.471684469425969,0.500670221268903,"CPCRW_moose"
15,"Pima",0.370759941099525,0.364272908723239,0.377822184553824,"CPCRW_moose"
15,"Potr",4.77858478627688,4.54784654431413,5.02543734901745,"CPCRW_moose"
16,"Bene",7.62707247249679,5.24360952186806,9.55334242830264,"CPCRW_moose"
16,"Pigl",0.528501483785655,0.514582080058071,0.544123106799007,"CPCRW_moose"
16,"Pima",0.403026752456764,0.396100600477901,0.409527502098128,"CPCRW_moose"
16,"Potr",4.90138292582446,4.63293052171828,5.15797551792125,"CPCRW_moose"
17,"Bene",7.97725374915385,5.47874060078102,10.0973888325692,"CPCRW_moose"
17,"Pigl",0.572188612469503,0.556697305846659,0.587951985336852,"CPCRW_moose"
17,"Pima",0.436914843395057,0.42968203563482,0.444916381778431,"CPCRW_moose"
17,"Potr",5.0592576787297,4.77957682523171,5.3339168053434,"CPCRW_moose"
18,"Bene",8.31761967341105,5.82058245626363,10.3921845986626,"CPCRW_moose"
