"TSF","species","variable","mean","sd","low","high","Scenario"
2,"Bene","height",0.140464211528731,0.00752668350280369,0.132937528025928,0.147990895031535,"No Browsing"
2,"Bene","ba",0.000925970384511674,0.000594107202273241,0.000331863182238433,0.00152007758678491,"No Browsing"
2,"Bene","dbh",0.118015689495788,0.00633147232023602,0.111684217175552,0.124347161816024,"No Browsing"
2,"Bene","density",846.77878289822,543.246834537513,303.531948360707,1390.02561743573,"No Browsing"
3,"Bene","height",0.249143758863889,0.0775486416216253,0.171595117242264,0.326692400485514,"No Browsing"
3,"Bene","ba",0.00275571584899943,0.00255626129378873,0.000199454555210695,0.00531197714278816,"No Browsing"
3,"Bene","dbh",0.209211307299241,0.0650525505976383,0.144158756701603,0.274263857896879,"No Browsing"
3,"Bene","density",739.671439070684,498.300885033222,241.370554037462,1237.97232410391,"No Browsing"
3,"Pigl","height",0.0934000052741846,0.00257102803790659,0.090828977236278,0.0959710333120912,"No Browsing"
3,"Pigl","ba",0.000647643203653063,0.00039971346829383,0.000247929735359233,0.00104735667194689,"No Browsing"
3,"Pigl","dbh",0.109873761223761,0.0030275858703568,0.106846175353404,0.112901347094117,"No Browsing"
3,"Pigl","density",686.985413234113,422.511518151116,264.473895082996,1109.49693138523,"No Browsing"
3,"Pima","height",0.0897728663465363,0.0024121170392086,0.0873607493073277,0.0921849833857449,"No Browsing"
3,"Pima","ba",0.000584398440653495,0.000729746534367644,-0.000145348093714149,0.00131414497502114,"No Browsing"
3,"Pima","dbh",0.102016133916967,0.00274043003453926,0.0992757038824281,0.104756563951507,"No Browsing"
3,"Pima","density",714.57935804845,888.906983506161,-174.327625457712,1603.48634155461,"No Browsing"
3,"Potr","height",0.205465213024143,0.00886709382861852,0.196598119195524,0.214332306852761,"No Browsing"
3,"Potr","ba",0.000830433315296912,0.000663792800673118,0.000166640514623794,0.00149422611597003,"No Browsing"
3,"Potr","dbh",0.120829736240211,0.00507755151116754,0.115752184729043,0.125907287751378,"No Browsing"
3,"Potr","density",727.393194184139,584.748068337627,142.645125846512,1312.14126252177,"No Browsing"
4,"Bene","height",0.333360901545236,0.158726475901037,0.174634425644199,0.492087377446272,"No Browsing"
4,"Bene","ba",0.00319284618216529,0.00299872591193607,0.000194120270229218,0.00619157209410135,"No Browsing"
4,"Bene","dbh",0.279643146486829,0.133019951427337,0.146623195059492,0.412663097914166,"No Browsing"
4,"Bene","density",571.364220635973,445.624818747792,125.739401888182,1016.98903938377,"No Browsing"
4,"Pigl","height",0.106449607418005,0.0130407615772745,0.0934088458407309,0.11949036899528,"No Browsing"
4,"Pigl","ba",0.000891456774811626,0.00060271137799694,0.000288745396814686,0.00149416815280857,"No Browsing"
4,"Pigl","dbh",0.125220369897227,0.0153355151006342,0.109884854796593,0.140555884997862,"No Browsing"
4,"Pigl","density",731.739950450603,487.298948567084,244.441001883519,1219.03889901769,"No Browsing"
4,"Pima","height",0.113391204118836,0.189738195925281,-0.0763469918064449,0.303129400044116,"No Browsing"
4,"Pima","ba",0.000755294430378561,0.000985285278761834,-0.000229990848383273,0.00174057970914039,"No Browsing"
4,"Pima","dbh",0.129014576856885,0.219009312910167,-0.0899947360532816,0.348023889767052,"No Browsing"
4,"Pima","density",661.403764355493,823.339015926176,-161.935251570683,1484.74278028167,"No Browsing"
4,"Potr","height",0.257695945492287,0.0537357552126297,0.203960190279657,0.311431700704917,"No Browsing"
4,"Potr","ba",0.0013218908019931,0.00126570768577045,5.61831162226563e-05,0.00258759848776355,"No Browsing"
4,"Potr","dbh",0.151405864764708,0.0312694177297537,0.120136447034955,0.182675282494462,"No Browsing"
4,"Potr","density",698.76015795689,557.717326951344,141.042831005546,1256.47748490823,"No Browsing"
5,"Bene","height",0.46123153015263,0.248937287049775,0.212294243102855,0.710168817202405,"No Browsing"
5,"Bene","ba",0.00382247431442487,0.0033096830753944,0.000512791239030469,0.00713215738981927,"No Browsing"
5,"Bene","dbh",0.386742352218694,0.208634047577297,0.178108304641397,0.59537639979599,"No Browsing"
5,"Bene","density",468.415630737838,432.690683581674,35.7249471561635,901.106314319512,"No Browsing"
5,"Pigl","height",0.122774903867429,0.0250815997168744,0.0976933041505546,0.147856503584303,"No Browsing"
5,"Pigl","ba",0.00119470041115558,0.000949493121527319,0.000245207289628256,0.00214419353268289,"No Browsing"
5,"Pigl","dbh",0.144418695168911,0.0294989008135441,0.114919794355367,0.173917595982455,"No Browsing"
5,"Pigl","density",704.312104322607,471.892798559738,232.419305762869,1176.20490288234,"No Browsing"
5,"Pima","height",0.123263518497094,0.135563285792482,-0.0122997672953876,0.258826804289576,"No Browsing"
5,"Pima","ba",0.00103067873409029,0.00134771818673031,-0.000317039452640027,0.0023783969208206,"No Browsing"
5,"Pima","dbh",0.14015178949598,0.156460619206031,-0.0163088297100502,0.296612408702011,"No Browsing"
5,"Pima","density",705.436562426765,873.639296392785,-168.20273396602,1579.07585881955,"No Browsing"
5,"Potr","height",0.321602469039066,0.10511597958468,0.216486489454386,0.426718448623746,"No Browsing"
5,"Potr","ba",0.00203198517229505,0.00219201851046876,-0.000160033338173707,0.00422400368276381,"No Browsing"
5,"Potr","dbh",0.188734758964659,0.0611303816370322,0.127604377327627,0.249865140601692,"No Browsing"
5,"Potr","density",670.223748828057,546.603349792611,123.620399035446,1216.82709862067,"No Browsing"
6,"Bene","height",0.648519889003431,0.618105205874317,0.0304146831291146,1.26662509487775,"No Browsing"
6,"Bene","ba",0.00426929243302502,0.00365984249958026,0.00060944993344476,0.00792913493260527,"No Browsing"
