burn,site,blk,spp,diam06,ht_new_06,diam08,ht_new_08,diam11,ht_tot_11,har11,diam13,ht13,diam15,ht15,biomass06,biomass08,biomass11,biomass13,biomass15
BF,86,10,TA,NA,NA,0.8,2,NA,NA,0,NA,NA,NA,NA,NA,-1.69054464,NA,NA,NA
BF,86,10,WS,2,2.5,3.8,7,6.5,26.8,0,6,186,NA,NA,-0.079098457,0.575445661,1.032662563,1.792951671,NA
BF,86,11,BS,1.9,5.3,2.6,4.5,6.6,55.2,0,6,77,NA,NA,-0.163414359,0.1795352,1.287963028,1.324202073,NA
BF,86,11,LP,2.5,7.6,10.1,12,28.4,171.4,0,35,220,64.8,321,-0.033480362,1.484941022,2.662393328,2.877491167,3.415589624
BF,86,11,WS,2.9,5.1,3.9,7,8.1,58.2,0,10,72,14,88,0.299811363,0.601934714,1.479147952,1.679073962,1.932714006
BF,86,12,BS,2.5,10,4.5,4.5,6.6,63.9,0,7,70,NA,NA,0.136651725,0.779330889,1.334961623,1.408052899,NA
BF,86,12,LP,3.5,9.4,16,16,39.9,222,0,48,200,61.3,376,0.332434468,1.985250725,2.979421016,3.10017754,3.403050245
BF,86,12,WS,2.5,4.3,4.5,4.5,5.8,43.6,0,6,48,8.8,63,0.148456914,0.747864836,1.163304566,1.224347021,1.557235555
BF,86,13,BS,2.5,2.3,4.5,4.5,5.2,37.8,0,4,38,NA,NA,0.136651725,0.779330889,0.983624863,0.784309909,NA
BF,86,13,LP,2.1,4,11.5,11.5,15.6,130.5,0,21,187,31.7,287,-0.223090331,1.626111641,2.127751613,2.44861681,2.859418888
BF,86,13,WS,3,9.5,10,10,7.8,69.9,0,10,75,13.1,109,0.334383189,1.56216,1.529081378,1.694001584,1.969255663
BF,86,14,BS,2,2.1,5,5,5.2,25.1,0,6,48,9.7,109,-0.107330862,0.894530862,0.84867279,1.170835861,1.787100379
BF,86,14,LP,2.1,5.2,13,13,19.4,133.6,0,21,140,24.5,185,-0.223090331,1.75944213,2.305928062,2.379677969,2.565198648
BF,86,14,WS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BF,87,1,BS,1.4,10.2,2.6,5.4,4.1,45,1,NA,NA,NA,NA,-0.497315135,0.1795352,0.860388638,NA,NA
BF,87,1,LP,2.3,6.2,6.5,9.7,22,143,1,NA,NA,NA,NA,-0.124158178,1.005641949,2.42131159,NA,NA
BF,87,1,PB,3.6,4.4,4.8,10.9,6.9,78,1,NA,NA,NA,NA,0.125216313,0.472513517,0.954031574,NA,NA
BF,87,1,TA,2.7,3.2,3.8,2.6,4.9,40.5,1,NA,NA,NA,NA,-0.22208089,0.190487655,0.500999552,NA,NA
BF,87,1,WS,1.6,3.9,4.1,2.9,4.4,44,1,NA,NA,NA,NA,-0.306653828,0.652933902,0.998893406,NA,NA
BF,87,2,BS,1.9,2.5,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.163414359,NA,NA,NA,NA
BF,87,2,LP,6,19.4,15.5,29,46.2,227,1,NA,NA,NA,NA,0.918595202,1.950723895,3.095709696,NA,NA
BF,87,2,PB,7,19.6,14,23.5,39.6,217,1,NA,NA,NA,NA,0.927992826,1.764777946,2.757184701,NA,NA
BF,87,2,TA,6,19.1,8.3,38,11.3,83.2,1,NA,NA,NA,NA,0.741898157,1.133638137,1.512715916,NA,NA
BF,87,2,WS,3.7,4.2,9.5,12.6,7.4,92,1,NA,NA,NA,NA,0.54825015,1.509852575,1.608814641,NA,NA
BF,87,3,BS,2.9,10.4,4.8,7.5,9.4,66.1,1,NA,NA,NA,NA,0.298932447,0.849896564,1.60987173,NA,NA
BF,87,3,LP,2.5,10.7,7.6,7.5,24.6,138.5,1,NA,NA,NA,NA,-0.033480362,1.175668892,2.501808164,NA,NA
BF,87,3,PB,4.3,13.8,8.3,11.5,19.2,150.2,1,NA,NA,NA,NA,0.339717605,1.133638137,2.009871479,NA,NA
BF,87,3,TA,5,28.7,7.5,18.5,12.3,78.7,1,NA,NA,NA,NA,0.52179488,1.011282796,1.575281297,NA,NA
BF,87,3,WS,2.8,10.2,6,14,1.12,50.8,1,NA,NA,NA,NA,0.264026245,1.041234733,0.251288197,NA,NA
BF,87,4,BS,1.7,5,5.6,12.5,7.8,68.5,1,NA,NA,NA,NA,-0.285027187,1.018443141,1.481801082,NA,NA
BF,87,4,LP,4.6,16.2,11.2,28,33.8,200,1,NA,NA,NA,NA,0.629642004,1.597365374,2.83052681,NA,NA
BF,87,4,PB,5.8,5.7,9.4,21.5,18.5,178,1,NA,NA,NA,NA,0.700971331,1.28388242,2.050215394,NA,NA
BF,87,4,TA,4.1,1.9,4.6,1.5,5,52.1,1,NA,NA,NA,NA,0.282219798,0.421134455,0.598544628,NA,NA
BF,87,4,WS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BF,87,5,BS,3,22,7.1,11.5,12.9,97.9,1,NA,NA,NA,NA,0.336000013,1.277935044,1.962967095,NA,NA
BF,87,5,LP,4.3,20.3,10.3,26,17,133.6,1,NA,NA,NA,NA,0.556299356,1.506265309,2.201602628,NA,NA
BF,87,5,PB,6.4,4.2,9.4,17,20.2,153.3,0,NA,NA,NA,NA,0.819810721,1.28388242,2.05909916,NA,NA
BF,87,5,TA,5.7,11.4,7.7,18.5,14.4,130.4,1,NA,NA,NA,NA,0.679975571,1.043053728,1.881209003,NA,NA
BF,87,5,WS,3,14.1,6.1,9,11.6,83.4,1,NA,NA,NA,NA,0.334383189,1.058090839,1.813179351,NA,NA
BF,87,6,BS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BF,87,6,LP,4,13.1,11.8,23,38.5,177,1,NA,NA,NA,NA,0.477650362,1.654117578,2.905415592,NA,NA
BF,87,6,PB,4,17.3,5.7,17.5,12.1,137.2,1,NA,NA,NA,NA,0.25241024,0.679975571,1.604502406,NA,NA
BF,87,6,TA,6,28.5,9.2,8,14.9,119,1,NA,NA,NA,NA,0.741898157,1.257919575,1.884853564,NA,NA
BF,87,6,WS,2.8,6.7,8.1,11.5,14.5,73.1,1,NA,NA,NA,NA,0.264026245,1.347272758,1.89097751,NA,NA
BF,87,7,BS,1.9,7.8,4.1,8,6.6,50.4,1,NA,NA,NA,NA,-0.163414359,0.677546893,1.258749782,NA,NA
BF,87,7,LP,4.1,10.2,10.7,18.5,38.6,197,1,NA,NA,NA,NA,0.504503672,1.547699036,2.929501088,NA,NA
BF,87,7,PB,4,11.5,7.8,15,12.1,95.9,1,NA,NA,NA,NA,0.25241024,1.058631051,1.464868945,NA,NA
BF,87,7,TA,5,4.8,6.3,30,8.1,77,1,NA,NA,NA,NA,0.52179488,0.800798899,1.17487056,NA,NA
BF,87,7,WS,4.6,9.7,5.7,9.5,10.4,56.6,1,NA,NA,NA,NA,0.770278292,0.988927307,1.61391644,NA,NA
BF,87,8,BS,2.1,10.5,4.7,5,7.9,65.5,0,11,85,5.2,43,-0.053984259,0.826877009,1.477201504,1.803421913,1.026107415
BF,87,8,LP,3.2,10,7.7,3,17.1,109.5,0,19,112,NA,NA,0.234980906,1.18988483,2.156714564,2.246543204,NA
BF,87,8,PB,4.6,6.2,7.3,6,11.2,86.6,0,17,130,NA,NA,0.421134455,0.978653087,1.365449471,1.85335534,NA
BF,87,8,TA,4.5,8.3,5.7,11,7.2,71.2,0,7,56,NA,NA,0.394600953,0.679975571,1.03948038,0.938081311,NA
BF,87,8,WS,4,18.4,5.2,10,9.9,50.8,0,16,74,NA,NA,0.627753086,0.895304611,1.545568123,1.949514768,NA
BF,87,9,BS,1,2.5,4,5.5,5.1,38,0,4,43,12.5,83,-0.86521,0.650548275,0.970483769,0.826206201,1.890618375
BF,87,9,LP,2.5,9.6,6.9,14,26.7,183.8,0,27,240,NA,NA,-0.033480362,1.070586843,2.630192669,2.698850743,NA
BF,87,9,PB,3,3.7,3.7,5,22.3,225,0,28,280,NA,NA,-0.094886963,0.15829306,2.300785315,2.583405807,NA
BF,87,9,TA,2.8,1.6,3.5,3.5,6.2,63.1,0,NA,NA,NA,NA,-0.178176934,0.091207706,0.86094031,NA,NA
BF,87,9,WS,2.1,3.5,3.3,3,5.9,49.8,0,7,57,NA,NA,-0.029343652,0.431577767,1.229783096,1.386159129,NA
BF,87,10,BS,1.2,4.7,2.7,6,6.9,49,0,6,58,12.2,88,-0.665861711,0.22080004,1.28336579,1.232247325,1.890184057
BF,87,10,LP,3.3,14.5,5.3,6.5,8.3,78.7,0,16,100,NA,NA,0.268445201,0.783687477,1.483389824,2.080584571,NA
BF,87,10,PB,3.7,2.5,4.5,3.5,11,144.2,0,12,121,NA,NA,0.15829306,0.394600953,1.547719828,1.548958131,NA
BF,87,10,TA,4,4.8,4,3,6.3,70,0,6,84,NA,NA,0.25241024,0.25241024,0.908364394,0.919225066,NA
BF,87,10,WS,2.2,4,2.9,4,9.9,23.1,0,4,27,NA,NA,0.018096121,0.299811363,1.256553361,0.714867258,NA
BF,87,11,BS,1.7,2.1,2.7,4.5,5.8,68.9,0,6,80,NA,NA,-0.285027187,0.22080004,1.262870613,1.336605349,NA
BF,87,11,LP,2.1,9.6,7.5,10,19.9,178.8,0,22,175,23,188,-0.223090331,1.161264658,2.396257327,2.468912439,2.520122043
BF,87,11,WS,2.4,8.5,2.9,4.5,5.8,54.6,0,7,65,8.8,90,0.106827819,0.299811363,1.258551962,1.43914661,1.692491761
BF,87,12,BS,2.5,4.4,2.3,7,4.1,30.9,0,3,30,7.8,52,0.136651725,0.045483235,0.733313291,0.481317472,1.394939253
BF,87,12,LP,4.3,14,9,15,30.5,189.4,0,33,280,49,357,0.556299356,1.359540041,2.739642103,2.884260942,3.228248796
BF,87,12,WS,3.4,6.8,6.1,14.5,10.7,56,0,13,71,14.6,120,0.46202096,1.058090839,1.626660017,1.820481387,2.056181311
BF,87,13,BS,1.3,5.3,3,6,5.2,46.3,0,6,53,NA,NA,-0.578343937,0.336000013,1.05047869,1.202992134,NA
BF,87,13,LP,2.4,8.5,8.2,15.5,33.1,188.4,0,38,256,63,353,-0.077874436,1.258303853,2.801634975,2.971678962,3.411782042
BF,87,13,WS,2.3,4,3.2,4,4.9,34.4,0,5,43,9.2,68,0.063426749,0.400197716,0.955856045,1.066667753,1.611225369
BF,87,14,BS,2.7,3.4,3.2,2,7.1,46.5,0,10,56,NA,NA,0.22080004,0.406565688,1.28832312,1.605271834,NA
BF,87,14,LP,1.7,6.2,7.8,13.5,35.6,190.5,0,51,270,72.8,431,-0.452889769,1.203917332,2.86017464,3.204278586,3.553140134
BF,87,14,WS,2.1,2.5,2.6,3.5,7.1,40.6,0,6,44,10,69,-0.029343652,0.188453068,1.258036665,1.187821804,1.663510934
BF,91,1,BS,1.8,1.6,5,1.2,4.1,81.4,1,NA,NA,NA,NA,-0.222530836,0.894530862,1.060755543,NA,NA
BF,91,1,LP,1.9,2.9,5,2,10,82.5,1,NA,NA,NA,NA,-0.33193147,0.720319819,1.648831771,NA,NA
BF,91,1,TA,3.5,3.7,7,2.2,5,55.4,1,NA,NA,NA,NA,0.091207706,0.927992826,0.617688486,NA,NA
BF,91,1,WS,1.6,1.1,3,1,3.6,25.5,1,NA,NA,NA,NA,-0.306653828,0.334383189,0.618152667,NA,NA
BF,91,2,BS,1.4,1.1,4,1,3.4,24.3,1,NA,NA,NA,NA,-0.497315135,0.650548275,0.50564715,NA,NA
BF,91,2,LP,2,3.1,6,3.2,18,92.4,1,NA,NA,NA,NA,-0.276149819,0.918595202,2.155958379,NA,NA
BF,91,2,TA,3.2,4.7,3,1.1,4,24.1,1,NA,NA,NA,NA,-0.016974399,-0.094886963,0.147974028,NA,NA
BF,91,2,WS,2.1,1.1,1,1,NA,NA,0,NA,NA,NA,NA,-0.029343652,-0.78595,NA,NA,NA
BF,91,3,BS,1.7,1.6,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.285027187,NA,NA,NA,NA
BF,91,3,LP,2,2.6,2,0.6,4.7,23,1,NA,NA,NA,NA,-0.276149819,-0.276149819,0.628681175,NA,NA
BF,91,3,TA,3.4,1.9,4,0.5,4.6,41.2,1,NA,NA,NA,NA,0.056213205,0.25241024,0.446811986,NA,NA
BF,91,3,WS,1.5,1.3,2,0.3,2.8,23.4,1,NA,NA,NA,NA,-0.372468354,-0.079098457,0.407534072,NA,NA
BF,91,4,BS,1.3,1.3,2,0.1,NA,NA,0,NA,NA,NA,NA,-0.578343937,-0.107330862,NA,NA,NA
BF,91,4,LP,1.5,0.8,4,0.4,6,36.6,1,NA,NA,NA,NA,-0.589005161,0.477650362,0.985340398,NA,NA
BF,91,4,TA,3.2,1.1,4,0.3,NA,NA,0,NA,NA,NA,NA,-0.016974399,0.25241024,NA,NA,NA
BF,91,4,WS,1.4,1.7,3,0.2,2.7,22.2,1,NA,NA,NA,NA,-0.442825298,0.334383189,0.356398528,NA,NA
BF,91,5,BS,1.4,1.3,2,0.6,3.4,13.1,1,NA,NA,NA,NA,-0.497315135,-0.107330862,0.292665325,NA,NA
BF,91,5,LP,1.8,2,3,0.7,3.6,21.2,1,NA,NA,NA,NA,-0.390729778,0.16479502,0.366466972,NA,NA
BF,91,5,TA,2.9,1.6,4,0.6,4.2,45.6,1,NA,NA,NA,NA,-0.135813789,0.25241024,0.392724979,NA,NA
BF,91,5,WS,1.7,1.5,2,0.2,3.5,21.8,1,NA,NA,NA,NA,-0.244830583,-0.079098457,0.524608814,NA,NA
BF,91,6,BS,1.3,0,4,0.2,2.6,11.5,1,NA,NA,NA,NA,-0.578343937,0.650548275,0.030786924,NA,NA
BF,91,6,LP,1.9,3.4,4,0.1,7.6,38,1,NA,NA,NA,NA,-0.33193147,0.477650362,1.199096439,NA,NA
BF,91,6,TA,4.4,1,6,0.4,5.1,51.1,1,NA,NA,NA,NA,0.367471143,0.741898157,0.611162128,NA,NA
BF,91,6,WS,1.7,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.244830583,NA,NA,NA,NA
BF,91,7,BS,1.2,0.5,3,0.3,3.3,20.9,1,NA,NA,NA,NA,-0.665861711,0.336000013,0.430179127,NA,NA
BF,91,7,LP,1.5,2.4,4,1.2,7.3,40.3,1,NA,NA,NA,NA,-0.589005161,0.477650362,1.181877666,NA,NA
BF,91,7,TA,3.7,2.8,5,0.7,5.6,41.3,1,NA,NA,NA,NA,0.15829306,0.52179488,0.632914447,NA,NA
BF,91,7,WS,1.4,2,3,0.6,3.7,21,1,NA,NA,NA,NA,-0.442825298,0.334383189,0.54498326,NA,NA
BF,91,8,BS,1.4,0.8,3.6,0.3,3.3,18.9,0,6,24,NA,NA,-0.497315135,0.535348302,0.395399284,0.945900683,NA
BF,91,8,LP,1.8,0.3,4.3,0.5,7.5,35.6,0,13,44,NA,NA,-0.390729778,0.556299356,1.168694447,1.697200545,NA
BF,91,8,WS,1.4,0.5,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.442825298,NA,NA,NA,NA
BF,91,9,BS,1.9,2.5,4.6,3,5.8,31.2,0,7,37,3.6,16,-0.163414359,0.803362372,1.004824268,1.204645137,0.40715784
BF,91,9,LP,1.7,2.6,4.1,6,9.4,46.6,0,13,67,23.4,103,-0.452889769,0.504503672,1.438244809,1.807934177,2.393549027
BF,91,9,WS,3,9.7,9.3,10,10.1,37.2,0,11,34,11.9,32,0.334383189,1.488154496,1.443835232,1.465365176,1.494365297
BF,91,10,BS,2.1,1,2.3,0.5,2.4,15.2,0,3,18,3.2,19,-0.053984259,0.045483235,0.065657111,0.302959365,0.37288474
BF,91,10,LP,1.9,2.1,3.7,2.5,4,27.6,0,6,37,NA,NA,-0.33193147,0.392866891,0.545679543,0.988644003,NA
BF,91,10,WS,1.5,0.8,3.4,1,2.3,15,0,3,19,NA,NA,-0.372468354,0.46202096,0.042729885,0.351445771,NA
BF,91,11,BS,0.9,1.3,2.7,0.4,NA,NA,0,NA,NA,NA,NA,-0.980409973,0.22080004,NA,NA,NA
BF,91,11,LP,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BF,91,11,WS,1.6,1.2,4,1,NA,NA,0,NA,NA,NA,NA,-0.306653828,0.627753086,NA,NA,NA
BF,91,12,BS,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.86521,NA,NA,NA,NA
BF,91,12,LP,1.7,2.2,3.9,2.5,3.2,15.3,0,4,20,7.6,38,-0.452889769,0.450117151,0.152147447,0.440932963,1.199096439
BF,91,12,WS,1.5,0.7,2.9,0,NA,NA,0,NA,NA,NA,NA,-0.372468354,0.299811363,NA,NA,NA
BF,91,13,BS,1.2,1.3,2.4,1,2.1,10.4,0,3,10,NA,NA,-0.665861711,0.092017426,-0.17833396,0.097729807,NA
BF,91,13,LP,1.3,2.9,3.8,2.5,2.1,16,0,3,21,4.9,38,-0.74462787,0.421868711,-0.212463854,0.201589146,0.82338985
BF,91,13,WS,1.1,0.7,1.2,2,3.3,20.5,0,4,21,5,29,-0.688755422,-0.600023724,0.454687525,0.598580012,0.893710672
BF,91,14,BS,1.3,0.8,7.8,1,2.2,14.1,0,4,10,16.4,118,-0.578343937,1.380745214,-0.030913013,0.331840012,2.192770823
BF,91,14,LP,1.6,3.1,3.9,4,7.5,39.1,0,9,49,14.5,75,-0.518819275,0.450117151,1.196097312,1.415681805,1.927213304
BF,91,14,WS,1.5,1.5,4.8,0.5,4.6,20.9,0,4,21,5.9,27,-0.372468354,0.813679362,0.692525086,0.598580012,0.97171626
BF,92,1,BS,2,1,2,1.5,3.8,32.3,1,NA,NA,NA,NA,-0.107330862,-0.107330862,0.689624298,NA,NA
BF,92,1,LP,2.4,2,5,2.3,11.7,63.2,1,NA,NA,NA,NA,-0.077874436,0.720319819,1.705184477,NA,NA
BF,92,1,TA,3.8,1.5,5,6,5.3,60.1,1,NA,NA,NA,NA,0.190487655,0.52179488,0.697974351,NA,NA
BF,92,1,WS,1.3,1.3,2,0.5,2.3,16.1,1,NA,NA,NA,NA,-0.518398475,-0.079098457,0.079623406,NA,NA
BF,92,2,BS,1.3,0.8,2,0.5,2.9,15.5,1,NA,NA,NA,NA,-0.578343937,-0.107330862,0.223689178,NA,NA
BF,92,2,LP,2.1,3,5,2.7,6.4,31.3,1,NA,NA,NA,NA,-0.223090331,0.720319819,0.993698548,NA,NA
BF,92,2,TA,3.5,0.7,5,6.6,6.7,46.5,0,NA,NA,NA,NA,0.091207706,0.52179488,0.838861467,NA,NA
BF,92,2,WS,1.9,1.6,3,1.5,3.5,28.8,1,NA,NA,NA,NA,-0.131405882,0.334383189,0.657397236,NA,NA
BF,92,3,BS,1.3,1.1,2,0.5,2.9,22.1,1,NA,NA,NA,NA,-0.578343937,-0.107330862,0.347975695,NA,NA
BF,92,3,LP,2.8,2.5,3,1,6.8,38.6,1,NA,NA,NA,NA,0.089765012,0.16479502,1.108546488,NA,NA
BF,92,3,TA,3.9,12.1,5,4.5,5.3,65,1,NA,NA,NA,NA,0.221845931,0.52179488,0.72240576,NA,NA
BF,92,3,WS,1.3,2.5,4,0.5,4.7,37.2,1,NA,NA,NA,NA,-0.518398475,0.627753086,0.964257252,NA,NA
BF,92,4,BS,1.4,0,3,0.5,4.7,26.1,1,NA,NA,NA,NA,-0.497315135,0.336000013,0.782727544,NA,NA
BF,92,4,LP,2,3.1,5,2.5,11.9,64.9,1,NA,NA,NA,NA,-0.276149819,0.720319819,1.726353518,NA,NA
BF,92,4,TA,2.4,2,1,1.5,2.4,8.3,1,NA,NA,NA,NA,-0.364271603,-1.42116,-0.665616796,NA,NA
BF,92,4,WS,1.1,0.7,1,0.5,1.7,11.2,1,NA,NA,NA,NA,-0.688755422,-0.78595,-0.337502321,NA,NA
BF,92,5,BS,1.5,1.2,3,1.5,6.3,31.3,1,NA,NA,NA,NA,-0.421879124,0.336000013,1.069804918,NA,NA
BF,92,5,LP,2,3.8,6,3.5,7.3,37,1,NA,NA,NA,NA,-0.276149819,0.918595202,1.156791587,NA,NA
BF,92,5,TA,3,2,3,0.5,6.4,59.1,1,NA,NA,NA,NA,-0.094886963,-0.094886963,0.870440801,NA,NA
BF,92,5,WS,1.4,1.8,3,2.7,5.4,25.5,1,NA,NA,NA,NA,-0.442825298,0.334383189,0.88856328,NA,NA
BF,92,6,BS,1.7,4.2,0.5,6.9,9.4,55.6,1,NA,NA,NA,NA,-0.285027187,-1.623089138,1.556496832,NA,NA
BF,92,6,LP,2.1,10.8,0.6,10.7,15.9,97.4,1,NA,NA,NA,NA,-0.223090331,-1.585474798,2.068877496,NA,NA
BF,92,6,TA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BF,92,6,WS,2,7.5,0.5,11,7.1,59.5,1,NA,NA,NA,NA,-0.079098457,-1.492801543,1.411664333,NA,NA
BF,92,7,BS,1.3,7.3,0.4,6.1,9.3,69.1,1,NA,NA,NA,NA,-0.578343937,-1.867071725,1.615598473,NA,NA
BF,92,7,LP,2.5,7.1,0.5,5.9,13.2,65.6,1,NA,NA,NA,NA,-0.033480362,-1.783750181,1.815004547,NA,NA
BF,92,7,TA,3.4,2.8,0.5,1.5,NA,NA,0,NA,NA,NA,NA,0.056213205,-2.25794512,NA,NA,NA
BF,92,7,WS,2.3,7.8,0.3,5.6,6.6,52,1,NA,NA,NA,NA,0.063426749,-2.013726811,1.314318175,NA,NA
BF,92,8,BS,1.2,2.1,4.3,3,3.4,21.5,0,5,25,18,92,-0.665861711,0.729622853,0.463446994,0.816717645,2.189309175
BF,92,8,LP,2,3.2,4.9,4.5,5.9,31.3,0,8,40,NA,NA,-0.276149819,0.698349298,0.923238862,1.257817954,NA
BF,92,8,WS,1.7,1.2,3.4,1,2.5,14.2,0,3,12,NA,NA,-0.244830583,0.46202096,0.07493526,0.12481212,NA
BF,92,9,BS,1.3,2.2,3.9,3.5,4.6,21.6,0,6,28,NA,NA,-0.578343937,0.622866076,0.702760576,0.995924562,NA
BF,92,9,LP,2.2,5.5,1.3,8.5,9,50,0,13,63,NA,NA,-0.172499638,-0.74462787,1.421391933,1.79172376,NA
BF,92,9,WS,1.5,0,2.1,1,4,18.1,0,5,21,NA,NA,-0.372468354,-0.029343652,0.529815534,0.75198603,NA
BF,92,10,BS,1,1.2,3.3,1.5,5.5,39.4,0,7,52,20.9,134,-0.86521,0.440211065,1.0401992,1.313220062,2.404431794
BF,92,10,LP,1.6,3,5.5,6.5,16.6,85.6,0,24,122,NA,NA,-0.518819275,0.82397,2.071277669,2.453027049,NA
BF,92,10,WS,2.1,2.7,4.7,2.5,6.8,45.8,0,8,51,NA,NA,-0.029343652,0.792209701,1.280363121,1.420536928,NA
BF,92,11,BS,1.3,2,5.5,2.5,6,51.2,0,15,68,NA,NA,-0.578343937,0.998741914,1.191779442,1.967077951,NA
BF,92,11,LP,2.8,4.5,6.1,2,19.4,80.9,0,28,126,51.6,223,0.089765012,0.93657088,2.184371963,2.582735074,3.176564952
BF,92,11,WS,2.2,1.7,4.8,1.5,8.4,39.5,0,13,48,17.9,74,0.018096121,0.813679362,1.351336614,1.688204537,2.011689678
BF,92,12,BS,1.1,2,3.4,4.5,5.5,49.5,0,11,49,NA,NA,-0.760998948,0.472851951,1.114961228,1.636540659,NA
BF,92,12,LP,2.1,5.3,5.1,6,8.9,48.6,0,11,65,21.9,119,-0.223090331,0.741855251,1.403945112,1.661664453,2.374378824
BF,92,12,WS,2.8,4.2,4.5,4.5,6.5,50.1,0,10,56,12.1,65,0.264026245,0.747864836,1.289978593,1.587174319,1.749910708
BF,92,13,BS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BF,92,13,LP,2.2,5,7.7,2,18.3,91.4,0,27,121,52.6,189,-0.172499638,1.18988483,2.166666141,2.544784173,3.159789063
BF,92,13,WS,1.8,5.8,5.9,6,13.6,99.5,0,21,132,34.9,177,-0.186542078,1.024095317,1.958097447,2.266344755,2.585105406
BF,92,14,BS,2.1,4.2,5.2,14.5,11.6,81,0,14,99,NA,NA,-0.053984259,0.937414338,1.828088319,2.026210874,NA
BF,92,14,LP,3.2,7.2,8.8,22,21.2,141.1,0,31,174,43,214,0.234980906,1.335100725,2.389002804,2.733726532,3.029176116
BF,92,14,WS,2.8,8.2,7.4,11,15.8,84.5,0,16,84,24.5,135,0.264026245,1.255101693,1.984637468,1.989555632,2.348394221
DC,30,1,BS,3,5,10.2,4.1,16.1,88.2,1,NA,NA,NA,NA,0.336000013,1.674061964,2.095123188,NA,NA
DC,30,1,LP,3.4,11.2,9.9,11.8,26.1,78.2,1,NA,NA,NA,NA,0.300910412,1.463190222,2.418847447,NA,NA
DC,30,1,TA,4.4,1.5,7,23,13.9,98.1,1,NA,NA,NA,NA,0.367471143,0.927992826,1.75919105,NA,NA
DC,30,1,WS,3.1,8.6,6.3,6.9,16.1,82.4,1,NA,NA,NA,NA,0.367821307,1.090989538,1.986861748,NA,NA
DC,30,2,BS,1.9,8.5,4.2,6.4,8.6,66.2,1,NA,NA,NA,NA,-0.163414359,0.703894878,1.543931592,NA,NA
DC,30,2,LP,4.4,9.1,7.7,10.5,22.9,67.4,1,NA,NA,NA,NA,0.581300544,1.18988483,2.27712026,NA,NA
DC,30,2,TA,3.9,7.9,7.4,13.5,15.6,130.9,1,NA,NA,NA,NA,0.221845931,0.995078181,1.957820766,NA,NA
DC,30,2,WS,3.6,6,7.2,4.5,13.3,45.8,1,NA,NA,NA,NA,0.520309465,1.227161008,1.686152275,NA,NA
DC,30,3,BS,3.5,17.5,5.4,16,12.4,99.6,1,NA,NA,NA,NA,0.50454659,0.978679178,1.939146356,NA,NA
DC,30,3,LP,4.7,11.3,8.3,10.4,39.7,110.5,1,NA,NA,NA,NA,0.653030083,1.271485879,2.832756396,NA,NA
DC,30,3,TA,8.4,8.2,15,22,35,275,1,NA,NA,NA,NA,1.148096103,1.848067916,2.950614748,NA,NA
DC,30,3,WS,3.4,8.3,5.6,7,12.9,86.1,1,NA,NA,NA,NA,0.46202096,0.970877788,1.881481773,NA,NA
DC,30,4,BS,3.3,15,5.8,15.5,15.1,83.2,1,NA,NA,NA,NA,0.440211065,1.056811585,2.030879655,NA,NA
DC,30,4,LP,3.4,15.2,5,13,14.8,78.5,1,NA,NA,NA,NA,0.300910412,0.720319819,1.955712184,NA,NA
DC,30,4,TA,3.5,8.4,5.7,0,10.8,94.2,1,NA,NA,NA,NA,0.091207706,0.679975571,1.508780213,NA,NA
DC,30,4,WS,1.4,12,2.5,4,1.9,34.5,1,NA,NA,NA,NA,-0.442825298,0.148456914,0.355643053,NA,NA
DC,30,5,BS,3.1,6.6,6.5,5.6,17.6,112.6,1,NA,NA,NA,NA,0.371852028,1.181396925,2.230632527,NA,NA
DC,30,5,LP,3.5,7.1,8,10.5,39.6,132.1,1,NA,NA,NA,NA,0.332434468,1.231450544,2.867314851,NA,NA
DC,30,5,TA,5.6,17,8.5,23,22.9,193.6,1,NA,NA,NA,NA,0.658608186,1.162382965,2.441504585,NA,NA
DC,30,5,WS,1.9,3.5,5.8,1.7,12.7,53,1,NA,NA,NA,NA,-0.131405882,1.006662906,1.707924675,NA,NA
DC,30,6,BS,2.1,4,4.8,2.5,8,62.3,1,NA,NA,NA,NA,-0.053984259,0.849896564,1.470855226,NA,NA
DC,30,6,LP,4.7,14.3,10,9.8,44.3,113.1,1,NA,NA,NA,NA,0.653030083,1.47412,2.925085447,NA,NA
DC,30,6,TA,5.2,20,9.8,12.5,22.4,223.8,1,NA,NA,NA,NA,0.569143134,1.334190772,2.465889667,NA,NA
DC,30,6,WS,3,6,6.8,5.3,17.9,66.5,1,NA,NA,NA,NA,0.334383189,1.168872503,1.979201557,NA,NA
