burn,site,blk,spp,diam06,ht_new_06,diam08,ht_new_08,diam11,ht_tot_11,har11,diam13,ht13,diam15,ht15,biomass06,biomass08,biomass11,biomass13,biomass15
DC,40,2,TA,3.9,1.6,3.1,2.5,8.2,79.1,1,NA,NA,NA,NA,0.221845931,-0.055302245,1.194819291,NA,NA
DC,40,2,WS,1.8,2.5,1.8,5.4,5.2,29.6,1,NA,NA,NA,NA,-0.186542078,-0.186542078,0.928240038,NA,NA
DC,40,3,BS,0.8,0.6,2.5,1,2.3,17.1,1,NA,NA,NA,NA,-1.109192587,0.136651725,0.07389384,NA,NA
DC,40,3,LP,2,6,1.9,3.5,4.1,23.6,1,NA,NA,NA,NA,-0.276149819,-0.33193147,0.516515059,NA,NA
DC,40,3,TA,2.6,0.3,4.4,0,5.8,51.1,1,NA,NA,NA,NA,-0.267641986,0.367471143,0.732349573,NA,NA
DC,40,3,WS,1.2,2.2,1.3,2,2.5,18.2,1,NA,NA,NA,NA,-0.600023724,-0.518398475,0.202125361,NA,NA
DC,40,4,BS,1.5,1.5,2.4,4,2.6,16.9,1,NA,NA,NA,NA,-0.421879124,0.092017426,0.167159122,NA,NA
DC,40,4,LP,2.2,2.2,2.9,2,2.6,12.5,1,NA,NA,NA,NA,-0.172499638,0.127926955,-0.105812724,NA,NA
DC,40,4,TA,2.9,2.5,2.9,1.5,4.8,33.1,1,NA,NA,NA,NA,-0.135813789,-0.135813789,0.418677094,NA,NA
DC,40,4,WS,1.3,1.9,1.5,1,1.5,8.1,1,NA,NA,NA,NA,-0.518398475,-0.372468354,-0.615485338,NA,NA
DC,40,5,BS,1.8,2.3,1.9,3,2.6,12.5,1,NA,NA,NA,NA,-0.222530836,-0.163414359,0.060324379,NA,NA
DC,40,5,LP,2.1,3.5,2.3,4.5,2.9,14.1,1,NA,NA,NA,NA,-0.223090331,-0.124158178,0.035239856,NA,NA
DC,40,5,TA,3,2,4.9,3,4.9,47.1,1,NA,NA,NA,NA,-0.094886963,0.497405651,0.548059465,NA,NA
DC,40,5,WS,1.4,1.5,2.4,2.5,2.1,8.2,1,NA,NA,NA,NA,-0.442825298,0.106827819,-0.343706318,NA,NA
DC,40,6,BS,2,1.5,3.3,2,2.3,9.2,1,NA,NA,NA,NA,-0.107330862,0.440211065,-0.14839529,NA,NA
DC,40,6,LP,2,2.5,2.9,2,2.3,9.1,1,NA,NA,NA,NA,-0.276149819,0.127926955,-0.330380087,NA,NA
DC,40,6,TA,1.7,14,4,10,4.3,29.1,1,NA,NA,NA,NA,-0.780571915,0.25241024,0.27488335,NA,NA
DC,40,6,WS,2,1.5,3.2,5,2.3,10.8,1,NA,NA,NA,NA,-0.079098457,0.400197716,-0.128526734,NA,NA
DC,40,7,BS,2,0,2.9,0,2.4,12.1,1,NA,NA,NA,NA,-0.107330862,0.298932447,-0.015791545,NA,NA
DC,40,7,LP,1.5,5.1,2.5,5,2.8,17.5,1,NA,NA,NA,NA,-0.589005161,-0.033480362,0.077675691,NA,NA
DC,40,7,TA,3.6,1.9,5.2,1,6.5,57.2,1,NA,NA,NA,NA,0.125216313,0.569143134,0.874863431,NA,NA
DC,40,7,WS,1.4,2,1.4,3,1.9,10.6,1,NA,NA,NA,NA,-0.442825298,-0.442825298,-0.283450619,NA,NA
DC,40,8,BS,1.4,3.8,2.8,2,3.9,27.8,0,7,43,12.2,65,-0.497315135,0.260564003,0.658694952,1.252590014,1.799516856
DC,40,8,LP,3.7,10.4,2.7,8.5,9.9,52.3,0,15,65,22.7,90,0.392866891,0.050215061,1.514089888,1.918414155,2.337560696
DC,40,8,TA,3.1,0.8,4.7,3.5,11,98.2,0,15,115,25.1,221,-0.055302245,0.4470973,1.539032348,1.880498188,2.56919767
DC,40,8,WS,2,2.7,3.1,4,4.3,26.6,0,8,46,11.5,62,-0.079098457,0.367821307,0.755869158,1.380366471,1.704452558
DC,40,9,BS,1.9,2.6,2.6,2.5,2.9,13.6,0,3,14,5.6,19,-0.163414359,0.1795352,0.177872277,0.215211289,0.815518989
DC,40,9,LP,1.7,3,2.1,2,2.8,19.2,0,5,22,5.8,32,-0.452889769,-0.223090331,0.10956226,0.669341476,0.915193666
DC,40,9,TA,3.6,3.4,4.7,10,6.9,51.9,0,9,55,9.2,59,0.125216313,0.4470973,0.900823193,1.169261242,1.211854188
DC,40,9,WS,1.5,2,1.7,2,2.9,18.4,0,6,22,6,26,-0.372468354,-0.244830583,0.311839277,0.896855821,0.96698098
DC,40,10,BS,1.6,2.6,3.2,4,2.1,13,0,NA,NA,6,18,-0.351313449,0.406565688,-0.097592253,NA,0.852544149
DC,40,10,LP,2,5.9,4.1,7,4.2,22.1,0,6,20,5.2,22,-0.276149819,0.504503672,0.516556622,0.801671456,0.704039523
DC,40,10,TA,4,1.1,4.7,1.5,5.1,52.3,0,7,51,6.6,58,0.25241024,0.4470973,0.618397614,0.908927849,0.893578379
DC,40,10,WS,2.2,2.1,2,3,2.8,13.9,0,4,14,4.9,17,0.018096121,-0.079098457,0.146855277,0.410964757,0.644862577
DC,40,11,BS,1.7,2.3,3.9,3.1,3.2,19.6,0,4,26,5.7,28,-0.285027187,0.622866076,0.383668883,0.655690064,0.956060715
DC,40,11,LP,1.7,3.3,4.9,5.3,16,88.8,0,25,122,40,153,-0.452889769,0.698349298,2.050599443,2.485470546,2.905272129
DC,40,11,WS,1.7,4,3.2,2.1,4.9,22.1,0,7,28,7.9,33,-0.244830583,0.400197716,0.760623884,1.099368161,1.243018583
DC,40,12,BS,1.4,1.1,1.8,2.5,2,15.8,0,2,17,5.1,26,-0.497315135,-0.222530836,-0.065923052,-0.039308332,0.845141781
DC,40,12,LP,2,9.3,3.3,8.6,9.2,53.6,0,18,69,25.4,69,-0.276149819,0.268445201,1.459459797,2.084047916,2.36804766
DC,40,12,WS,1.2,2.3,2.6,1.4,3.2,15.8,0,3,16,5.3,19,-0.600023724,0.188453068,0.306801832,0.266692102,0.74871712
DC,40,13,BS,1.4,2,3.1,0.6,3.5,20.8,0,5,21,7,25,-0.497315135,0.371852028,0.47487195,0.759007546,1.079571048
DC,40,13,LP,2,4.8,2.1,2.5,2.6,15.1,0,3,6,3.6,19,-0.276149819,-0.223090331,-0.040084317,-0.224749809,0.330229598
DC,40,13,WS,1.1,1.9,1.4,2.1,3.1,17.4,0,2,17,4,20,-0.688755422,-0.442825298,0.331256322,0.008769471,0.576004015
DC,40,14,BS,1.8,3,2,2.2,2,12.8,0,4,14,4.6,17,-0.222530836,-0.107330862,-0.142478541,0.445880039,0.622783966
DC,40,14,LP,2.2,6.8,3.5,6.4,16.1,76.2,0,30,112,53.2,151,-0.172499638,0.332434468,2.017076238,2.61160518,3.126038129
DC,40,14,WS,1.9,2.8,2.1,2.9,3.4,20.1,0,3,26,5.5,26,-0.131405882,-0.029343652,0.46582992,0.506136428,0.909130757
DC,42,1,BS,2.4,6.7,4.6,4.7,3.7,23,1,NA,NA,NA,NA,0.092017426,0.803362372,0.553001673,NA,NA
DC,42,1,LP,3.6,9.2,9.1,5,45.7,118.2,1,NA,NA,NA,NA,0.363070403,1.371556779,2.95864053,NA,NA
DC,42,1,TA,3.3,4.9,4.2,1.8,5.4,44.5,1,NA,NA,NA,NA,0.020173939,0.311310982,0.621909927,NA,NA
DC,42,1,WS,2.4,2.3,3.3,5.2,4.5,20.5,1,NA,NA,NA,NA,0.106827819,0.431577767,0.668703382,NA,NA
DC,42,2,BS,1.8,4.9,3.6,4.2,4.5,27.8,1,NA,NA,NA,NA,-0.222530836,0.535348302,0.769945768,NA,NA
DC,42,2,LP,2.9,6.1,8.4,5,8.4,38.2,1,NA,NA,NA,NA,0.127926955,1.284510032,1.286269902,NA,NA
DC,42,2,TA,3.4,4.3,4.7,3.9,6.2,51.5,1,NA,NA,NA,NA,0.056213205,0.4470973,0.797618876,NA,NA
DC,42,2,WS,1.7,2,2,2,4.2,15.1,1,NA,NA,NA,NA,-0.244830583,-0.079098457,0.481209785,NA,NA
DC,42,3,BS,1.7,0,1.5,0,2.3,10.3,1,NA,NA,NA,NA,-0.285027187,-0.421879124,-0.107894501,NA,NA
DC,42,3,LP,2.7,0,5,4.5,16.5,72.1,1,NA,NA,NA,NA,0.050215061,0.720319819,2.023314635,NA,NA
DC,42,3,TA,3.5,5.7,5.7,6,8,60.1,1,NA,NA,NA,NA,0.091207706,0.679975571,1.085924095,NA,NA
DC,42,3,WS,1.2,0,1,1.1,1.6,7.9,1,NA,NA,NA,NA,-0.600023724,-0.78595,-0.578599836,NA,NA
DC,42,4,BS,2.1,3.8,2.4,3.5,3.6,22.1,1,NA,NA,NA,NA,-0.053984259,0.092017426,0.517837865,NA,NA
DC,42,4,LP,3.3,9.8,5.8,10.5,7.5,43.2,1,NA,NA,NA,NA,0.268445201,0.881727136,1.225236277,NA,NA
DC,42,4,TA,5.3,2,5.5,1.5,9.2,54.7,1,NA,NA,NA,NA,0.592138606,0.636855782,1.18826556,NA,NA
DC,42,4,WS,2.3,5.6,4.1,4,4,22.6,1,NA,NA,NA,NA,0.063426749,0.652933902,0.632556088,NA,NA
DC,42,5,BS,1.3,1.2,3.2,4.3,4,21.1,1,NA,NA,NA,NA,-0.578343937,0.406565688,0.584913831,NA,NA
DC,42,5,LP,1.9,3,5.1,3,25.2,91.6,1,NA,NA,NA,NA,-0.33193147,0.741855251,2.426292702,NA,NA
DC,42,5,TA,5.1,16.1,7.1,13.5,10.6,72.5,1,NA,NA,NA,NA,0.545701121,0.945116882,1.40955045,NA,NA
DC,42,5,WS,2.3,2.3,2,4,3.3,13.1,1,NA,NA,NA,NA,0.063426749,-0.079098457,0.238353983,NA,NA
DC,42,6,BS,1.8,2.1,3.3,3,3.8,22.5,1,NA,NA,NA,NA,-0.222530836,0.440211065,0.566424708,NA,NA
DC,42,6,LP,3.5,6.5,3.9,10.5,25.3,108.8,1,NA,NA,NA,NA,0.332434468,0.450117151,2.468799262,NA,NA
DC,42,6,TA,5.7,27.8,7.4,24.3,9.1,77.1,1,NA,NA,NA,NA,0.679975571,0.995078181,1.284960713,NA,NA
DC,42,6,WS,2.2,4.9,2.9,4,4.8,18.9,1,NA,NA,NA,NA,0.018096121,0.299811363,0.677204233,NA,NA
DC,42,7,BS,2.7,15.3,3.5,1.5,5,33.5,1,NA,NA,NA,NA,0.22080004,0.50454659,0.913589824,NA,NA
DC,42,7,LP,3.6,8.7,5.2,7.4,23.7,78,1,NA,NA,NA,NA,0.363070403,0.762972493,2.339339221,NA,NA
DC,42,7,TA,3.2,6.6,5.2,8.7,5.5,65.2,1,NA,NA,NA,NA,-0.016974399,0.569143134,0.758264892,NA,NA
DC,42,7,WS,2.5,5.7,3,5,4.1,20.9,1,NA,NA,NA,NA,0.148456914,0.334383189,0.61335942,NA,NA
DC,42,8,BS,2.2,0,3.2,2.5,4.4,22.5,0,3,30,6.8,40,-0.00311981,0.406565688,0.681501068,0.481317472,1.207356599
DC,42,8,LP,1.8,5.1,4.2,5,25.5,84.1,0,32,130,35.5,148,-0.390729778,0.530709851,2.416402391,2.695385646,2.804842152
DC,42,8,TA,4.7,2.7,4.9,2,9.5,91.4,0,14,90,17.1,192,0.4470973,0.497405651,1.378528934,1.739082564,2.163730828
DC,42,8,WS,1.9,3.7,2.9,2.5,3.2,17,0,5,15,5.8,23,-0.131405882,0.299811363,0.342404181,0.604246444,0.892535659
DC,42,9,BS,1.2,1.8,2.7,1,2.6,16.4,0,3,18,4.4,19,-0.665861711,0.22080004,0.156520357,0.302959365,0.624769214
DC,42,9,LP,2.9,3.9,6.4,4.5,20.4,80.1,0,24,101,32.8,126,0.127926955,0.988781087,2.223019904,2.409363049,2.70821646
DC,42,9,TA,4.8,1.5,6.9,12,15.1,155.5,0,17,170,21.5,187,0.472513517,0.910622371,1.980807505,2.12026978,2.371252823
DC,42,9,WS,1.5,2,2.6,2,NA,NA,0,NA,NA,NA,NA,-0.372468354,0.188453068,NA,NA,NA
DC,42,10,BS,1.8,4.8,4.2,3,3.8,29.5,0,5,38,6.9,47,-0.222530836,0.703894878,0.658725927,0.955308673,1.270049536
DC,42,10,LP,2.5,5,9.5,7,26,89.2,0,30,86,36.1,113,-0.033480362,1.418338348,2.445575587,2.553641591,2.761406014
DC,42,10,TA,4.1,12.2,4.5,12,9,71.6,0,4,62,6.1,52,0.282219798,0.394600953,1.251479743,0.442520431,0.78530945
DC,42,10,WS,2.1,5.8,3.2,4,4,31,0,8,40,8,44,-0.029343652,0.400197716,0.778791651,1.325956019,1.363061041
DC,42,11,BS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DC,42,11,LP,3,6.2,3.5,9.5,4.1,27.2,0,9,30,9,43,0.16479502,0.332434468,0.562501959,1.277011303,1.378763092
DC,42,11,WS,1.3,1.2,2.6,3.5,3,12.5,0,4,14,4.2,14,-0.518398475,0.188453068,0.144944845,0.410964757,0.446601961
DC,42,12,BS,1.6,2.5,1.9,4.5,3.6,17.8,0,NA,NA,4.4,22,-0.351313449,-0.163414359,0.443690268,NA,0.673960529
DC,42,12,LP,1.5,3.2,4.8,4.2,15.2,56.1,0,22,87,35.4,122,-0.589005161,0.675925745,1.891810737,2.304175595,2.761915053
DC,42,12,WS,1.8,0,3.2,3,3.6,12.8,0,4,16,4.6,20,-0.186542078,0.400197716,0.291542654,0.47275189,0.67280928
DC,42,13,BS,1.7,2.7,2.9,4,3.7,20.1,0,7,28,7,32,-0.285027187,0.298932447,0.506949222,1.115726559,1.158327386
DC,42,13,LP,2,5.9,3.9,11,22,79.5,0,34,110,48.8,141,-0.276149819,0.450117151,2.28292552,2.707805771,3.045109628
DC,42,13,WS,1.1,3.2,4,3,2.6,10,0,2,13,3,13,-0.688755422,0.627753086,-0.074728512,-0.135053352,0.164287844
DC,42,14,BS,2.1,4,2.5,4.2,4.9,31.2,0,5,42,7.2,51,-0.053984259,0.136651725,0.874423725,0.988435797,1.328318195
DC,42,14,LP,2.2,10.5,5,11,32.4,106.9,0,34,130,57.6,183,-0.172499638,0.720319819,2.663077542,2.743365236,3.223896922
DC,42,14,WS,2.5,0.7,3.1,5,5,32.1,0,7,38,9.8,47,0.148456914,0.367821307,0.938304134,1.22257432,1.510941201
DC,44,1,BS,1.7,1.3,2.4,2,4.5,18,1,NA,NA,NA,NA,-0.285027187,0.092017426,0.624445854,NA,NA
DC,44,1,LP,1.5,1.9,3.3,2.3,NA,NA,0,NA,NA,NA,NA,-0.589005161,0.268445201,NA,NA,NA
DC,44,1,TA,3,1.1,3.4,1.3,NA,NA,0,NA,NA,NA,NA,-0.094886963,0.056213205,NA,NA,NA
DC,44,1,WS,2.1,0,2.4,4.2,6.1,21,1,NA,NA,NA,NA,-0.029343652,0.106827819,0.888691385,NA,NA
DC,44,2,BS,1.7,0.6,2.2,2.4,4.6,20.2,1,NA,NA,NA,NA,-0.285027187,-0.00311981,0.680381713,NA,NA
DC,44,2,LP,2,3,2.1,1,NA,NA,0,NA,NA,NA,NA,-0.276149819,-0.223090331,NA,NA,NA
DC,44,2,TA,1.8,1.8,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.711568807,NA,NA,NA,NA
DC,44,2,WS,1.3,1.5,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.518398475,NA,NA,NA,NA
DC,44,3,BS,1.4,1.2,3.4,3,5.8,32,1,NA,NA,NA,NA,-0.497315135,0.472851951,1.013070738,NA,NA
DC,44,3,LP,2.1,1.8,3.1,2.4,13.9,71.5,1,NA,NA,NA,NA,-0.223090331,0.200454077,1.880130596,NA,NA
DC,44,3,TA,3.4,1,4.1,1,5.5,42.5,1,NA,NA,NA,NA,0.056213205,0.282219798,0.624864835,NA,NA
DC,44,3,WS,1.1,1.5,2.2,2.2,3.4,21.6,1,NA,NA,NA,NA,-0.688755422,0.018096121,0.500372003,NA,NA
DC,44,4,BS,1.1,1.2,2.4,3,NA,NA,0,NA,NA,NA,NA,-0.760998948,0.092017426,NA,NA,NA
DC,44,4,LP,1.7,2.3,1.2,2,5.1,21.1,1,NA,NA,NA,NA,-0.452889769,-0.831674617,0.67380929,NA,NA
DC,44,4,TA,2.8,1,NA,NA,5,18,1,NA,NA,NA,NA,-0.178176934,NA,0.267256193,NA,NA
DC,44,4,WS,1,1.5,2.1,1.5,3.2,6.2,1,NA,NA,NA,NA,-0.78595,-0.029343652,-0.14815784,NA,NA
DC,44,5,BS,1.5,1.6,3.5,5,6.9,34.5,1,NA,NA,NA,NA,-0.421879124,0.50454659,1.171250318,NA,NA
DC,44,5,LP,1.9,3.9,6.2,6,8.7,52.5,1,NA,NA,NA,NA,-0.33193147,0.954254258,1.40673786,NA,NA
DC,44,5,TA,2.8,1.1,3.4,0.7,6.2,38.2,1,NA,NA,NA,NA,-0.178176934,0.056213205,0.704495217,NA,NA
DC,44,5,WS,1.5,1.8,2.1,6.5,2.8,13.2,1,NA,NA,NA,NA,-0.372468354,-0.029343652,0.120993954,NA,NA
DC,44,6,BS,1.4,1.4,2.3,2.5,5.4,22.8,1,NA,NA,NA,NA,-0.497315135,0.045483235,0.846602254,NA,NA
DC,44,6,LP,1.9,2.8,2.8,4.5,6.3,27.1,1,NA,NA,NA,NA,-0.33193147,0.089765012,0.936635392,NA,NA
DC,44,6,TA,1.1,5,2.9,0,5.3,49.4,1,NA,NA,NA,NA,-1.306099097,-0.135813789,0.636859716,NA,NA
DC,44,6,WS,1.8,2,3.1,0,3.2,18.2,1,NA,NA,NA,NA,-0.186542078,0.367821307,0.375577146,NA,NA
DC,44,7,BS,1.5,1.5,3.5,3,5,29.1,1,NA,NA,NA,NA,-0.421879124,0.50454659,0.866983324,NA,NA
DC,44,7,LP,2,2.1,4,4.2,10,37.9,1,NA,NA,NA,NA,-0.276149819,0.477650362,1.433282321,NA,NA
DC,44,7,TA,2.8,1.8,4,1.5,4.8,45.2,1,NA,NA,NA,NA,-0.178176934,0.25241024,0.515796163,NA,NA
DC,44,7,WS,1.2,1.5,2.5,2.5,2.7,8.5,1,NA,NA,NA,NA,-0.600023724,0.148456914,-0.127782499,NA,NA
DC,44,8,BS,1.7,1.5,3.1,2.5,3.3,25.8,0,9,60,7.8,47,-0.285027187,0.371852028,0.503006616,1.547379284,1.363075278
DC,44,8,LP,2.1,3.5,4.5,2.8,11.6,61.1,0,25,105,36.7,167,-0.223090331,0.605739859,1.688965184,2.451105904,2.856151105
DC,44,8,TA,2.7,1.2,2.9,0.9,5.6,52.1,0,8,74,11.3,98,-0.22208089,-0.135813789,0.705326574,1.15077801,1.563749914
DC,44,8,WS,1.3,1.8,2.2,3,6.1,27.2,0,6,42,10,51,-0.518398475,0.018096121,0.996832075,1.168293856,1.552974088
DC,44,9,BS,1.3,1.5,2.1,2.5,5.7,27.5,0,4,30,12.9,83,-0.578343937,-0.053984259,0.950180618,0.704191017,1.913881436
DC,44,9,LP,1.8,2.8,3.8,2.5,3.5,14,0,8,29,10.1,51,-0.390729778,0.421868711,0.203634645,1.164936458,1.523913009
DC,44,9,TA,3.4,1.2,4.5,1,NA,NA,0,NA,NA,NA,NA,0.056213205,0.394600953,NA,NA,NA
DC,44,9,WS,1.9,2.6,2.5,3.5,1,10.2,0,2,12,4.8,27,-0.131405882,0.148456914,-0.794629659,-0.177966187,0.835356508
DC,44,10,BS,1.6,1.5,3.2,0,6.2,29,0,6,33,7,37,-0.351313449,0.406565688,1.032754656,1.049243016,1.204645137
DC,44,10,LP,1.8,2.5,4.5,2.2,11.3,51.5,0,16,75,23.9,98,-0.390729778,0.605739859,1.620919736,2.007963531,2.399026814
DC,44,10,TA,2.4,2.8,4.1,0,NA,NA,0,NA,NA,NA,NA,-0.364271603,0.282219798,NA,NA,NA
DC,44,10,WS,1.2,1.4,2.5,0.5,7.1,37.6,0,11,66,16.2,86,-0.600023724,0.148456914,1.227181557,1.701220717,2.003674327
DC,44,11,BS,1.3,1,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.578343937,NA,NA,NA,NA
DC,44,11,LP,1.8,1.1,3.1,1.3,NA,NA,0,NA,NA,NA,NA,-0.390729778,0.200454077,NA,NA,NA
DC,44,11,WS,1.5,1.8,2.2,4,NA,NA,0,NA,NA,NA,NA,-0.372468354,0.018096121,NA,NA,NA
DC,44,12,BS,NA,NA,2.3,3.5,5.6,36.5,0,7,53,12,73,NA,0.045483235,1.028986218,1.319297051,1.821972097
DC,44,12,LP,1.4,2.1,1.9,2.2,7.6,35.1,0,10,74,21.9,117,-0.66403517,-0.33193147,1.175954256,1.618700683,2.370379484
DC,44,12,WS,1,1.3,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.78595,NA,NA,NA,NA
DC,44,13,BS,1.3,1.4,1.9,1.5,4,21.2,0,6,39,NA,NA,-0.578343937,-0.163414359,0.586516333,1.103454216,NA
DC,44,13,LP,1.6,1.8,2.1,2,5.4,24.9,0,11,64,27.5,100,-0.518819275,-0.223090331,0.775746898,1.657445663,2.516675994
DC,44,13,WS,1.3,1.2,1.7,2.2,3.2,10.5,0,6,25,8.1,33,-0.518398475,-0.244830583,0.108063059,0.950517098,1.259009644
DC,44,14,BS,1.8,1.3,2.3,2,5.2,11.1,0,6,33,11.2,56,-0.222530836,0.045483235,0.579744186,1.049243016,1.690555178
DC,44,14,LP,1.7,2,4.8,1,9,16.8,0,15,69,33,116,-0.452889769,0.675925745,1.113130409,1.933691728,2.695305994
DC,44,14,WS,1.5,1.1,2.9,1.5,5.8,14.6,0,7,32,8.9,39,-0.372468354,0.299811363,0.700127584,1.153241372,1.382402017
DC,46,1,BS,1.7,3.5,4.5,2,7.4,52.3,1,NA,NA,NA,NA,-0.285027187,0.779330889,1.357008426,NA,NA
DC,46,1,LP,2.1,3.1,4.6,9,19.2,87.1,1,NA,NA,NA,NA,-0.223090331,0.629642004,2.193846343,NA,NA
DC,46,1,TA,2.1,1.5,2.6,2.3,3.9,39.1,1,NA,NA,NA,NA,-0.525474138,-0.267641986,0.274960907,NA,NA
DC,46,1,WS,1.7,3.2,3.5,2,5.1,18,1,NA,NA,NA,NA,-0.244830583,0.491581616,0.698238061,NA,NA
DC,46,2,BS,1.2,1,2.6,4,5,22.1,1,NA,NA,NA,NA,-0.665861711,0.1795352,0.775906552,NA,NA
DC,46,2,LP,2.1,3,7.6,7.6,31.8,100.5,1,NA,NA,NA,NA,-0.223090331,1.175668892,2.634734127,NA,NA
DC,46,2,TA,3.3,1.5,3.7,3.1,7.4,61.9,1,NA,NA,NA,NA,0.020173939,0.15829306,1.021665026,NA,NA
DC,46,2,WS,1.2,0,1.5,0,2.2,13.1,1,NA,NA,NA,NA,-0.600023724,-0.372468354,-0.060658161,NA,NA
DC,46,3,BS,1.3,1.4,3.2,5,5.6,29.5,1,NA,NA,NA,NA,-0.578343937,0.406565688,0.959368009,NA,NA
DC,46,3,LP,2.2,4.9,10.6,12.2,29.4,103.4,1,NA,NA,NA,NA,-0.172499638,1.537487658,2.577842159,NA,NA
DC,46,3,TA,4.6,12.1,8.1,27,16.1,125.2,1,NA,NA,NA,NA,0.421134455,1.104192146,1.973668723,NA,NA
DC,46,3,WS,1.2,0.7,3.5,3.3,7.7,41.5,1,NA,NA,NA,NA,-0.600023724,0.491581616,1.316769066,NA,NA
DC,46,4,BS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DC,46,4,LP,3.7,6,11,17.5,28.8,86.3,1,NA,NA,NA,NA,0.392866891,1.577770181,2.521220284,NA,NA
DC,46,4,TA,5.2,16.9,9.9,1.3,18.6,182.3,1,NA,NA,NA,NA,0.569143134,1.346446976,2.22679683,NA,NA
DC,46,4,WS,2.2,3.6,3.4,1.7,9.7,52.5,1,NA,NA,NA,NA,0.018096121,0.46202096,1.545589902,NA,NA
DC,46,5,BS,1.2,2.3,3,4.5,5.6,33.3,1,NA,NA,NA,NA,-0.665861711,0.336000013,0.998985516,NA,NA
DC,46,5,LP,2.2,5,6.7,14.5,20.8,73.4,1,NA,NA,NA,NA,-0.172499638,1.038599131,2.218033971,NA,NA
DC,46,5,TA,4.3,12.1,5.2,11,7,74.5,1,NA,NA,NA,NA,0.339717605,0.569143134,1.027059519,NA,NA
DC,46,5,WS,2.2,2.3,6,2.2,7.1,23.1,1,NA,NA,NA,NA,0.018096121,1.041234733,1.031364193,NA,NA
DC,46,6,BS,2,3.2,4.8,2,8.7,40.3,1,NA,NA,NA,NA,-0.107330862,0.849896564,1.398054208,NA,NA
DC,46,6,LP,2.8,8,10,16,35,110.5,1,NA,NA,NA,NA,0.089765012,1.47412,2.731959804,NA,NA
DC,46,6,TA,2.7,31.2,6,20,10.2,85.5,1,NA,NA,NA,NA,-0.22208089,0.741898157,1.424717353,NA,NA
DC,46,6,WS,2.3,6.2,5,4.5,9.5,37.2,1,NA,NA,NA,NA,0.063426749,0.855308457,1.405440285,NA,NA
DC,46,7,BS,1.6,2.5,5.7,5,7.5,39.4,1,NA,NA,NA,NA,-0.351313449,1.037795654,1.277477333,NA,NA
DC,46,7,LP,1.8,2.4,6.3,10.5,25.5,91.5,1,NA,NA,NA,NA,-0.390729778,0.97165469,2.435627255,NA,NA
DC,46,7,TA,2.8,6,7.4,26,14.3,108.6,1,NA,NA,NA,NA,-0.178176934,0.995078181,1.817619264,NA,NA
DC,46,7,WS,3.1,7.4,10.2,8,13.6,66.2,1,NA,NA,NA,NA,0.367821307,1.582354149,1.822362054,NA,NA
DC,46,8,BS,1.5,1.8,2.3,0,3.6,16.4,0,3,29,6.9,24,-0.421879124,0.045483235,0.415619367,0.469480524,1.055286093
DC,46,8,LP,1.7,3.9,5.3,2.5,16.2,71.9,0,20,90,NA,NA,-0.452889769,0.783687477,2.007525482,2.234896259,NA
DC,46,8,TA,2.7,6,5.3,0,13.5,120.2,0,16,172,24.4,248,-0.22208089,0.592138606,1.795009666,2.066793134,2.578477039
DC,46,8,WS,1.8,4.7,5.5,3,11.3,49.7,0,11,75,16,86,-0.186542078,0.952503035,1.616403256,1.746675974,1.996988916
DC,46,9,BS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DC,46,9,LP,2.1,3.2,8.7,8.5,29.2,99.5,0,40,127,47.8,163,-0.223090331,1.322671975,2.563866738,2.867215546,3.057081592
DC,46,9,TA,3.1,5,9.7,28.2,25.2,219.8,0,36,295,51.4,355,-0.055302245,1.321808861,2.571246944,2.999041969,3.392300654
DC,46,9,WS,1.1,1.4,2.7,4,6.6,32.6,0,11,55,12.2,58,-0.688755422,0.226939568,1.123025095,1.636390438,1.715317055
DC,46,10,BS,1.2,1.5,5.4,2.5,14.6,74.7,0,20,95,26.2,148,-0.665861711,0.978679178,1.974448813,2.275776138,2.594540679
DC,46,10,LP,2.2,3,7.8,2,21.9,84.6,0,26,129,36,181,-0.172499638,1.203917332,2.293873384,2.529303035,2.858057791
DC,46,10,TA,3.5,2.2,5.9,5,17.6,146.6,0,18,195,32.9,213,0.091207706,0.721608171,2.106789576,2.216893911,2.812677165
DC,46,10,WS,1.4,1.5,3.6,3.2,9.5,48.5,0,13,83,17.6,105,-0.442825298,0.520309465,1.503878603,1.873246559,2.109324763
DC,46,11,BS,1.7,0,5.4,4,12,46.8,0,11,72,16.8,63,-0.285027187,0.978679178,1.688657379,1.753134601,2.029590723
DC,46,11,LP,1.7,2.9,10.3,9,31,96.1,0,38,138,51.2,129,-0.452889769,1.506265309,2.604478565,2.843754757,3.065878556
DC,46,11,WS,1.8,3,6.5,5,14,59.1,0,17,95,25.9,107,-0.186542078,1.122859982,1.80132246,2.060417559,2.314073748
DC,46,12,BS,1.2,2.2,3.5,5.6,7.1,44.8,0,19,65,13.2,78,-0.665861711,0.50454659,1.276459808,2.130543003,1.912439273
