burn,site,blk,spp,orgdep,health05,diam06,ht06,live06,herb06,health08,ht08,diam08,hbro08,leafm08,db08,brok08,aph08,live11,diam11,ht11,har11,wtnew11,wtold11,wttot11
DC,54,1,BS,5,2,1.5,1.5,1,0,1,1.2,2.3,0,0,0,0,0,1,4.3,28.5,1,2.7,2.6,5.3
DC,54,2,BS,10,2,1.6,1.4,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,3,BS,15,2,1.1,1.2,1,0,2,2,2.7,0,0,0,0,0,1,4.4,27.2,1,1.9,3.7,5.6
DC,54,4,BS,17,2,1.5,1.8,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,5,BS,14,2,1.5,1.3,1,0,2,2.2,3.6,0,0,0,0,0,1,4.5,26.6,1,3.1,4.3,7.4
DC,54,6,BS,18,1,NA,NA,0,1,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,7,BS,18,2,1.7,1.6,1,0,2,3,1.5,0,0,0,0,0,1,2.5,18.1,1,0.5,0.9,1.4
DC,54,8,BS,11,1,1.4,2,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,9,BS,10,2,1.5,1.7,1,0,1,1,2.2,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,10,BS,13,2,1.7,1.2,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,11,BS,17,1,1.3,1.1,1,0,1,1,1.5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,12,BS,15,2,1,1.2,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,13,BS,13,NA,1,1.5,1,0,2,2,2.2,0,0,0,0,0,1,3.6,15.2,0,NA,NA,NA
DC,54,14,BS,18,2,1.8,1.9,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,1,LP,5,1,1.5,1.6,1,0,2,2.5,4.9,0,0,0,0,0,1,5.1,23.9,0,NA,NA,NA
DC,54,2,LP,10,1,2,1.8,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,3,LP,15,1,2.6,3.2,1,0,1,3,3.6,0,0,1,0,0,1,2.9,8.5,1,0.4,0.7,1.1
DC,54,4,LP,17,1,1.7,2.1,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,5,LP,14,2,1.8,3.1,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,6,LP,18,1,1.2,0.3,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,7,LP,18,1,2,3.5,1,0,2,5.5,3.3,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,8,LP,11,2,1.8,2.1,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,9,LP,10,2,2,2.6,1,0,2,3,4.1,0,0,0,0,0,1,8.2,38.1,0,NA,NA,NA
DC,54,10,LP,13,1,1.8,1.1,1,1,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,11,LP,17,1,1.8,3.4,1,0,1,3,3.8,0,0,0,0,0,1,2.3,13.1,0,NA,NA,NA
DC,54,12,LP,15,1,2,3.7,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,13,LP,13,NA,1.9,1.2,1,0,2,3.5,4.3,0,0,0,0,0,1,3.4,25.4,0,NA,NA,NA
DC,54,14,LP,18,1,1.8,2.1,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,1,TA,5,1,3.4,1.6,1,0,0,NA,NA,0,0,0,0,0,1,4.5,44.6,1,NA,NA,NA
DC,54,2,TA,10,1,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,3,TA,15,1,2.8,0.4,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,4,TA,17,2,2.8,4.1,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,5,TA,14,1,2.5,1.6,1,0,2,1.5,2.7,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,6,TA,18,1,1.4,15.7,1,1,2,15,3.9,0,0,1,0,0,1,3.4,30.2,1,0.9,0.6,1.5
DC,54,7,TA,18,1,3.7,1.1,1,0,2,0.7,4.5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,8,TA,11,2,1.5,9.7,1,1,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,9,TA,10,1,4.7,3.2,1,0,2,2,4.7,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,10,TA,13,2,3.4,4,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,1,WS,5,1,1.8,1.7,1,0,2,4.5,3.9,0,0,0,0,0,1,7.9,47.8,1,11.1,17.2,28.3
DC,54,2,WS,10,1,1.4,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,3,WS,15,2,1.9,2,1,0,2,3,3.4,0,0,0,0,0,1,4.9,25.2,1,1.6,4.5,6.1
DC,54,4,WS,17,2,1.7,1.9,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,5,WS,14,2,1,2.3,1,0,2,2,3.5,0,0,0,0,0,1,6.9,40.4,1,6.5,10.6,17.1
DC,54,6,WS,18,1,1.1,1.6,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,7,WS,18,2,1.3,2.1,1,0,2,4.5,2.1,0,0,0,0,0,1,4.4,22.2,1,1.9,3,4.9
DC,54,8,WS,11,2,1.1,2,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,9,WS,10,2,1.9,1.5,1,0,2,0.5,2.1,0,0,0,0,0,1,2.8,13.1,0,NA,NA,NA
DC,54,10,WS,13,2,1.2,2.6,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,11,WS,17,2,1.9,1.5,1,0,2,2,2.5,0,0,0,0,0,1,4.5,33.5,0,NA,NA,NA
DC,54,12,WS,15,2,1.4,2,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,54,13,WS,13,2,1.9,2.1,1,0,2,3,3.7,0,0,0,0,0,1,5.7,23.5,0,NA,NA,NA
DC,54,14,WS,18,2,1.7,2,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,61,1,BS,9,2,1.3,0,1,0,1,0.2,2,0,0,0,0,0,1,3,15.6,1,0.8,1.2,2
BF,61,2,BS,17,2,0.8,0,1,0,1,0.6,3,0,0,0,0,0,1,4.3,23.4,1,1,4.1,5.1
BF,61,3,BS,13,2,1.6,0,1,0,2,0.6,3,0,0,0,0,0,1,5.3,32.6,1,3.5,7,10.5
BF,61,4,BS,15,2,1.4,2.3,1,0,2,0.6,2,0,0,0,0,0,1,7,32.5,1,7.2,10.1,17.3
BF,61,5,BS,19,2,1.6,1.9,1,0,2,0.8,4,0,0,0,0,0,1,6.2,24.8,1,2.1,8.3,10.4
BF,61,6,BS,19,2,1.3,0,1,0,1,0,5,0,0,0,0,0,1,2.8,5.5,1,0.3,0.8,1.1
BF,61,7,BS,5,2,1.5,2,1,0,1,2,2,0,0,0,0,0,1,3.2,27,1,0.9,1.7,2.6
BF,61,8,BS,18,1,1.7,3.5,1,0,2,0.5,2.7,0,0,0,0,0,1,5.7,49.9,0,NA,NA,NA
BF,61,9,BS,15,1,1.4,3.6,1,0,2,7.5,4.7,0,0,0,0,0,1,8.4,71,0,NA,NA,NA
BF,61,10,BS,6,2,1.8,1.5,1,0,1,1,2.9,0,0,0,0,0,1,5.9,39.4,0,NA,NA,NA
BF,61,11,BS,11,2,1.6,0,1,0,2,0.5,2.6,0,0,0,0,0,1,5.3,29.9,0,NA,NA,NA
BF,61,12,BS,14,2,1.4,1.3,1,0,1,1.5,2.5,0,0,0,0,0,1,2.1,14,0,NA,NA,NA
BF,61,13,BS,17,2,1.1,2.3,1,0,1,1.5,2.9,0,0,0,0,0,1,3.1,31.5,0,NA,NA,NA
BF,61,14,BS,9,2,1.3,0.6,1,0,2,1,2.1,0,0,0,0,0,1,5.3,34.3,0,NA,NA,NA
BF,61,1,LP,9,1,1.8,2.6,1,0,1,3,3,0,0,0,0,0,1,6.5,27.9,1,0.6,5.7,6.3
BF,61,2,LP,17,1,1.9,2.5,1,0,1,1.5,2,0,0,0,0,0,1,3.8,27.1,1,0.3,3.9,4.2
BF,61,3,LP,13,1,2.1,2.4,1,0,1,0.6,3,0,0,0,0,0,1,4.7,20,1,0.7,2.5,3.2
BF,61,4,LP,15,2,1.8,1.5,1,0,1,0.2,2,0,0,0,0,0,1,6.5,23.8,1,3,5.2,8.2
BF,61,5,LP,19,2,1.9,2.3,1,0,1,0.5,4,0,0,0,0,0,1,7.1,34.4,1,1.6,12.3,13.9
BF,61,6,LP,19,2,1.5,0.8,1,0,1,0.5,3,0,0,0,0,0,1,5.3,23.4,1,2.2,3.3,5.5
BF,61,7,LP,5,2,1.4,3.2,1,0,1,2,3,0,0,0,0,0,1,9,41.8,1,3.6,19.2,22.8
BF,61,8,LP,18,2,3,7.1,1,0,1,0,8.2,0,0,0,0,0,1,9.1,46.5,0,NA,NA,NA
BF,61,9,LP,15,1,1.6,3.7,1,0,2,4.5,3.9,0,0,0,0,0,1,9,53.6,0,NA,NA,NA
BF,61,10,LP,6,2,1.7,2.8,1,0,2,2,4.9,0,0,0,0,0,1,11.5,45.4,0,NA,NA,NA
BF,61,11,LP,11,2,1.9,2.7,1,0,2,3,4.2,0,0,0,0,0,1,7.9,34.5,0,NA,NA,NA
BF,61,12,LP,14,2,1.8,1.9,1,0,1,0.7,3.8,0,0,0,0,0,1,4.4,18,0,NA,NA,NA
BF,61,13,LP,17,1,1.9,3.1,1,0,2,2,4.8,0,0,0,0,0,1,8.7,44.9,0,NA,NA,NA
BF,61,14,LP,9,2,1.7,1.5,1,0,1,1.5,3.3,0,0,0,0,0,1,2.9,16.2,0,NA,NA,NA
BF,61,1,PB,9,1,2.5,9.9,1,0,2,0.4,4,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,61,2,PB,17,1,2.5,1.1,1,0,2,0.4,4,0,0,0,0,0,1,8.8,45.5,1,1.6,3.1,4.7
BF,61,3,PB,13,1,2.3,0,1,0,2,0.1,3,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,61,4,PB,15,2,2.9,1.5,1,0,2,0.6,3,0,0,0,0,0,1,8.8,79.1,1,5.4,7.7,13.1
BF,61,5,PB,19,1,3.3,0.7,1,0,2,0.4,5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,61,6,PB,19,2,3,0.8,1,0,1,1,5,0,0,1,0,0,0,NA,NA,0,NA,NA,NA
BF,61,7,PB,5,1,2.4,0,1,0,2,0.5,2,0,0,0,0,0,1,2.9,17.5,1,0.2,0.3,0.5
BF,61,8,PB,18,2,2.6,1.1,1,0,2,0.2,4.7,0,0,0,0,0,1,7.2,76.2,0,NA,NA,NA
BF,61,9,PB,15,1,4,0.2,1,0,2,2,6.5,1,0,0,0,0,1,8.7,54.1,0,NA,NA,NA
BF,61,10,PB,6,1,2.7,4.9,1,0,2,2,5.9,0,0,0,0,0,1,5.2,36.6,0,NA,NA,NA
BF,61,1,TA,9,2,3.4,1.5,1,0,1,0.5,5,0,0,0,0,0,1,7.6,26,1,0.6,1.9,2.5
BF,61,2,TA,17,1,2.6,8.8,1,0,2,0.6,5,0,0,0,0,0,1,6.6,49.5,1,2.3,4.8,7.1
BF,61,3,TA,13,1,3,0.8,1,0,2,0.4,4,0,0,0,0,0,1,5.5,38.7,0,NA,NA,NA
BF,61,4,TA,15,1,2.8,1.9,1,0,2,0.6,4,0,0,0,0,0,1,6.2,48.5,1,1.9,3.8,5.7
BF,61,5,TA,19,2,3.3,1,1,0,2,0.6,4,0,0,0,0,0,1,4.1,42.5,1,0.4,1.5,1.9
BF,61,6,TA,19,2,3,0.7,1,0,2,0.5,4,0,0,0,0,0,1,5,50.6,1,1,2.2,3.2
BF,61,7,TA,5,2,3.1,1.7,1,0,2,0.5,4,0,0,0,0,0,1,4.7,30.6,1,0.9,1.4,2.3
BF,61,8,TA,18,1,3.3,1.1,1,0,2,0.7,4.1,0,0,0,0,0,1,5.6,62.1,0,NA,NA,NA
BF,61,9,TA,15,2,3.3,1.2,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,61,10,TA,6,1,3.8,2.2,1,0,2,1,5.7,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,61,1,WS,9,2,1.6,1.4,1,0,1,1.5,2,0,0,0,0,0,1,5,25.8,1,1.6,6.7,8.3
BF,61,2,WS,17,2,1.5,2.6,1,0,2,1.1,3,0,0,0,0,0,1,6,37.8,1,3,11.2,14.2
BF,61,3,WS,13,2,1.7,0,1,0,2,0.5,6,0,0,0,0,0,1,5.6,31.8,1,1.6,9.5,11.1
BF,61,4,WS,15,2,1.7,1.5,1,0,1,0.4,3,0,0,0,0,0,1,5.4,28.1,1,4.5,7.1,11.6
BF,61,5,WS,19,2,1.4,2,1,0,1,0.5,3,0,0,0,0,0,1,4.7,23.7,1,0.7,2.7,3.4
BF,61,6,WS,19,2,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,61,7,WS,5,2,2,1.1,1,0,2,2.3,4,0,0,0,0,0,1,5,27.9,1,0.8,5.2,6
BF,61,8,WS,18,2,1.4,0.8,1,0,1,1.5,4.4,0,0,0,0,0,1,6.4,17.9,0,NA,NA,NA
BF,61,9,WS,15,1,1.9,2.3,1,0,2,1,3.1,0,0,0,0,0,1,5.4,33.3,0,NA,NA,NA
BF,61,10,WS,6,2,2.4,0,1,0,1,1.3,4.6,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,61,11,WS,11,2,2.2,1.8,1,0,2,2.5,3.7,0,0,0,0,0,1,7.4,32.1,0,NA,NA,NA
BF,61,12,WS,14,2,1.2,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,61,13,WS,17,2,1.1,0.8,1,0,1,0.5,3.8,0,0,0,0,0,1,2.2,23.2,0,NA,NA,NA
BF,61,14,WS,9,2,1.4,1.8,1,0,1,1,2.3,0,0,0,0,0,1,3.6,30.6,0,NA,NA,NA
BF,62,1,BS,12,2,1.6,0.6,1,0,1,1.2,2.4,0,0,0,0,0,1,4.8,25.2,1,1.2,4.2,5.4
BF,62,2,BS,4,2,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,62,3,BS,11,1,1.6,1.3,1,0,1,1,2.2,0,0,0,0,0,1,2.4,21,1,0.1,0.9,1
BF,62,4,BS,10,2,1.3,2,1,0,1,2.5,5.2,0,0,0,0,0,1,4.2,21.9,1,0.8,4.2,5
BF,62,5,BS,21,1,1,0.9,1,0,1,1.6,2.2,0,0,0,0,0,1,4.4,32.8,1,0.8,3.6,4.4
BF,62,6,BS,13,2,1.4,1.6,1,0,1,5,5.8,0,0,0,0,0,1,8.5,62,1,7.7,19.3,27
BF,62,7,BS,10,2,1.5,1.3,1,0,1,1.5,2,0,0,0,0,0,1,3.6,26.1,1,0.6,2.1,2.7
BF,62,8,BS,15,2,1.5,2.1,1,0,2,4,5.9,0,0,0,0,0,1,5.1,29.9,0,NA,NA,NA
BF,62,9,BS,12,2,NA,NA,0,0,-,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,62,10,BS,16,2,1.3,1.9,1,0,2,1.2,2.9,0,0,0,0,0,1,4.3,32.4,0,NA,NA,NA
BF,62,11,BS,1,2,1,1.5,1,0,1,1.3,3.7,0,0,0,0,0,1,3.9,24.9,0,NA,NA,NA
BF,62,12,BS,9,2,1.3,1.6,1,0,1,1,3.1,0,0,0,0,0,1,4.6,29.1,0,NA,NA,NA
BF,62,13,BS,11,1,1.6,1.2,1,0,2,2,3.9,0,0,0,0,0,1,5.7,34.6,0,NA,NA,NA
BF,62,14,BS,1,2,0.8,3.2,1,0,2,5,3.8,0,0,0,0,0,1,6.1,42.3,0,NA,NA,NA
BF,62,1,LP,12,2,1,1.4,1,0,1,1,3.8,0,0,0,0,0,1,4.6,15.5,1,0.7,1.9,2.6
BF,62,2,LP,4,2,2.3,3.2,1,0,2,5.2,6,0,0,0,0,0,1,16.9,69.5,1,11.5,112.7,124.2
BF,62,3,LP,11,2,1.6,2.5,1,0,1,2.5,7.4,0,0,0,0,0,1,5.9,28.9,1,1.4,5,6.4
BF,62,4,LP,10,2,2.5,3.7,1,0,2,3.2,4.4,0,0,0,0,0,1,5.1,26.5,1,0.5,4,4.5
BF,62,5,LP,21,2,1,2.2,1,0,2,5.2,4.5,0,0,0,0,0,1,9.6,61.1,1,3.2,27.6,30.8
BF,62,6,LP,13,1,2,3.1,1,0,2,4.9,4,0,0,0,0,0,1,13.6,59.8,1,11.6,44.9,56.5
BF,62,7,LP,10,2,1.9,2.2,1,0,2,6.1,3.9,0,0,0,0,0,1,6.5,49.9,1,2.4,9.3,11.7
BF,62,8,LP,15,2,2.2,2.8,1,0,2,6.5,6.3,0,0,0,0,0,1,15.5,71.6,0,NA,NA,NA
BF,62,9,LP,12,2,1.6,0.8,1,0,2,2,4.5,0,0,0,0,0,1,8.4,32.5,0,NA,NA,NA
BF,62,10,LP,16,2,1.6,1.6,1,0,1,1,3.2,0,0,0,0,0,1,8.7,55.6,0,NA,NA,NA
BF,62,11,LP,1,2,2.1,3.5,1,0,2,4,4.9,0,0,0,0,0,1,13.4,70.7,0,NA,NA,NA
BF,62,12,LP,9,1,1.5,2,1,0,1,3.5,4.9,0,0,0,0,0,1,11.7,69.2,0,NA,NA,NA
BF,62,13,LP,11,2,1.5,1.3,1,0,1,1,3.4,0,0,0,0,0,1,6.8,29.2,0,NA,NA,NA
BF,62,14,LP,1,1,2.3,4.3,1,0,2,8,5.4,0,0,0,0,0,1,12.6,68.9,0,NA,NA,NA
BF,62,1,PB,12,1,3,5.2,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,62,2,PB,4,2,2.6,9,1,0,2,2.8,3.4,0,0,1,0,0,1,5.5,81,1,2.2,1.7,3.9
BF,62,3,PB,11,2,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,62,4,PB,10,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,62,5,PB,21,2,2.8,1.2,1,0,2,1.2,4.3,0,0,0,0,0,1,4.7,36.3,1,3.3,1.3,4.6
BF,62,6,PB,13,2,2.3,4.6,1,0,2,7.5,1.2,0,0,1,0,0,1,5.1,41.1,1,1.7,1.6,3.3
BF,62,7,PB,10,2,3,0.2,1,0,2,5.5,5.7,0,0,1,0,0,1,8.6,53.1,1,3.1,4.6,7.7
BF,62,8,PB,15,2,2.6,8.8,1,0,2,11.5,4.5,0,0,1,0,0,1,5.4,40.6,0,NA,NA,NA
BF,62,9,PB,12,2,2.4,0.2,1,0,2,1.5,4.9,0,0,1,0,0,1,9.9,28.3,0,NA,NA,NA
BF,62,10,PB,16,2,2.4,1.7,1,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,62,1,TA,12,2,3.8,1.5,1,0,2,10.1,1.3,0,0,1,0,0,1,6.1,36.2,1,1.2,1.4,2.6
BF,62,2,TA,4,2,3.5,1.6,1,0,2,1.4,5.2,0,0,0,0,0,1,8.7,36.9,1,6.1,10.4,16.5
BF,62,3,TA,11,1,5,3.8,1,0,2,3.2,9.3,0,0,0,0,0,1,8.2,61.2,1,1.9,7.7,9.6
BF,62,4,TA,10,2,1.5,2,1,0,2,0,3.3,0,0,2,0,0,1,3.4,24.3,1,0.4,0.6,1
BF,62,5,TA,21,2,3.3,0.9,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,62,6,TA,13,1,3.4,1.1,1,0,2,1,4.1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,62,7,TA,10,2,2.9,0.7,1,0,2,1.2,5.6,0,0,0,0,0,1,4.4,39.4,1,0.9,1.8,2.7
BF,62,8,TA,15,1,2.1,5,1,0,2,3,4.2,0,0,0,0,0,1,5,45.1,0,NA,NA,NA
BF,62,9,TA,12,1,2.5,0.8,1,0,2,0.7,4.7,0,0,0,0,0,1,9.6,74.6,0,NA,NA,NA
BF,62,10,TA,16,2,3.8,0.7,1,0,-,NA,NA,0,0,0,0,0,1,4.9,33.5,0,NA,NA,NA
BF,62,1,WS,12,1,1.8,1.1,1,0,2,3.1,5.6,0,0,0,0,0,1,5.9,34,1,3.2,8.4,11.6
BF,62,2,WS,4,2,1.7,3,1,0,2,0.4,5.8,0,0,0,0,0,1,10.5,42.9,1,8,23.4,31.4
BF,62,3,WS,11,1,1.3,3.3,1,0,2,3.5,5.5,0,0,0,0,0,1,5,26.2,1,0.7,6.4,7.1
BF,62,4,WS,10,2,0.9,0.6,1,0,2,3.1,3.3,0,0,1,0,0,1,4,31.3,1,1,4.6,5.6
BF,62,5,WS,21,2,1.7,2,1,0,1,1.2,3,0,0,0,0,0,1,3.2,25.7,1,0.5,2,2.5
BF,62,6,WS,13,1,1.8,1.9,1,0,1,0.5,3.5,0,0,0,0,0,1,3.6,11.5,1,0.5,1.9,2.4
BF,62,7,WS,10,2,1.7,2,1,0,2,2.2,1.7,0,0,0,0,0,1,4.9,30.5,1,1.5,6.8,8.3
BF,62,8,WS,15,2,1.3,4.4,1,0,2,4.5,4.2,0,0,0,0,0,1,6.1,33.3,0,NA,NA,NA
BF,62,9,WS,12,2,1.1,1.1,1,0,2,1,4.3,0,0,0,0,0,1,6.8,37.4,0,NA,NA,NA
BF,62,10,WS,16,2,1.5,1,1,0,1,0.7,4.4,0,0,0,0,0,1,4.6,18,0,NA,NA,NA
BF,62,11,WS,1,2,1.9,1.9,1,0,1,2,4.9,0,0,0,0,0,1,4.1,25.6,0,NA,NA,NA
BF,62,12,WS,9,2,1.7,0,1,0,1,0.5,4.4,0,0,0,0,0,1,6.7,24.4,0,NA,NA,NA
BF,62,13,WS,11,2,1.5,1.3,1,0,1,1,3.3,0,0,0,0,0,1,3.9,24.9,0,NA,NA,NA
BF,62,14,WS,1,2,1.6,6,1,0,2,9,5.9,0,0,0,0,0,1,7.5,42,0,NA,NA,NA
BF,63,1,BS,8,2,1.3,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,63,2,BS,6,2,1.1,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,63,3,BS,35,2,1.5,1.5,1,0,2,1.7,3,0,0,0,0,0,1,6.6,50.9,1,4,11.8,15.8
BF,63,4,BS,11,2,1.7,3.9,1,0,2,7.4,4,0,0,0,0,0,1,7.8,44.4,1,2.4,17.7,20.1
BF,63,5,BS,16,1,1.1,1,1,0,1,1,2,0,0,0,0,0,1,3.9,31.4,1,2.2,5.4,7.6
BF,63,6,BS,12,2,2.3,2.1,1,0,2,3.8,3,0,0,0,0,0,1,5.1,37,1,3,6.3,9.3
BF,63,7,BS,12,2,1.2,2.4,1,0,2,3.3,2,0,0,0,0,0,1,5,45.8,1,4.2,7.4,11.6
BF,63,8,BS,17,2,1,1.7,1,0,1,0,2.2,0,0,0,0,0,1,3.4,10.3,0,NA,NA,NA
BF,63,9,BS,7,2,0.9,1.3,1,0,1,0.7,2.2,0,0,0,0,0,1,4,23.2,0,NA,NA,NA
BF,63,10,BS,17,2,1.8,0.7,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,63,11,BS,9,2,1.5,1.4,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,63,12,BS,4,2,2.1,4,1,0,1,0,3.4,0,0,0,0,0,1,2,16.4,0,NA,NA,NA
BF,63,13,BS,8,2,1.3,2.1,1,0,1,0,3.7,0,0,0,0,0,1,6.5,39.3,0,NA,NA,NA
BF,63,14,BS,7,2,1.6,1.6,1,0,2,2.5,3.3,0,0,0,0,0,1,2.9,37.7,0,NA,NA,NA
BF,63,1,LP,8,2,2.4,4,1,0,2,0.5,4,0,0,0,0,0,1,13.3,61.4,1,9.6,31,40.6
BF,63,2,LP,6,2,2.3,9.8,1,0,2,8.2,6,0,0,0,0,0,1,12.8,68.7,1,7.7,40.2,47.9
BF,63,3,LP,35,2,1.5,0.8,1,0,2,2.1,3,0,0,0,0,0,1,8,39.3,1,5.8,16.1,21.9
BF,63,4,LP,11,2,3,6.1,1,0,2,11.3,6,0,0,0,0,0,1,11.6,78.5,1,9.1,36,45.1
BF,63,5,LP,16,1,1.2,2.8,1,0,1,3.2,3,0,0,0,0,0,1,11.4,57.6,1,11.5,27.2,38.7
BF,63,6,LP,12,1,2.4,0.5,1,0,2,2.7,3,0,0,0,0,0,1,5.4,32.8,1,2.5,5.2,7.7
BF,63,7,LP,12,2,1.5,4.5,1,0,1,4.8,3,0,0,0,0,0,1,7.5,44.6,1,5.2,11.2,16.4
BF,63,8,LP,17,2,1.2,2,1,0,1,1.5,3.8,0,0,0,0,0,1,7.1,29.3,0,NA,NA,NA
BF,63,9,LP,7,2,1.4,3.7,1,0,1,1.3,3.6,0,0,0,0,0,1,6.5,43.1,0,NA,NA,NA
BF,63,10,LP,17,2,2.8,4,1,0,2,10.5,10.3,0,0,0,0,0,1,20.5,104.6,0,NA,NA,NA
BF,63,11,LP,9,2,1.7,1.6,1,0,1,2,3.4,0,0,0,0,0,1,3,14.2,0,NA,NA,NA
BF,63,12,LP,4,2,2.2,4.6,1,0,2,4,2.7,0,0,0,0,0,1,7,49.1,0,NA,NA,NA
BF,63,13,LP,8,2,1.8,1.8,1,0,2,2.5,4.9,0,0,0,0,0,1,9.1,45.1,0,NA,NA,NA
BF,63,14,LP,7,2,1,1.4,1,0,2,1.2,2.4,0,0,0,0,0,1,3.8,21.2,0,NA,NA,NA
BF,63,1,PB,8,2,3.5,0.3,1,0,2,2,4,0,0,0,0,0,1,11.2,99.4,1,13.4,24.9,38.3
BF,63,2,PB,6,2,4.6,13.2,1,0,2,4.2,9,0,0,0,0,0,1,20.8,192,1,37.4,93.4,130.8
BF,63,3,PB,35,2,3.7,3,1,0,2,7.1,6,0,0,0,0,0,1,8.1,103.2,1,4.1,24.4,28.5
BF,63,4,PB,11,2,3.5,7.2,1,0,2,5.9,9,0,0,0,0,0,1,7.3,40.5,1,2,5.1,7.1
BF,63,5,PB,16,1,5.6,3.3,1,0,2,6.1,8,0,0,1,0,0,0,NA,NA,0,NA,NA,NA
BF,63,6,PB,12,1,1.7,7,1,0,2,2.2,2,0,0,1,0,0,1,3.9,36.6,1,0.9,0.9,1.8
BF,63,7,PB,12,2,2.9,0.7,1,0,2,4.4,5.8,0,0,1,0,0,0,NA,NA,0,NA,NA,NA
BF,63,8,PB,17,2,3.5,6.8,1,0,2,6,4.9,1,0,0,0,0,1,11.6,62.2,0,NA,NA,NA
BF,63,9,PB,7,NA,3.7,0.5,1,0,2,5,2.2,0,0,0,0,0,1,8.2,42.6,0,NA,NA,NA
