burn,site,blk,spp,orgdep,health05,diam06,ht06,live06,herb06,health08,ht08,diam08,hbro08,leafm08,db08,brok08,aph08,live11,diam11,ht11,har11,wtnew11,wtold11,wttot11
DC,37,6,WS,0,2,1.6,7.5,1,0,2,7,3.5,0,0,0,0,0,1,5.8,43.2,1,4.1,8.7,12.8
DC,37,7,WS,0,2,1.5,8.9,1,0,2,4,3.8,0,0,0,0,0,1,3.5,27.6,1,0.5,3.4,3.9
DC,37,8,WS,0,2,2.1,0,1,0,1,2.5,6.4,0,0,0,0,0,1,2.2,17.2,0,NA,NA,NA
DC,37,9,WS,1,2,1.7,2,1,0,2,1,2.2,0,0,0,0,0,1,3.6,26.1,0,NA,NA,NA
DC,37,10,WS,1,2,1.5,5,1,0,2,4.5,4.9,0,0,0,0,0,1,5,35,0,NA,NA,NA
DC,37,11,WS,0,2,1,2.5,1,0,2,4,2.6,0,0,0,0,0,1,3.7,21.5,0,NA,NA,NA
DC,37,12,WS,0,1,2.2,1.8,1,0,2,4,2.1,0,0,0,0,0,1,3.5,20.4,0,NA,NA,NA
DC,37,13,WS,0,NA,2.2,8,1,0,2,6.5,4.5,0,0,0,0,0,1,5.9,34,0,NA,NA,NA
DC,37,14,WS,1,1,1.1,0.7,1,0,1,2,1.4,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,39,1,BS,27,2,1.1,0.9,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,39,2,BS,5,1,2.3,1.5,1,0,2,4,2.4,0,0,0,0,0,1,5.4,44.5,1,4.2,11,15.2
DC,39,3,BS,1,1,1.4,1.3,1,0,2,2.4,2,0,0,0,0,0,1,4.5,35.1,1,2.8,6,8.8
DC,39,4,BS,7,2,1,1.1,1,0,2,3,2.8,0,0,0,0,0,1,5.2,40.6,1,5.7,10.2,15.9
DC,39,5,BS,2,1,0.9,0.6,1,0,1,1.5,1.6,0,0,0,0,0,1,3.7,22.5,1,0.9,2.4,3.3
DC,39,6,BS,5,2,1.1,0.9,1,0,1,1.5,2,0,0,0,0,0,1,4.6,24.5,1,1.8,3.6,5.4
DC,39,7,BS,3,2,1.5,1.2,1,0,2,2,2.2,0,0,0,0,0,1,6.1,38.2,1,5.7,7.5,13.2
DC,39,8,BS,2,2,1.6,4.2,1,0,2,2.4,4.5,0,0,0,0,0,1,3,26.9,0,NA,NA,NA
DC,39,9,BS,7,2,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,39,10,BS,7,2,1.8,1.6,1,0,2,2.5,4,0,0,0,0,0,1,8.6,44.6,0,NA,NA,NA
DC,39,11,BS,4,2,1.6,1,1,0,2,1,2.4,0,0,0,0,0,1,5.5,27.4,0,NA,NA,NA
DC,39,12,BS,3,2,1.2,2,1,0,2,0,3.1,1,0,0,0,0,1,4.7,21.2,0,NA,NA,NA
DC,39,13,BS,6,1,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,39,14,BS,3,2,1.5,2,1,0,2,3,2,0,0,0,0,0,1,4.4,34.5,0,NA,NA,NA
DC,39,1,LP,27,2,1.8,2,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,39,2,LP,5,2,2.9,2.3,1,0,2,2.5,3.8,0,0,0,0,0,1,14.7,68.6,1,27.2,57,84.2
DC,39,3,LP,1,1,2.6,1.4,1,0,2,3,3,0,0,0,0,0,1,17,70.9,1,45.9,62.4,108.3
DC,39,4,LP,7,1,1.5,1.7,1,0,2,2,3,0,0,0,0,0,1,5.5,34.2,1,3.2,8.6,11.8
DC,39,5,LP,2,2,2,3.2,1,0,2,5,5.4,0,0,0,0,0,1,22.2,76.4,1,48.8,130.8,179.6
DC,39,6,LP,5,2,1.5,0.9,1,0,2,1.2,4.6,0,0,0,0,0,1,8.7,35.1,1,8,11.9,19.9
DC,39,7,LP,3,1,1.7,2.8,1,0,2,2.5,1.8,0,0,0,0,0,1,5.4,32.1,1,2.8,5.5,8.3
DC,39,8,LP,2,2,2.5,5.3,1,0,2,9.4,6.3,0,0,0,0,0,1,22.7,76.3,0,NA,NA,NA
DC,39,9,LP,7,2,1.6,3,1,0,2,8.5,4,0,0,0,0,0,1,13.6,78.6,0,NA,NA,NA
DC,39,10,LP,7,2,2,5.2,1,0,2,9,6.2,0,0,0,0,0,1,23.1,74.6,0,NA,NA,NA
DC,39,11,LP,4,2,2.1,3.6,1,0,2,5.5,2.6,0,0,0,0,0,1,5.9,37.5,0,NA,NA,NA
DC,39,12,LP,3,2,2,3.9,1,0,2,4,5.6,0,0,0,0,0,1,20.9,69.5,0,NA,NA,NA
DC,39,13,LP,6,1,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,39,14,LP,3,2,2,4.9,1,0,2,4,6.9,0,0,0,0,0,1,27.7,96.2,0,NA,NA,NA
DC,39,1,TA,27,2,2.7,0.5,1,0,1,0,2.7,1,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,39,2,TA,5,1,1.8,0.5,1,0,2,0.5,1.7,0,0,0,0,0,1,4.6,46.5,0,NA,NA,NA
DC,39,3,TA,1,2,3.3,0.6,1,0,2,0.6,6.2,1,0,0,0,0,1,10,70.2,1,7.8,15.1,22.9
DC,39,4,TA,7,1,2,0.4,1,0,2,6,3.2,0,0,0,0,0,1,8.2,91.2,1,8.1,13.5,21.6
DC,39,5,TA,2,2,4.7,2.5,1,0,2,2.5,3.5,0,0,0,0,0,1,9.2,100.5,1,12.5,11.6,24.1
DC,39,6,TA,5,2,3.1,0.1,1,0,2,0.5,3.9,0,0,0,0,0,1,8.1,57.6,1,4.3,6.6,10.9
DC,39,7,TA,3,2,3.4,0.9,1,0,1,0,2.7,0,0,1,0,0,0,NA,NA,0,NA,NA,NA
DC,39,8,TA,2,2,3,1.3,1,0,1,0.5,5,0,0,0,0,0,1,10.3,99.1,0,NA,NA,NA
DC,39,9,TA,7,2,3.6,1.2,1,0,2,1.6,3,0,0,0,0,0,1,12.7,122.2,0,NA,NA,NA
DC,39,10,TA,7,1,3.2,1.2,1,0,2,1,4.3,0,0,0,0,0,1,5,33.1,0,NA,NA,NA
DC,39,1,WS,27,2,1.5,1.1,1,0,1,0,1.5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,39,2,WS,5,2,1.9,2.3,1,0,2,2,1.6,0,0,0,0,0,1,9.1,54.3,1,7.5,28.4,35.9
DC,39,3,WS,1,2,1.9,3.7,1,0,2,5.5,5,0,0,0,0,0,1,12.1,53.2,1,10.9,32.7,43.6
DC,39,4,WS,7,1,1.5,1.3,1,0,2,3,4.1,0,0,0,0,0,1,6.4,31.9,1,5.7,11.4,17.1
DC,39,5,WS,2,2,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,39,6,WS,5,2,1.1,1.1,1,0,1,1,1.1,0,0,0,0,0,1,3,12.8,1,0.5,0.9,1.4
DC,39,7,WS,3,2,1.7,2.5,1,0,1,2,1.5,0,0,0,0,0,1,5,34.3,1,3.9,5.1,9
DC,39,8,WS,2,2,1.6,2.5,1,0,2,1.3,4.5,0,0,0,0,0,1,6.3,54.2,0,NA,NA,NA
DC,39,9,WS,7,2,1.3,1.5,1,0,2,3.2,3.2,0,0,0,0,0,1,8.5,56.6,0,NA,NA,NA
DC,39,10,WS,7,2,1.6,2.5,1,0,2,5,4.2,0,0,0,0,0,1,8.7,47.8,0,NA,NA,NA
DC,39,11,WS,4,2,1.5,1.9,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,39,12,WS,3,2,1.1,5.2,1,0,2,5,3.1,0,0,0,0,0,1,6.5,41.6,0,NA,NA,NA
DC,39,13,WS,6,2,1.4,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,39,14,WS,3,2,1.8,3.1,1,0,2,2,2.2,0,0,0,0,0,1,3.4,22.2,0,NA,NA,NA
DC,40,1,BS,0,2,1.8,0,1,0,2,4,2.1,0,0,0,0,0,1,2.8,12.9,1,0.1,0.9,1
DC,40,2,BS,0,2,1.5,0,1,0,2,3.5,2.6,0,0,0,0,0,1,3.9,17.8,1,0.3,1.2,1.5
DC,40,3,BS,0,2,0.8,0.6,1,0,2,1,2.5,0,0,0,0,0,1,2.3,17.1,1,0.3,0.8,1.1
DC,40,4,BS,0,2,1.5,1.5,1,0,1,4,2.4,0,0,0,0,0,1,2.6,16.9,1,0.1,0.2,0.3
DC,40,5,BS,0,2,1.8,2.3,1,0,1,3,1.9,0,0,0,0,0,1,2.6,12.5,1,0.1,0.6,0.7
DC,40,6,BS,0,1,2,1.5,1,0,2,2,3.3,0,0,0,0,0,1,2.3,9.2,1,0,0.4,0.4
DC,40,7,BS,0,2,2,0,1,0,2,0,2.9,0,0,0,0,0,1,2.4,12.1,1,0.1,1.3,1.4
DC,40,8,BS,0,2,1.4,3.8,1,0,2,2,2.8,0,0,0,0,0,1,3.9,27.8,0,NA,NA,NA
DC,40,9,BS,0,2,1.9,2.6,1,0,2,2.5,2.6,0,0,0,0,0,1,2.9,13.6,0,NA,NA,NA
DC,40,10,BS,0,2,1.6,2.6,1,0,2,4,3.2,0,0,0,0,0,1,2.1,13,0,NA,NA,NA
DC,40,11,BS,0,2,1.7,2.3,1,0,2,3.1,3.9,0,0,0,0,0,1,3.2,19.6,0,NA,NA,NA
DC,40,12,BS,0,2,1.4,1.1,1,0,2,2.5,1.8,0,0,0,0,0,1,2,15.8,0,NA,NA,NA
DC,40,13,BS,0,2,1.4,2,1,0,2,0.6,3.1,0,0,0,0,0,1,3.5,20.8,0,NA,NA,NA
DC,40,14,BS,0,2,1.8,3,1,0,2,2.2,2,0,0,0,0,0,1,2,12.8,0,NA,NA,NA
DC,40,1,LP,0,2,1.6,4.2,1,0,2,3,2.4,0,0,0,0,0,1,3.1,17.8,1,0.3,0.8,1.1
DC,40,2,LP,0,2,1.7,4.2,1,0,2,3,2.3,0,0,0,0,0,1,3.5,16.6,1,0.8,1.5,2.3
DC,40,3,LP,0,2,2,6,1,0,2,3.5,1.9,0,0,0,0,0,1,4.1,23.6,1,0.7,2,2.7
DC,40,4,LP,0,1,2.2,2.2,1,0,1,2,2.9,0,0,0,0,0,1,2.6,12.5,1,0.1,0.5,0.6
DC,40,5,LP,0,2,2.1,3.5,1,0,1,4.5,2.3,0,0,0,0,0,1,2.9,14.1,1,0.2,0.7,0.9
DC,40,6,LP,0,2,2,2.5,1,0,2,2,2.9,0,0,0,0,0,1,2.3,9.1,1,0,0.2,0.2
DC,40,7,LP,0,2,1.5,5.1,1,0,1,5,2.5,0,0,0,0,0,1,2.8,17.5,1,0.1,0.5,0.6
DC,40,8,LP,0,2,3.7,10.4,1,0,2,8.5,2.7,0,0,0,0,0,1,9.9,52.3,0,NA,NA,NA
DC,40,9,LP,0,2,1.7,3,1,0,2,2,2.1,0,0,0,0,0,1,2.8,19.2,0,NA,NA,NA
DC,40,10,LP,0,2,2,5.9,1,0,2,7,4.1,0,0,0,0,0,1,4.2,22.1,0,NA,NA,NA
DC,40,11,LP,0,1,1.7,3.3,1,0,2,5.3,4.9,0,0,0,0,0,1,16,88.8,0,NA,NA,NA
DC,40,12,LP,0,2,2,9.3,1,0,2,8.6,3.3,0,0,0,0,0,1,9.2,53.6,0,NA,NA,NA
DC,40,13,LP,0,1,2,4.8,1,0,2,2.5,2.1,0,0,0,0,0,1,2.6,15.1,0,NA,NA,NA
DC,40,14,LP,0,2,2.2,6.8,1,0,2,6.4,3.5,0,0,0,0,0,1,16.1,76.2,0,NA,NA,NA
DC,40,1,TA,0,1,2,1.6,1,0,2,0.5,2.1,0,0,0,0,0,1,4.4,45.8,1,0.7,1.9,2.6
DC,40,2,TA,0,2,3.9,1.6,1,0,2,2.5,3.1,0,0,0,0,0,1,8.2,79.1,1,5.9,10.8,16.7
DC,40,3,TA,0,2,2.6,0.3,1,0,2,0,4.4,0,0,0,0,0,1,5.8,51.1,1,2,4,6
DC,40,4,TA,0,1,2.9,2.5,1,0,2,1.5,2.9,0,0,0,0,0,1,4.8,33.1,1,1.6,1.6,3.2
DC,40,5,TA,0,1,3,2,1,0,2,3,4.9,0,0,0,0,0,1,4.9,47.1,1,1.5,2.7,4.2
DC,40,6,TA,0,2,1.7,14,1,0,1,10,4,0,0,0,0,0,1,4.3,29.1,1,0.9,1.7,2.6
DC,40,7,TA,0,2,3.6,1.9,1,0,2,1,5.2,0,0,0,0,0,1,6.5,57.2,1,1.5,5.3,6.8
DC,40,8,TA,0,NA,3.1,0.8,1,0,2,3.5,4.7,0,0,0,0,0,1,11,98.2,0,NA,NA,NA
DC,40,9,TA,0,NA,3.6,3.4,1,0,2,10,4.7,0,0,0,0,0,1,6.9,51.9,0,NA,NA,NA
DC,40,10,TA,0,NA,4,1.1,1,0,2,1.5,4.7,0,0,0,0,0,1,5.1,52.3,0,NA,NA,NA
DC,40,1,WS,0,2,1.6,2.5,1,0,2,2,1.9,0,0,0,0,0,1,2.8,16.1,1,0.3,0.9,1.2
DC,40,2,WS,0,2,1.8,2.5,1,0,2,5.4,1.8,0,0,0,0,0,1,5.2,29.6,1,2,7.6,9.6
DC,40,3,WS,0,2,1.2,2.2,1,0,2,2,1.3,0,0,0,0,0,1,2.5,18.2,1,0.1,1,1.1
DC,40,4,WS,0,2,1.3,1.9,1,0,1,1,1.5,0,0,0,0,0,1,1.5,8.1,1,0.7,1.4,2.1
DC,40,5,WS,0,2,1.4,1.5,1,0,1,2.5,2.4,0,0,0,0,0,1,2.1,8.2,1,0.1,0.4,0.5
DC,40,6,WS,0,2,2,1.5,1,0,2,5,3.2,0,0,0,0,0,1,2.3,10.8,1,0.1,0.6,0.7
DC,40,7,WS,0,2,1.4,2,1,0,1,3,1.4,0,0,0,0,0,1,1.9,10.6,1,0.1,0.3,0.4
DC,40,8,WS,0,2,2,2.7,1,0,2,4,3.1,0,0,0,0,0,1,4.3,26.6,0,NA,NA,NA
DC,40,9,WS,0,2,1.5,2,1,0,2,2,1.7,0,0,0,0,0,1,2.9,18.4,0,NA,NA,NA
DC,40,10,WS,0,2,2.2,2.1,1,0,2,3,2,0,0,0,0,0,1,2.8,13.9,0,NA,NA,NA
DC,40,11,WS,0,2,1.7,4,1,0,2,2.1,3.2,0,0,0,0,0,1,4.9,22.1,0,NA,NA,NA
DC,40,12,WS,0,2,1.2,2.3,1,0,2,1.4,2.6,0,0,0,0,0,1,3.2,15.8,0,NA,NA,NA
DC,40,13,WS,0,1,1.1,1.9,1,0,2,2.1,1.4,0,0,0,0,0,1,3.1,17.4,0,NA,NA,NA
DC,40,14,WS,0,2,1.9,2.8,1,0,2,2.9,2.1,0,0,0,0,0,1,3.4,20.1,0,NA,NA,NA
DC,42,1,BS,0,2,2.4,6.7,1,0,2,4.7,4.6,0,0,0,0,0,1,3.7,23,1,1.4,4,5.4
DC,42,2,BS,0,1,1.8,4.9,1,0,2,4.2,3.6,0,0,0,0,0,1,4.5,27.8,1,2.5,4.3,6.8
DC,42,3,BS,0,2,1.7,0,1,0,1,0,1.5,0,0,0,0,0,1,2.3,10.3,1,0.2,0.4,0.6
DC,42,4,BS,0,2,2.1,3.8,1,0,2,3.5,2.4,0,0,0,0,0,1,3.6,22.1,1,1.1,3.6,4.7
DC,42,5,BS,0,2,1.3,1.2,1,0,2,4.3,3.2,0,0,0,0,0,1,4,21.1,1,0.7,2.7,3.4
DC,42,6,BS,0,1,1.8,2.1,1,0,2,3,3.3,0,0,0,0,0,1,3.8,22.5,1,0.5,2.8,3.3
DC,42,7,BS,0,2,2.7,15.3,1,0,2,1.5,3.5,0,0,0,0,0,1,5,33.5,1,0.7,6.7,7.4
DC,42,8,BS,0,1,2.2,0,1,0,2,2.5,3.2,0,0,0,0,0,1,4.4,22.5,0,NA,NA,NA
DC,42,9,BS,0,2,1.2,1.8,1,0,2,1,2.7,0,0,0,0,0,1,2.6,16.4,0,NA,NA,NA
DC,42,10,BS,0,1,1.8,4.8,1,0,2,3,4.2,0,0,0,0,0,1,3.8,29.5,0,NA,NA,NA
DC,42,11,BS,0,1,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,42,12,BS,0,2,1.6,2.5,1,0,2,4.5,1.9,0,0,0,0,0,1,3.6,17.8,0,NA,NA,NA
DC,42,13,BS,0,1,1.7,2.7,1,0,2,4,2.9,0,0,0,0,0,1,3.7,20.1,0,NA,NA,NA
DC,42,14,BS,0,2,2.1,4,1,0,2,4.2,2.5,0,0,0,0,0,1,4.9,31.2,0,NA,NA,NA
DC,42,1,LP,0,2,3.6,9.2,1,0,2,5,9.1,0,0,0,0,0,1,45.7,118.2,1,241.7,575.8,817.5
DC,42,2,LP,0,1,2.9,6.1,1,0,2,5,8.4,0,0,0,0,0,1,8.4,38.2,1,9.7,12.1,21.8
DC,42,3,LP,0,1,2.7,0,1,0,2,4.5,5,0,0,0,0,0,1,16.5,72.1,1,38.8,69.3,108.1
DC,42,4,LP,0,2,3.3,9.8,1,0,2,10.5,5.8,0,0,0,0,0,1,7.5,43.2,1,8.6,13.3,21.9
DC,42,5,LP,0,2,1.9,3,1,0,2,3,5.1,0,0,0,0,0,1,25.2,91.6,1,80.6,163.3,243.9
DC,42,6,LP,0,2,3.5,6.5,1,0,2,10.5,3.9,0,0,0,0,0,1,25.3,108.8,1,120.8,231.1,351.9
DC,42,7,LP,0,2,3.6,8.7,1,0,2,7.4,5.2,0,0,0,0,0,1,23.7,78,1,66.9,100.5,167.4
DC,42,8,LP,0,1,1.8,5.1,1,0,2,5,4.2,0,0,0,0,0,1,25.5,84.1,0,NA,NA,NA
DC,42,9,LP,0,1,2.9,3.9,1,0,2,4.5,6.4,0,0,0,0,0,1,20.4,80.1,0,NA,NA,NA
DC,42,10,LP,0,2,2.5,5,1,0,2,7,9.5,0,0,0,0,0,1,26,89.2,0,NA,NA,NA
DC,42,11,LP,0,1,3,6.2,1,0,2,9.5,3.5,0,0,0,0,0,1,4.1,27.2,0,NA,NA,NA
DC,42,12,LP,0,1,1.5,3.2,1,0,2,4.2,4.8,0,0,0,0,0,1,15.2,56.1,0,NA,NA,NA
DC,42,13,LP,0,2,2,5.9,1,0,2,11,3.9,0,0,0,0,0,1,22,79.5,0,NA,NA,NA
DC,42,14,LP,0,2,2.2,10.5,1,0,2,11,5,0,0,0,0,0,1,32.4,106.9,0,NA,NA,NA
DC,42,1,TA,0,1,3.3,4.9,1,0,2,1.8,4.2,0,0,0,0,0,1,5.4,44.5,1,1.6,4,5.6
DC,42,2,TA,0,2,3.4,4.3,1,0,2,3.9,4.7,0,0,0,0,0,1,6.2,51.5,1,1.7,5.1,6.8
DC,42,3,TA,0,2,3.5,5.7,1,0,2,6,5.7,0,0,0,0,0,1,8,60.1,1,4.1,9.9,14
DC,42,4,TA,0,2,5.3,2,1,0,2,1.5,5.5,0,0,0,0,0,1,9.2,54.7,1,6,9.1,15.1
DC,42,5,TA,0,2,5.1,16.1,1,0,2,13.5,7.1,0,0,0,0,0,1,10.6,72.5,1,6,19.6,25.6
DC,42,6,TA,0,2,5.7,27.8,1,0,2,24.3,7.4,0,0,0,0,0,1,9.1,77.1,1,4,18.1,22.1
DC,42,7,TA,0,2,3.2,6.6,1,0,2,8.7,5.2,0,0,0,0,0,1,5.5,65.2,1,1.2,4.9,6.1
DC,42,8,TA,0,1,4.7,2.7,1,0,2,2,4.9,0,0,0,0,0,1,9.5,91.4,0,NA,NA,NA
DC,42,9,TA,0,2,4.8,1.5,1,0,2,12,6.9,0,0,0,0,0,1,15.1,155.5,0,NA,NA,NA
DC,42,10,TA,0,2,4.1,12.2,1,0,2,12,4.5,1,0,0,0,0,1,9,71.6,0,NA,NA,NA
DC,42,1,WS,0,2,2.4,2.3,1,0,2,5.2,3.3,0,0,0,0,0,1,4.5,20.5,1,1.4,3.8,5.2
DC,42,2,WS,0,1,1.7,2,1,0,2,2,2,0,0,0,0,0,1,4.2,15.1,1,0.8,1.9,2.7
DC,42,3,WS,0,1,1.2,0,1,0,1,1.1,1,0,0,0,0,0,1,1.6,7.9,1,0,0.2,0.2
DC,42,4,WS,0,2,2.3,5.6,1,0,2,4,4.1,0,0,0,0,0,1,4,22.6,1,1.1,4.7,5.8
DC,42,5,WS,0,2,2.3,2.3,1,0,2,4,2,0,0,0,0,0,1,3.3,13.1,1,0.1,0.8,0.9
DC,42,6,WS,0,2,2.2,4.9,1,0,2,4,2.9,0,0,0,0,0,1,4.8,18.9,1,0.8,3.3,4.1
DC,42,7,WS,0,2,2.5,5.7,1,0,2,5,3,0,0,0,0,0,1,4.1,20.9,1,0.6,3.3,3.9
DC,42,8,WS,0,1,1.9,3.7,1,0,2,2.5,2.9,0,0,0,0,0,1,3.2,17,0,NA,NA,NA
DC,42,9,WS,0,2,1.5,2,1,0,1,2,2.6,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,42,10,WS,0,2,2.1,5.8,1,0,2,4,3.2,0,0,0,0,0,1,4,31,0,NA,NA,NA
DC,42,11,WS,0,2,1.3,1.2,1,0,2,3.5,2.6,0,0,0,0,0,1,3,12.5,0,NA,NA,NA
DC,42,12,WS,0,2,1.8,0,1,0,2,3,3.2,0,0,0,0,0,1,3.6,12.8,0,NA,NA,NA
DC,42,13,WS,0,1,1.1,3.2,1,0,1,3,4,0,0,0,0,0,1,2.6,10,0,NA,NA,NA
DC,42,14,WS,0,2,2.5,0.7,1,0,2,5,3.1,0,0,0,0,0,1,5,32.1,0,NA,NA,NA
DC,44,1,BS,9,2,1.7,1.3,1,0,1,2,2.4,0,0,0,0,0,1,4.5,18,1,1.9,4,5.9
DC,44,2,BS,5,2,1.7,0.6,1,0,1,2.4,2.2,0,0,0,0,0,1,4.6,20.2,1,2.1,3,5.1
DC,44,3,BS,6,2,1.4,1.2,1,0,2,3,3.4,0,0,0,0,0,1,5.8,32,1,4.8,9.7,14.5
DC,44,4,BS,2,1,1.1,1.2,1,0,1,3,2.4,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,5,BS,9,2,1.5,1.6,1,0,2,5,3.5,0,0,0,0,0,1,6.9,34.5,1,6.7,11,17.7
DC,44,6,BS,5,2,1.4,1.4,1,0,2,2.5,2.3,0,0,0,0,0,1,5.4,22.8,1,2.6,3.7,6.3
DC,44,7,BS,3,2,1.5,1.5,1,0,2,3,3.5,0,0,0,0,0,1,5,29.1,1,2.7,7.4,10.1
DC,44,8,BS,4,2,1.7,1.5,1,0,1,2.5,3.1,0,0,0,0,0,1,3.3,25.8,0,NA,NA,NA
DC,44,9,BS,4,1,1.3,1.5,1,0,2,2.5,2.1,0,0,0,0,0,1,5.7,27.5,0,NA,NA,NA
DC,44,10,BS,7,2,1.6,1.5,1,0,2,0,3.2,0,0,0,0,0,1,6.2,29,0,NA,NA,NA
DC,44,11,BS,12,2,1.3,1,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,12,BS,9,2,NA,NA,0,0,2,3.5,2.3,0,0,0,0,0,1,5.6,36.5,0,NA,NA,NA
DC,44,13,BS,7,2,1.3,1.4,1,0,2,1.5,1.9,0,0,0,0,0,1,4,21.2,0,NA,NA,NA
DC,44,14,BS,7,2,1.8,1.3,1,0,2,2,2.3,0,0,0,0,0,1,5.2,11.1,0,NA,NA,NA
DC,44,1,LP,9,2,1.5,1.9,1,0,2,2.3,3.3,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,2,LP,5,2,2,3,1,0,1,1,2.1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,3,LP,6,2,2.1,1.8,1,0,2,2.4,3.1,0,0,0,0,0,1,13.9,71.5,1,40.6,40.9,81.5
DC,44,4,LP,2,2,1.7,2.3,1,0,1,2,1.2,0,0,0,0,0,1,5.1,21.1,1,4,5.3,9.3
DC,44,5,LP,9,2,1.9,3.9,1,0,2,6,6.2,0,0,0,0,0,1,8.7,52.5,1,9,12.5,21.5
DC,44,6,LP,5,2,1.9,2.8,1,0,2,4.5,2.8,0,0,0,0,0,1,6.3,27.1,1,7,9.8,16.8
DC,44,7,LP,3,1,2,2.1,1,0,2,4.2,4,0,0,0,0,0,1,10,37.9,1,10.7,27.4,38.1
DC,44,8,LP,4,2,2.1,3.5,1,0,2,2.8,4.5,0,0,0,0,0,1,11.6,61.1,0,NA,NA,NA
DC,44,9,LP,4,2,1.8,2.8,1,0,2,2.5,3.8,0,0,0,0,0,1,3.5,14,0,NA,NA,NA
DC,44,10,LP,7,2,1.8,2.5,1,1,2,2.2,4.5,0,0,0,0,0,1,11.3,51.5,0,NA,NA,NA
DC,44,11,LP,12,2,1.8,1.1,1,0,1,1.3,3.1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,12,LP,9,2,1.4,2.1,1,0,2,2.2,1.9,0,0,0,0,0,1,7.6,35.1,0,NA,NA,NA
DC,44,13,LP,7,2,1.6,1.8,1,0,2,2,2.1,0,0,0,0,0,1,5.4,24.9,0,NA,NA,NA
DC,44,14,LP,7,2,1.7,2,1,0,2,1,4.8,0,0,0,0,0,1,9,16.8,0,NA,NA,NA
DC,44,1,TA,9,2,3,1.1,1,0,2,1.3,3.4,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,2,TA,5,2,1.8,1.8,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,3,TA,6,2,3.4,1,1,0,2,1,4.1,0,0,0,0,0,1,5.5,42.5,1,0.7,1.7,2.4
DC,44,4,TA,2,2,2.8,1,1,0,0,NA,NA,0,0,0,0,0,1,5,18,1,0.6,1,1.6
DC,44,5,TA,9,2,2.8,1.1,1,0,2,0.7,3.4,0,0,0,0,0,1,6.2,38.2,1,1.9,1.6,3.5
DC,44,6,TA,5,2,1.1,5,1,1,2,0,2.9,1,0,0,0,0,1,5.3,49.4,1,4.8,1.9,6.7
DC,44,7,TA,3,1,2.8,1.8,1,0,2,1.5,4,0,0,0,0,0,1,4.8,45.2,1,1.6,1.5,3.1
DC,44,8,TA,4,2,2.7,1.2,1,0,2,0.9,2.9,0,0,0,0,0,1,5.6,52.1,0,NA,NA,NA
DC,44,9,TA,4,2,3.4,1.2,1,0,2,1,4.5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,10,TA,7,1,2.4,2.8,1,1,2,0,4.1,1,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,1,WS,9,2,2.1,0,1,0,2,4.2,2.4,0,0,0,0,0,1,6.1,21,1,4.6,10,14.6
DC,44,2,WS,5,2,1.3,1.5,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,3,WS,6,2,1.1,1.5,1,0,2,2.2,2.2,0,0,0,0,0,1,3.4,21.6,1,1.6,3.4,5
DC,44,4,WS,2,1,1,1.5,1,0,1,1.5,2.1,1,0,0,0,0,1,3.2,6.2,1,0.2,0.4,0.6
DC,44,5,WS,9,2,1.5,1.8,1,0,2,6.5,2.1,0,0,0,0,0,1,2.8,13.2,1,0.1,1.6,1.7
DC,44,6,WS,5,2,1.8,2,1,0,2,0,3.1,1,0,0,0,0,1,3.2,18.2,1,0.8,1.1,1.9
DC,44,7,WS,3,2,1.2,1.5,1,0,2,2.5,2.5,0,0,0,0,0,1,2.7,8.5,1,0.1,0.5,0.6
DC,44,8,WS,4,2,1.3,1.8,1,0,2,3,2.2,0,0,0,0,0,1,6.1,27.2,0,NA,NA,NA
DC,44,9,WS,4,1,1.9,2.6,1,0,2,3.5,2.5,0,0,0,0,0,1,1,10.2,0,NA,NA,NA
