"TSF","species","height","dbh","basal","height_sd","dbh_sd","basal_sd","Scenario"
2,"Pima",4.0706568076497,4.55269921004367,0.00739915915275912,0.133681577397242,0.118649235145032,0.00606466297092505,"Control"
3,"Pima",4.05825311869484,4.59441870702296,0.0169846998333249,0.107082069522482,0.114556492761902,0.0147877301547259,"Control"
4,"Pima",4.13231614555547,4.6947783464553,0.0247292089661669,0.18083823466797,0.201321834948381,0.0334368779380848,"Control"
5,"Bene",4.28481682141622,3.60745580991109,0.00613771956845288,NA,NA,NA,"Control"
5,"Pima",4.18566784114609,4.75456228628499,0.0359539850894578,0.254337565921525,0.296495030700295,0.0548005982186809,"Control"
6,"Bene",75.5915808843724,2.12366442034163,0.00861457173713413,62.8070605355699,1.184279728441,0.00691377547718945,"Control"
6,"Pima",4.24767587904184,4.83200637627652,0.0404078616586005,0.306444936418639,0.367822611856088,0.0613412746913989,"Control"
7,"Bene",113.323224285419,1.89343674735332,0.00871044164801386,66.2817185591699,1.07183942533422,0.00739294462340664,"Control"
7,"Pigl",4.16474342346191,4.76129579544067,0.00178057385646836,0.163708474859955,0.0454491383854196,3.39915285219815e-05,"Control"
7,"Pima",4.33417763124577,4.9399754930288,0.0467978107242521,0.392229208074509,0.473372130206915,0.0695564444754328,"Control"
7,"Potr",194.375313173077,1.14338419817171,0.00150029766773548,18.309779842144,0.107704588385722,0.0006075369392452,"Control"
8,"Bene",139.179163117886,1.89038350036647,0.00960186517971058,70.6095037854969,1.00976808339921,0.00974326480318424,"Control"
8,"Pigl",4.81347107887268,5.54411745071411,0.00241429018749249,0.127318211506073,0.070129658523823,6.10736707389061e-05,"Control"
8,"Pima",4.39986504784192,5.01054773296835,0.0474272297396463,0.445505695279275,0.551995800824155,0.0742665458008835,"Control"
8,"Potr",204.092472648474,1.20054395689134,0.00170540437402625,27.1122540979442,0.159483846307471,0.000903145542079713,"Control"
9,"Bene",162.357457657697,1.92917805407659,0.00968967144045251,76.8419946588179,0.975671360945206,0.0102149140393592,"Control"
9,"Pigl",5.43262505531311,6.33035039901733,0.00314790648437521,0.112755632408589,0.118777236949037,0.00011810841603587,"Control"
9,"Pima",4.47107824766726,5.09390568268852,0.0487592005363819,0.498098935927902,0.623114788562684,0.077175365408845,"Control"
9,"Potr",138.013371608494,1.73056427860653,0.00532806439528921,111.499001367274,0.55373674375136,0.00659383355524751,"Control"
10,"Bene",187.0843164171,2.05964027249429,0.0100854848504375,88.2628634466262,1.0076559116377,0.0107578545191463,"Control"
10,"Pigl",5.92267775535583,6.97915458679199,0.00382602600108541,0.0643528428795258,0.108418553109424,0.000118857420876662,"Control"
10,"Pima",4.61797896729541,5.2672510280448,0.0515475225448876,0.603738859096932,0.760734122386536,0.0835412192165493,"Control"
10,"Potr",168.538927628374,1.92652293685787,0.00713067417367446,119.891275535185,0.790957429045211,0.0108035244690866,"Control"
11,"Bene",207.626132035263,2.24816772984599,0.010967445154491,103.631290164727,1.04189923064784,0.0119449349843859,"Control"
11,"Pigl",6.64437651634216,7.97341680526733,0.0049936042953738,0.00415837666147885,0.101676406046833,0.000127345772133026,"Control"
11,"Pima",4.70965324353649,5.38009032338206,0.0526351746387831,0.679362526649177,0.856046438906987,0.0849921051108596,"Control"
11,"Potr",182.580414240963,1.53896927916984,0.0066211972523443,85.727301904801,0.842444397583797,0.0111714882073836,"Control"
12,"Bene",211.312276847346,2.33768949283861,0.0120400240117404,107.680839017786,1.07329243240062,0.0134264913380215,"Control"
12,"Pigl",7.26437568664551,8.86720323562622,0.00617586637017899,0.0391817334244556,0.112068133015679,0.000156094886590084,"Control"
12,"Pima",4.87929728655496,5.57855152751813,0.0584095969754122,0.806442087741025,1.02483986981539,0.0954090528881945,"Control"
12,"Potr",189.610935578996,1.44342378843873,0.00813277725339918,67.504376779307,0.835560501201288,0.0142977099031374,"Control"
13,"Bene",210.044962470399,2.34623052918849,0.0133074027731348,108.116270803149,1.10948697223121,0.0166671975571747,"Control"
13,"Pigl",8.0936427116394,10.1114435195923,0.00803061785717604,0.0992757215556526,0.124194961444022,0.000197259085024787,"Control"
13,"Pima",4.98796563316873,5.71765987708202,0.0622618041278786,0.911654725032213,1.15704296076909,0.100442906544444,"Control"
13,"Potr",200.561851013194,1.45444675945519,0.00989699761098962,60.8827004635218,0.851110401319698,0.0176941098106795,"Control"
14,"Bene",211.696110711147,2.39192252425901,0.0152550610916948,108.732667576843,1.16792889651232,0.0217976476956832,"Control"
14,"Pigl",8.76835632324219,11.1714382171631,0.00980246020954909,0.160363026612554,0.124642729562601,0.000218723736359729,"Control"
14,"Pima",5.10192309187091,5.86259555741755,0.0660696886807705,1.01286609443373,1.28874677999348,0.10590502779256,"Control"
14,"Potr",213.325569253513,1.50457711841938,0.0112690222890831,60.2960390652704,0.892228290377616,0.0206896617872168,"Control"
15,"Bene",217.397345143073,2.45809550862386,0.0170126448433412,112.78353556356,1.25740854544904,0.0277222931294857,"Control"
15,"Pigl",86.5450904335648,1.11132454807564,0.00157352382235059,6.68897705017434,1.00653003523679,0.00149243546361821,"Control"
15,"Pima",5.11925259509305,5.88715299223598,0.0653788206059212,1.06071738343264,1.34793691852231,0.104461413551259,"Control"
15,"Potr",225.532490377762,1.57558175410117,0.0124790741062915,61.9894992528044,0.969477387158618,0.0232965852310798,"Control"
16,"Bene",216.773221536269,2.48117773845592,0.0192094921741789,113.364084090241,1.32582787225848,0.0341227564098989,"Control"
16,"Pigl",88.9291579166839,1.08311248348855,0.00230029181852636,6.14721367672498,0.631820991806049,0.00189709179397551,"Control"
