burn	site	blk	spp	diam06	ht_new_06	diam08	ht_new_08	diam11	ht11	diam13	ht13	diam15	ht15
TC	23	12	LP	2.5	0.5	6.2	2	25.8	107.2	3.35	123	6.29	190
TC	23	13	LP	2.2	4.2	5.6	5	24	93.6	3.31	143	5.03	216
TC	23	14	LP	1.8	33.1	4.2	5	17.9	73.1	2.7	86	4.58	149
TC	24	8	LP	2	2.4	3.6	0.8	15	66.6	2.38	120	3.77	190
TC	24	9	LP	1.3	0	NA	NA	NA	NA	NA	NA	NA	NA
TC	24	10	LP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TC	24	11	LP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TC	24	12	LP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TC	24	13	LP	1.6	1	1.8	1.2	NA	NA	NA	NA	NA	NA
TC	24	14	LP	1.7	2.5	5.3	1.5	20.5	94.1	2.46	133	3.97	191
TC	25	8	LP	1.8	0.3	3	1.8	6.4	32.6	0.8	40		
TC	25	9	LP	1.8	0.8	1.9	0.5	3.9	16.9	0.49	23		
TC	25	10	LP	1.7	2	3.1	0.4	8.4	28.2	1.18	48		
TC	25	11	LP	1.8	1.7	3.5	3.1	7.3	36.6	1	51	1.62	68
TC	25	12	LP	2	0.3	2.7	3.1	4	17	0.49	30	0.78	48
TC	25	13	LP	2.1	1.6	2	2.2	2.4	11.5	0.27	12	0.31	14
TC	25	14	LP	1.6	1.3	2.3	1.9	6.1	26.2	0.79	35	0.9	46
TC	26	8	LP	1.7	2.2	3.3	2.2	12.6	52.5	1.92	88		
TC	26	9	LP	2	2.6	4.4	2	6.4	27.6	0.89	35		
TC	26	10	LP	1.9	1.1	4.8	3	13.2	57.6	1.85	77		
TC	26	11	LP	1.6	0.6	1.7	1.3	4.4	21.5	0.68	31	0.88	42
TC	26	12	LP	2	2.3	2.2	1.7	3.9	13.5	0.66	24	1.08	42
TC	26	13	LP	1.8	2.3	4.1	2	14.2	58	2.11	91	3.86	152
TC	26	14	LP	3.3	1.3	7.8	4.5	14.6	63.1	2	79	2.98	104
TC	27	8	LP	1.8	1.3	2.3	1.1	4.9	17.4	NA	NA	1.23	58
TC	27	9	LP	1.8	0.8	2.3	1.5	5.5	29.6	NA	NA	1.11	56
TC	27	10	LP	2	0.5	2.3	0.5	2.9	9.2	NA	NA	0.51	23
TC	27	11	LP	2.2	0	2.1	0.7	3.3	18.1	NA	NA	0.98	49
TC	27	12	LP	NA	NA	NA	NA	NA	NA	NA	NA		
TC	27	13	LP	1.4	0.2	2.3	0.7	4.6	22.5	NA	NA	0.93	59
TC	27	14	LP	1.3	0.2	NA	NA	3.1	10.2	NA	NA	0.7	35
TC	29	8	LP	3	5.9	7.6	14.8	27.1	108.5	3.4	149.5		
TC	29	9	LP	2.5	4.4	3.8	4.5	14.4	73	1.9	109		
TC	29	10	LP	1.9	3.8	2.9	2.6	5.8	29.9	0.65	50		
TC	29	11	LP	2.2	6.7	2.5	9	8	46.4	NA	NA	NA	NA
TC	29	12	LP	2	1.6	1.7	0.4	7.2	40.2	1	51	1.21	55
TC	29	13	LP	2.5	6.8	4.3	8.2	12	59.1	1.8	108	3.9	203
TC	29	14	LP	2.4	0	3.8	2.1	5.5	35.6	0.95	67	1.98	123
DC	30	8	LP	4.7	9.2	9.1	10.5	32.3	109.6	4.2	154	5.9	206
DC	30	9	LP	3.7	9.3	6.7	6	27.5	87.5	3.5	128	5.1	196
DC	30	10	LP	1.8	2	4.1	3.6	16.4	53.5	1.8	72	3.86	103
DC	30	11	LP	3.3	7.2	11.7	12.5	40.4	122.5	5.2	155	6.06	181
DC	30	12	LP	3.4	11.2	9.8	15.1	26.8	81.9	3.1	101	5.32	122
DC	30	13	LP	2	4.4	4.7	6.9	15.9	65.2	1.9	77	2.69	113
DC	30	14	LP	2.8	3.5	5.7	10.6	NA	NA	NA	NA	NA	NA
DC	31	8	LP	3.6	11	9	10	39.4	90.1	3.4	90	6.29	140
DC	31	9	LP	2.6	3.5	9.5	7	35.4	73.2	3.6	139	6.71	199
DC	31	10	LP	3.2	7.9	7.6	17.5	31.6	100	4.2	141	6.68	198
DC	31	11	LP	2.1	3	8.5	7.6	29.9	95.8	3.7	112	5.38	134
DC	31	12	LP	3.7	7.8	7.8	7	26	93.3	3.5	132	5.6	176
DC	31	13	LP	4.3	12.6	10	18	27.6	92.4	3.5	119	6.19	145
DC	31	14	LP	4	10.2	9.9	10	29.3	95.2	3.9	130	5.7	206
DC	34	8	LP	1.8	3	4.3	2.2	6.6	35.4	1.3	49	1.82	68
DC	34	9	LP	1.7	1.6	1.5	2	4.7	14.6	0.6	27	0.88	42
DC	34	10	LP	1.7	1	2.3	2.5	4.5	18.1	0.7	24	0.71	29
DC	34	11	LP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DC	34	12	LP	1.2	0	1.4	1	2.1	17	0.2	12	0.39	25
DC	34	13	LP	1.7	1.3	2.5	2	9.1	33.6	1.3	44	1.5	57
DC	34	14	LP	1.6	2.3	1.9	4	NA	NA	NA	NA	NA	NA
DC	35	8	LP	2.5	5.1	4.7	0	5.6	33.2	0.8	50	1.11	64
DC	35	9	LP	3	3.8	3.2	3	20.2	78	3.1	120	4.61	164
DC	35	10	LP	2	3.3	4.1	2.4	11.4	50.6	2	81	3.06	117
DC	35	11	LP	2.5	4.1	4.5	4	10.7	55.5	1.7	110	2.83	155
DC	35	12	LP	2.3	4.2	6.1	4	17.1	85.1	2.4	113	2.9	124
DC	35	13	LP	1.9	4.9	3.4	5	12.4	45.2	1.6	70	2.62	112
DC	35	14	LP	1.9	2.2	1.9	4	5.2	45.1	0.6	61	1.42	76
DC	37	8	LP	2.1	6	3.6	2	3.9	26.8	0.5	30	0.66	36
DC	37	9	LP	2.5	6	4.9	6	7.1	47.2	0.8	53		
DC	37	10	LP	2.7	11	5.3	6	7.8	53.4	1	80	1.34	106
DC	37	11	LP	1.6	7.5	3.8	6	3.7	30.2	0.4	32	0.56	39
DC	37	12	LP	1.4	0	NA	NA	NA	NA	NA	NA	NA	NA
DC	37	13	LP	2.9	6.8	3.2	6	4.9	29.1	0.7	33	1.02	71
DC	37	14	LP	2.7	8.9	4.6	7	9.2	53.2	1.4	78	2.2	99
DC	39	8	LP	2.5	5.3	6.3	9.4	22.7	76.3	2.7	94	3.12	126
DC	39	9	LP	1.6	3	4	8.5	13.6	78.6	2.6	119	2.61	82
DC	39	10	LP	2	5.2	6.2	9	23.1	74.6	3	95	4.18	128
DC	39	11	LP	2.1	3.6	2.6	5.5	5.9	37.5	0.7	46	0.9	40
DC	39	12	LP	2	3.9	5.6	4	20.9	69.5	3.5	130	5.22	185
DC	39	13	LP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DC	39	14	LP	2	4.9	6.9	4	27.7	96.2	3.6	105	5.16	158
DC	40	8	LP	3.7	10.4	2.7	8.5	9.9	52.3	1.5	65	2.27	90
DC	40	9	LP	1.7	3	2.1	2	2.8	19.2	0.5	22	0.58	32
DC	40	10	LP	2	5.9	4.1	7	4.2	22.1	0.6	20	0.52	22
DC	40	11	LP	1.7	3.3	4.9	5.3	16	88.8	2.5	122	4	153
DC	40	12	LP	2	9.3	3.3	8.6	9.2	53.6	1.8	69	2.54	69
DC	40	13	LP	2	4.8	2.1	2.5	2.6	15.1	0.3	6	0.36	19
DC	40	14	LP	2.2	6.8	3.5	6.4	16.1	76.2	3	112	5.32	151
DC	42	8	LP	1.8	5.1	4.2	5	25.5	84.1	3.2	130	3.55	148
DC	42	9	LP	2.9	3.9	6.4	4.5	20.4	80.1	2.4	101	3.28	126
DC	42	10	LP	2.5	5	9.5	7	26	89.2	3	86	3.61	113
DC	42	11	LP	3	6.2	3.5	9.5	4.1	27.2	0.9	30	0.9	43
DC	42	12	LP	1.5	3.2	4.8	4.2	15.2	56.1	2.2	87	3.54	122
DC	42	13	LP	2	5.9	3.9	11	22	79.5	3.4	110	4.88	141
DC	42	14	LP	2.2	10.5	5	11	32.4	106.9	3.4	130	5.76	183
DC	44	8	LP	2.1	3.5	4.5	2.8	11.6	61.1	2.5	105	3.67	167
DC	44	9	LP	1.8	2.8	3.8	2.5	3.5	14	0.8	29	1.01	51
DC	44	10	LP	1.8	2.5	4.5	2.2	11.3	51.5	1.6	75	2.39	98
DC	44	11	LP	1.8	1.1	3.1	1.3	NA	NA	NA	NA	NA	NA
DC	44	12	LP	1.4	2.1	1.9	2.2	7.6	35.1	1	74	2.19	117
DC	44	13	LP	1.6	1.8	2.1	2	5.4	24.9	1.1	64	2.75	100
DC	44	14	LP	1.7	2	4.8	1	9	16.8	1.5	69	3.3	116
DC	46	8	LP	1.7	3.9	5.3	2.5	16.2	71.9	2	90		
DC	46	9	LP	2.1	3.2	8.7	8.5	29.2	99.5	4	127	4.78	163
DC	46	10	LP	2.2	3	7.8	2	21.9	84.6	2.6	129	3.6	181
DC	46	11	LP	1.7	2.9	10.3	9	31	96.1	3.8	138	5.12	129
DC	46	12	LP	1.3	2.1	6.2	5	15	81.6	2.7	132	3.5	128
DC	46	13	LP	3.2	5.1	10.5	15	31.9	60.5	4.1	62	4.75	158
DC	46	14	LP	3	4.3	10.2	12.2	35.1	90.1	4	122	5.32	138
DC	49	8	LP	1.8	0	NA	NA	NA	NA	NA	NA		
DC	49	9	LP	2	2.5	3	2.5	4.8	27.2	NA	NA	1.06	74
DC	49	10	LP	1.9	3.6	2.3	0	5.5	17.5	NA	NA	0.94	62
DC	49	11	LP	2.3	0	5.6	2.4	10.7	45.6	NA	NA	2.52	85
DC	49	12	LP	2.1	0	NA	NA	NA	NA	NA	NA	NA	NA
DC	49	13	LP	2.1	3.5	4.7	3	NA	NA	NA	NA	NA	NA
DC	49	14	LP	2.3	3.5	3	0	5.1	18.5	NA	NA	1.67	60
DC	51	8	LP	2.7	8	10.6	7	19.4	83.7	NA	NA	2.32	82
DC	51	9	LP	2.3	2.9	5.7	9	9.5	43.1	NA	NA	1.78	71
DC	51	10	LP	2.2	4.7	9.8	0	20.2	82.6	NA	NA	4.06	185
DC	51	11	LP	2.7	1.5	8.5	3	28.7	84.1	NA	NA	5.29	233
DC	51	12	LP	2.1	3	5.4	1.5	28.1	94.6	NA	NA	5.04	176
DC	51	13	LP	2.5	5.9	7.9	10.2	29.6	104.8	NA	NA	5.45	242
DC	51	14	LP	2	0	5.9	4	17.9	63.2	NA	NA	2.89	81
DC	53	8	LP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DC	53	9	LP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DC	53	10	LP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DC	53	11	LP	1.8	4.5	3.9	7.1	9.6	52.2	NA	NA	1.31	96
DC	53	12	LP	1.5	12	4.4	5.6	19	98.6	NA	NA	3.14	215
DC	53	13	LP	2	8.5	2.9	0	3.7	16.9	NA	NA	0.49	33
DC	53	14	LP	2	1.4	3.2	2.1	7.4	39.6	NA	NA	1.87	113
DC	54	8	LP	1.8	2.1	NA	NA	NA	NA	NA	NA	NA	NA
DC	54	9	LP	2	2.6	4.1	3	8.2	38.1	1.4	60	2.37	80
DC	54	10	LP	1.8	1.1	NA	NA	NA	NA	NA	NA	NA	NA
DC	54	11	LP	1.8	3.4	3.8	3	2.3	13.1				
DC	54	12	LP	2	3.7	NA	NA	NA	NA	NA	NA	NA	NA
DC	54	13	LP	1.9	1.2	4.3	3.5	3.4	25.4				
DC	54	14	LP	1.8	2.1	NA	NA	NA	NA	NA	NA	NA	NA
BF	61	8	LP	3	7.1	8.2	0	9.1	46.5	1.3	55		
BF	61	9	LP	1.6	3.7	3.9	4.5	9	53.6	1.1	58		
BF	61	10	LP	1.7	2.8	4.9	2	11.5	45.4	1.4	56		
BF	61	11	LP	1.9	2.7	4.2	3	7.9	34.5	0.8	43	1.49	76
BF	61	12	LP	1.8	1.9	3.8	0.7	4.4	18	0.7	22	0.98	39
BF	61	13	LP	1.9	3.1	4.8	2	8.7	44.9	1.6	68	2.76	116
BF	61	14	LP	1.7	1.5	3.3	1.5	2.9	16.2	0.6	28	0.85	61
BF	62	8	LP	2.2	2.8	6.3	6.5	15.5	71.6	1.8	93		
BF	62	9	LP	1.6	0.8	4.5	2	8.4	32.5	1.2	48		
BF	62	10	LP	1.6	1.6	3.2	1	8.7	55.6	1.3	79		
BF	62	11	LP	2.1	3.5	4.9	4	13.4	70.7	2.2	109	3.97	183
BF	62	12	LP	1.5	2	4.9	3.5	11.7	69.2	2	88	3.75	160
BF	62	13	LP	1.5	1.3	3.4	1	6.8	29.2	0.95	45	1.51	73
BF	62	14	LP	2.3	4.3	5.4	8	12.6	68.9	1.6	81	1.9	122
BF	63	8	LP	1.2	2	3.8	1.5	7.1	29.3	1.4	33		
BF	63	9	LP	1.4	3.7	3.6	1.3	6.5	43.1	1.1	61		
BF	63	10	LP	2.8	4	10.3	10.5	20.5	104.6	2.8	137		
BF	63	11	LP	1.7	1.6	3.4	2	3	14.2	0.5	22	0.82	42
BF	63	12	LP	2.2	4.6	2.7	4	7	49.1	1.1	58	1.5	96
BF	63	13	LP	1.8	1.8	4.9	2.5	9.1	45.1	1.4	64	2.49	148
BF	63	14	LP	1	1.4	2.4	1.2	3.8	21.2	1.6	31	0.92	61
BF	76	8	LP	3	15.3	12.2	20.5	43.1	220.2	5.7	320		
BF	76	9	LP	5.2	15.2	13.8	16.5	41.3	204	5.4	330		
BF	76	10	LP	4.2	12.5	15.7	15.5	36.5	153.3	4.6	209		
BF	76	11	LP	4.1	10.9	16.9	16.5	42.8	216	5.3	330	7.58	481
BF	76	12	LP	4	11.5	11.3	22	41.2	173.5	4.8	197	4.06	303
BF	76	13	LP	3.5	10.2	13.8	13	38.7	232.3	5	320	6.78	481
BF	76	14	LP	2.2	5.6	11.4	12	44.5	152.5	6	201	9.85	336
BF	78	8	LP	1.9	2.1	4.8	3	12.9	66	1.9	81	2.06	99
BF	78	9	LP	2	3.6	5.5	13.6	12.8	77.3	1.7	86	2.19	122
BF	78	10	LP	1.4	0	NA	NA	NA	NA	NA	NA	NA	NA
BF	78	11	LP	2.5	3.5	6.4	8.4	9.5	56.5	1.5	86	2.38	102
BF	78	12	LP	2.3	2.9	4.2	6.2	NA	NA	NA	NA	NA	NA
BF	78	13	LP	2.3	3.1	NA	NA	NA	NA	NA	NA	NA	NA
BF	78	14	LP	2.2	1.9	3	2.4	NA	NA	NA	NA	NA	NA
BF	79	8	LP	2.1	2	10	9.5	27.6	143.2	4.2	200		
BF	79	9	LP	2.1	2.2	10	8.4	34.9	171.9	4.8	254		
BF	79	10	LP	3.2	5.3	14	20	47	202	6.4	270		
BF	79	11	LP	3.9	5.5	6.5	4.3	17.6	91.6	2.2	123	2.93	176
BF	79	12	LP	3.4	7.1	11	9.5	36.1	176.4	5.1	240	7.19	361
BF	79	13	LP	3.5	6	6.5	13.5	33.5	212.5	4.5	290	7.78	425
BF	79	14	LP	3.8	7.1	10.2	15	33.9	175.3	5.2	245	10.18	396
BF	81	8	LP	2.9	3.5	8.3	11.8	28.2	170.1	4.3	220		
BF	81	9	LP	2.7	3.8	5.1	5.5	16.3	88.2	2.7	134		
BF	81	10	LP	2.7	4.1	8.3	9.8	31.6	157.6	3.8	227		
BF	81	11	LP	3.1	8.5	9.6	13	30.9	167	4.6	250	7.62	409
BF	81	12	LP	3.4	1.5	4.9	11.4	11.2	57	1.9	103	2.91	205
BF	81	13	LP	2	4	5.9	7.1	20	124	3.4	168	5.88	269
BF	81	14	LP	3	9.6	9.7	12.3	29.1	164	4.1	200	5.79	194
BF	84	8	LP	2.1	2.4	4.9	4.5	12.2	67	1.6	107	0.42	24
BF	84	9	LP	1.3	2.1	1.7	2	NA	NA	NA	NA	NA	NA
BF	84	10	LP	1.5	2.5	2.1	2.3	1.6	22.4	0.4	27		
BF	84	11	LP	2	3.1	3.5	4.2	4.3	35.4	0.4	40	missed	52
BF	84	12	LP	2	2.6	3.8	1.2	NA	NA	NA	NA	NA	NA
BF	84	13	LP	1.7	1	1.9	0	NA	NA			0.44	18
BF	84	14	LP	1.5	2	3.8	5.1	3.6	51.4	1	54	1.17	74
BF	86	8	LP	2	6	8.5	18	34.9	193.7	4.5	256		
BF	86	9	LP	2.9	3.5	7.2	12.5	31.1	174	4.7	270		
BF	86	10	LP	3.3	10	9.6	5	26.4	130.4	4.1	182		
BF	86	11	LP	2.5	7.6	10.1	12	28.4	171.4	3.5	220	6.48	321
BF	86	12	LP	3.5	9.4	16	16	39.9	222	4.8	200	6.13	376
BF	86	13	LP	2.1	4	11.5	11.5	15.6	130.5	2.1	187	3.17	287
BF	86	14	LP	2.1	5.2	13	13	19.4	133.6	2.1	140	2.45	185
BF	87	8	LP	3.2	10	7.7	3	17.1	109.5	1.9	112		
BF	87	9	LP	2.5	9.6	6.9	14	26.7	183.8	2.7	240		
BF	87	10	LP	3.3	14.5	5.3	6.5	8.3	78.7	1.6	100		
BF	87	11	LP	2.1	9.6	7.5	10	19.9	178.8	2.2	175	2.3	188
BF	87	12	LP	4.3	14	9	15	30.5	189.4	3.3	280	4.9	357
BF	87	13	LP	2.4	8.5	8.2	15.5	33.1	188.4	3.8	256	6.3	353
BF	87	14	LP	1.7	6.2	7.8	13.5	35.6	190.5	5.1	270	7.28	431
BF	91	8	LP	1.8	0.3	4.3	0.5	7.5	35.6	1.3	44		
BF	91	9	LP	1.7	2.6	4.1	6	9.4	46.6	1.3	67	2.34	103
BF	91	10	LP	1.9	2.1	3.7	2.5	4	27.6	0.6	37		
BF	91	11	LP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BF	91	12	LP	1.7	2.2	3.9	2.5	3.2	15.3	0.4	20	0.76	38
BF	91	13	LP	1.3	2.9	3.8	2.5	2.1	16	0.3	21	0.49	38
BF	91	14	LP	1.6	3.1	3.9	4	7.5	39.1	0.9	49	1.45	75
BF	92	8	LP	2	3.2	4.9	4.5	5.9	31.3	0.8	40		
BF	92	9	LP	2.2	5.5	1.3	8.5	9	50	1.3	63		
BF	92	10	LP	1.6	3	5.5	6.5	16.6	85.6	2.4	122		
BF	92	11	LP	2.8	4.5	6.1	2	19.4	80.9	2.8	126	5.16	223
BF	92	12	LP	2.1	5.3	5.1	6	8.9	48.6	1.1	65	2.19	119
BF	92	13	LP	2.2	5	7.7	2	18.3	91.4	2.7	121	5.26	189
BF	92	14	LP	3.2	7.2	8.8	22	21.2	141.1	3.1	174	4.3	214
BF	61	8	PB	2.6	1.1	4.7	0.2	7.2	76.2			NA	NA
BF	61	9	PB	4	0.2	6.5	2	8.7	54.1			NA	NA
BF	61	10	PB	2.7	4.9	5.9	2	5.2	36.6	0.6	50	NA	NA
BF	62	8	PB	2.6	8.8	4.5	11.5	5.4	40.6	0.5	38	NA	NA
BF	62	9	PB	2.4	0.2	4.9	1.5	9.9	28.3			NA	NA
BF	62	10	PB	2.4	1.7	NA	NA	NA	NA			NA	NA
BF	63	8	PB	3.5	6.8	4.9	6	11.6	62.2	1.6	87	NA	NA
BF	63	9	PB	3.7	0.5	2.2	5	8.2	42.6	1.1	65	NA	NA
BF	63	10	PB	3	5.4	5.8	6	7.9	73.1	0.9	89	NA	NA
BF	76	8	PB	5.9	18.3	14.8	27	46.7	301	6	380	NA	NA
BF	76	9	PB	5	17.7	9.1	26.2	43.4	269	5.7	354	NA	NA
BF	76	10	PB	5.9	13	10.7	12.5	30.6	207	3.9	340	NA	NA
BF	78	8	PB	2.9	0.4	5.9	3	3.1	29.2			NA	NA
BF	78	9	PB	2.8	0.4	4	4.7	15.2	95.6	2.3	104	NA	NA
BF	78	10	PB	3.8	1.5	1.5	0.9	NA	NA			NA	NA
BF	79	8	PB	3.3	2.4	5.5	4.3	9.4	82.1	1	105	NA	NA
BF	79	9	PB	3.3	2.8	2.8	2.7	7.3	141.1	1.7	194	NA	NA
BF	79	10	PB	3.1	2.2	3.2	4.3	6	72	0.7	90	NA	NA
BF	81	8	PB	4.7	2.4	3.4	2.6	4.7	39.2	0.6	58	NA	NA
BF	81	9	PB	4.5	5.5	6.1	7.2	8.7	63	0.8	84	NA	NA
BF	81	10	PB	3.9	0.6	7.2	6.6	7.2	71.6	0.8	91	NA	NA
BF	84	8	PB	2.1	0.3	4.9	1.2	5.2	53			NA	NA
BF	84	9	PB	1.2	5	1.8	6	4.1	18.1			NA	NA
BF	84	10	PB	3.2	1.9	3.5	1.9	5	49.4			NA	NA
BF	86	8	PB	3.6	1.1	4.7	1	6.2	94.4	1	129	NA	NA
BF	86	9	PB	4.2	0.8	4	1.5	6.1	59.1	0.6	70	NA	NA
BF	86	10	PB	3.6	9.2	6.8	5	11.9	96.6	1.4	120	NA	NA
BF	87	8	PB	4.6	6.2	7.3	6	11.2	86.6	1.7	130	NA	NA
BF	87	9	PB	3	3.7	3.7	5	22.3	225	2.8	280	NA	NA
BF	87	10	PB	3.7	2.5	4.5	3.5	11	144.2	1.2	121	NA	NA
TC	1	8	TA	2.5	1.1	3.1	0	4	21.1	0.55	34	0.63	42
TC	1	9	TA	3.4	1.3	4.8	1	5.7	25.1	0.64	31	0.8	38
TC	1	10	TA	3.1	1.1	NA	NA	3.1	12.2	0.31	24	0.48	25
TC	4	8	TA	3.1	0.8	4.7	0.6	8.3	69.7	0.86	90	1.13	98
TC	4	9	TA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TC	4	10	TA	3.1	1.4	4.4	0.2	NA	NA	NA	NA	NA	NA
TC	8	8	TA	4	2.4	3.5	1.6	4.6	37.1	0.49	38	0.57	40
TC	8	9	TA	4.4	2.3	5.2	1.8	9	14.5	0.29	16		
TC	8	10	TA	4	1.5	3.2	1	5.6	61.1	0.64	65	0.84	62
TC	10	8	TA	3.2	0.5	NA	NA	NA	NA	NA	NA	NA	NA
TC	10	9	TA	4.5	3.7	7.7	3.5	8.2	56	0.85	69	1.09	74
TC	10	10	TA	3.5	6.5	2.8	0	NA	NA	NA	NA	NA	NA
TC	13	8	TA	3.1	1.8	NA	NA	NA	NA	NA	NA	NA	NA
TC	13	9	TA	3.2	2.7	NA	NA	NA	NA	NA	NA	NA	NA
TC	13	10	TA	3	0.4	NA	NA	NA	NA	NA	NA	NA	NA
TC	14	8	TA	2.3	2.9	NA	NA	NA	NA	NA	NA	NA	NA
TC	14	9	TA	4.7	15.3	7.5	9	NA	NA	1.38	143	2.04	206
TC	14	10	TA	2.1	1.3	3.3	0	NA	NA	NA	NA	NA	NA
TC	19	8	TA	2.7	0.6	3	0.6	6.6	84.6			1.14	132
TC	19	9	TA	3.5	1.7	3.9	1.5	7.4	56.1			1.4	103
TC	19	10	TA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TC	23	8	TA	2.6	0.8	1.3	0	6.6	47.1	0.7	62	0.89	82
TC	23	9	TA	3.3	1.5	4	1.4	9.6	71	1.09	121	1.74	132
TC	23	10	TA	3.5	1.2	4.9	4	11.5	117.4	1.63	165	2.25	193
TC	24	8	TA	3.5	0.8	4.8	0	8.2	63.5	0.71	51	1.04	80
TC	24	9	TA	2.7	1.8	NA	NA	NA	NA	NA	NA	NA	NA
TC	24	10	TA	2.7	1	2	0	4.8	27.3			1.28	73
TC	25	8	TA	3.2	0.7	3.5	0.6	4	37.5	0.4	29		
TC	25	9	TA	3.2	2.5	3	3.2	4.7	38.5	0.56	47		
TC	25	10	TA	3.1	1.2	3.9	0.5	6.9	40.6	0.69	40		
TC	26	8	TA	2.4	1.6	2.5	1.3	2.8	32.5				
TC	26	9	TA	1.7	1.2	2.2	1	3.2	16.1	0.31	19		
TC	26	10	TA	3.3	4	4.8	3.2	6.4	37.5	0.79	68		
TC	27	8	TA	3.9	1.8	3.2	1.5	6.1	30.1			0.99	65
TC	27	9	TA	2.7	1.3	3.1	0.4	4.5	46.4			0.66	65
TC	27	10	TA	2.2	2.4	2.1	5.4	6	15.6			0.43	20
TC	29	8	TA	4.2	11.7	5.2	12.8	8.7	77.5	0.9	70		
TC	29	9	TA	4.8	6.5	7.2	20.5	16	102.5	1.8	125		
TC	29	10	TA	3.4	1.8	4.1	6	8.3	58.1	1	66		
DC	30	8	TA	6.2	12.5	10.3	13.7	20.6	145.3	2.5	240	3.82	295
DC	30	9	TA	4.9	0.3	7.5	0	12.1	88.6	1.3	125	1.9	164
DC	30	10	TA	5.8	13.5	7.5	16.6	22	202	3	270	5.17	406
DC	31	8	TA	4.6	21	8.6	25	23.6	186.3	2.6	270	3.75	306
DC	31	9	TA	4.9	3	7.6	12	15.8	145.8	2.1	215	2.78	253
DC	31	10	TA	5	18	10	29	22	193.1	2.8	240	3.51	272
DC	34	8	TA	3.4	0.8	3.6	2	NA	NA	NA	NA	NA	NA
DC	34	9	TA	4	5	4.9	0	6.5	34.1	1	50		
DC	34	10	TA	4.7	13.3	5.2	12.2	NA	NA	NA	NA	NA	NA
DC	35	8	TA	3.8	3.2	4.2	0	6.1	52.4			1.01	83
DC	35	9	TA	2.4	5.4	2.9	4.6	4.3	28	0.9	52	0.9	56
DC	35	10	TA	4	2.8	3	0.5	9.2	75.6	1.5	110	2.09	135
DC	37	8	TA	3.8	23.8	1.5	17	9.7	102.1	1.1	96	1.28	112
DC	37	9	TA	1.8	3.7	2.3	4	3.1	16.4	0.8	110	0.55	27
DC	37	10	TA	2.3	18.8	5.8	7	6.2	65.8	0.8	119	1.08	145
DC	39	8	TA	3	1.3	5	0.5	10.3	99.1	1	81		
DC	39	9	TA	3.6	1.2	3	1.6	12.7	122.2	1.6	127	2.44	244
DC	39	10	TA	3.2	1.2	4.3	1	5	33.1	0.7	45	0.76	49
DC	40	8	TA	3.1	0.8	4.7	3.5	11	98.2	1.5	115	2.51	221
DC	40	9	TA	3.6	3.4	4.7	10	6.9	51.9	0.9	55	0.92	59
DC	40	10	TA	4	1.1	4.7	1.5	5.1	52.3	0.7	51	0.66	58
DC	42	8	TA	4.7	2.7	4.9	2	9.5	91.4	1.4	90	1.71	192
DC	42	9	TA	4.8	1.5	6.9	12	15.1	155.5	1.7	170	2.15	187
DC	42	10	TA	4.1	12.2	4.5	12	9	71.6	0.4	62	0.61	52
DC	44	8	TA	2.7	1.2	2.9	0.9	5.6	52.1	0.8	74	1.13	98
DC	44	9	TA	3.4	1.2	4.5	1	NA	NA	NA	NA	NA	NA
DC	44	10	TA	2.4	2.8	4.1	0	NA	NA	NA	NA	NA	NA
DC	46	8	TA	2.7	6	5.3	0	13.5	120.2	1.6	172	2.44	248
DC	46	9	TA	3.1	5	9.7	28.2	25.2	219.8	3.6	295	5.14	355
DC	46	10	TA	3.5	2.2	5.9	5	17.6	146.6	1.8	195	3.29	213
DC	49	8	TA	2.4	8.5	NA	NA	NA	NA	NA	NA		
DC	49	9	TA	4.5	4.9	4	3.5	7.8	68.1	NA	NA	1.12	107
DC	49	10	TA	2.1	11.8	2.3	0	7.2	43.1	NA	NA	0.96	67
DC	51	8	TA	3.5	5	5.9	27	8	62.1	NA	NA	0.97	86
DC	51	9	TA	3.6	0.8	4.9	1.2	5.4	56.5	NA	NA	0.7	56
DC	51	10	TA	4.2	4.1	6.9	16	8.6	71.6	NA	NA	0.83	89
DC	53	8	TA	2.5	1.1	6.1	24.8	11.1	87.6	NA	NA	1.69	184
DC	53	9	TA	3	10	5.1	16.7	16.6	121.5	NA	NA	2.04	123
DC	53	10	TA	2.5	2.9	4.6	9	8.9	70.2	NA	NA	0.81	112
DC	54	8	TA	1.5	9.7	NA	NA	NA	NA	NA	NA	NA	NA
DC	54	9	TA	4.7	3.2	4.7	2	NA	NA	NA	NA	NA	NA
DC	54	10	TA	3.4	4	NA	NA	NA	NA	NA	NA	NA	NA
