burn	site	blk	spp	diam06	ht_new_06	diam08	ht_new_08	diam11	ht11	diam13	ht13	diam15	ht15
BF	61	8	TA	3.3	1.1	4.1	0.7	5.6	62.1	0.6	65	NA	NA
BF	61	9	TA	3.3	1.2	NA	NA	NA	NA	NA	NA	NA	NA
BF	61	10	TA	3.8	2.2	5.7	1	NA	NA	NA	NA	NA	NA
BF	62	8	TA	2.1	5	4.2	3	5	45.1			NA	NA
BF	62	9	TA	2.5	0.8	4.7	0.7	9.6	74.6	1.2	100	NA	NA
BF	62	10	TA	3.8	0.7	NA	NA	4.9	33.5	0.6	48	NA	NA
BF	63	8	TA	2.5	4.2	3.3	1.5	5.7	38.6	0.6	50	NA	NA
BF	63	9	TA	2.6	4.1	3.3	1	6.2	33.5	0.7	56	NA	NA
BF	63	10	TA	3.6	6	6.2	3.6	8	35.4	0.8	42	NA	NA
BF	76	8	TA	3.3	19.4	6.1	13.5	8.6	93.4	1.2	130	NA	NA
BF	76	9	TA	7.9	32.7	12.9	39	25.5	214	3	330	NA	NA
BF	76	10	TA	5.4	28	7.6	25	10	69.2	1.1	146	NA	NA
BF	78	8	TA	3.5	3.1	4.6	2.4	NA	NA	NA	NA	NA	NA
BF	78	9	TA	2.7	1.7	4.3	1.3	NA	NA	NA	NA	NA	NA
BF	78	10	TA	3.3	2	4.8	2.3	4.9	46.2	0.5	42	NA	NA
BF	79	8	TA	3.6	1.3	4.3	0.9	5	49.9	0.6	45	NA	NA
BF	79	9	TA	2.9	5.6	3.2	1.1	NA	NA	NA	NA	NA	NA
BF	79	10	TA	3	2.5	3.2	1.1	4.1	50.9	0.5	50	NA	NA
BF	81	8	TA	3.1	3	3.8	4.1	NA	NA	0.69	65	NA	NA
BF	81	9	TA	4.5	17.9	6.9	8.9	9.4	108	0.9	132	NA	NA
BF	81	10	TA	3.5	4	5.7	3	6.8	63.2	0.7	100	NA	NA
BF	84	8	TA	2.6	1	3.3	0	NA	NA	NA	NA	NA	NA
BF	84	9	TA	3.2	0.7	4.6	0.2	NA	NA	NA	NA	NA	NA
BF	84	10	TA	3.6	1	4.7	1	NA	NA	NA	NA	NA	NA
BF	86	8	TA	3.6	1.2	4.2	1	3.7	59.6			NA	NA
BF	86	9	TA	3	1.9	4.3	2.5	6.1	71.1	0.7	84	NA	NA
BF	86	10	TA	NA	NA	0.8	2	NA	NA			NA	NA
BF	87	8	TA	4.5	8.3	5.7	11	7.2	71.2	0.7	56	NA	NA
BF	87	9	TA	2.8	1.6	3.5	3.5	6.2	63.1			NA	NA
BF	87	10	TA	4	4.8	4	3	6.3	70	0.6	84	NA	NA
TC	1	8	WS	1.4	1.2	2.7	0.2	3.1	12	0.36	16	0.55	20
TC	1	9	WS	1.9	1.5	3.4	1.7	3.6	11.8	0.55	13	0.47	15
TC	1	10	WS	1.4	1.5	2.7	0.6	2.7	10.5			0.68	27
TC	1	11	WS	1.5	2.5	2.9	2.3	5	30.1	0.69	53	1.02	72
TC	1	12	WS	1.3	2.6	2.4	1.6	3	12.2	0.29	16	0.49	21
TC	1	13	WS	1.5	1.5	2.3	2.1	6.9	25.5	0.65	34	1.06	48
TC	1	14	WS	1.7	1.2	3.9	1.3	3.6	16.6	0.69	33	0.75	43
TC	4	8	WS	1.7	0.8	3.2	1.2	9.2	66.5	1.34	98	2	121
TC	4	9	WS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TC	4	10	WS	1.6	1.2	4.5	3	10.6	63.5	1.34	82	1.85	89
TC	4	11	WS	1.6	1.1	2.6	2	NA	NA	NA	NA	NA	NA
TC	4	12	WS	1.7	1.1	3.6	1	NA	NA	NA	NA	NA	NA
TC	4	13	WS	1.4	0	2.1	0	4.8	23.3	0.56	30	0.66	32
TC	4	14	WS	1.7	2.8	3.6	2.2	NA	NA	NA	NA	NA	NA
TC	8	8	WS	1.8	1.6	3	1.6	4.7	13.5	0.48	21	0.69	28
TC	8	9	WS	1.5	1.8	2.9	1.8	7.9	35.5	0.82	51	1	54
TC	8	10	WS	1.6	2.6	1.6	1.8	4.2	39.6	0.56	51	0.98	66
TC	8	11	WS	1.7	0	2.1	1.5	4.8	27.4	0.45	36	0.88	49
TC	8	12	WS	1.8	2.6	3.8	1	9.2	52.3	0.89	79	1.58	83
TC	8	13	WS	1.7	3.8	2.7	1.6	4	30.5	0.48	42	0.61	48
TC	8	14	WS	1.7	2.6	3.5	1.8	4	24	0.42	31	0.7	36
TC	10	8	WS	1.7	1.6	NA	NA	NA	NA	NA	NA	NA	NA
TC	10	9	WS	1.8	4.7	4.9	8	NA	NA	NA	NA	NA	NA
TC	10	10	WS	1.6	1.8	NA	NA	NA	NA	NA	NA	NA	NA
TC	10	11	WS	1.8	1.7	2.2	1	NA	NA	NA	NA	NA	NA
TC	10	12	WS	1.5	2.2	2.9	2	5	21.6	0.94	41	0.97	49
TC	10	13	WS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TC	10	14	WS	NA	NA	3.1	1	4	24	0.65	30	0.71	33
TC	13	8	WS	1.6	2.7	4.2	2	7.2	36.2	0.76	51		
TC	13	9	WS	1.3	0.7	3	2	4.2	14.5	0.41	28		
TC	13	10	WS	1.2	1.5	2.3	0.5	2.8	18.2	0.46	24		
TC	13	11	WS	1.8	1.6	4	3	8.6	20.1	0.61	23	0.64	28
TC	13	12	WS	1.6	0.6	3.9	2	3.5	27.5	0.35	30	0.51	11
TC	13	13	WS	1.7	0.8	3.2	2	6.6	34	0.58	32	0.74	39
TC	13	14	WS	1.8	1.8	2.7	4.5	3.9	23.5	0.38	22	0.51	31
TC	14	8	WS	2	1.5	4	2	6	27.6	0.81	43	0.95	51
TC	14	9	WS	2.3	2.9	4.7	2.5	7.5	56.6	0.86	72.5	1.25	95
TC	14	10	WS	1.3	0.9	2	2.2	5.6	20.8	0.43	26	0.64	34
TC	14	11	WS	1.8	1.3	3.4	1.7	6.5	37.6	0.91	61	1.35	88
TC	14	12	WS	2.1	1.7	3.1	0.5	7.5	41.3	1	54	1.49	76
TC	14	13	WS	NA	NA	3.2	0	7.5	23.6	0.89	38	1.5	55
TC	14	14	WS	1.4	0	2.9	1.4	3.3	8.1	0.21	8	0.39	9
TC	19	8	WS	1.5	0.7	2.1	0.5	6.8	28			1	48
TC	19	9	WS	1.5	1.7	2.1	1.5	7.4	42.6			1.52	101
TC	19	10	WS	1.4	0	1.9	NA	5	14.5			1.01	36
TC	19	11	WS	1.2	1.4	2.6	1.5	8.1	31.1			1.05	51
TC	19	12	WS	1.3	2	1.7	3.5	6.2	12			0.58	14
TC	19	13	WS	1.3	1	3.1	3.8	7.5	44.5			1.28	55
TC	19	14	WS	1.5	2.3	3.8	4.5	6.4	30.1			1.19	48
TC	23	8	WS	1.5	2	4.4	4	12	54.8	NA	NA	1.69	73
TC	23	9	WS	2.3	1.8	2.1	2	3.5	9.5	NA	NA	0.74	22
TC	23	10	WS	2.2	8	3.7	6.5	13.6	64.1	NA	NA	3.2	117
TC	23	11	WS	1.7	1.2	2.5	1	4	18	NA	NA	0.64	23
TC	23	12	WS	1.4	1.6	4.1	3.5	3.3	45.6	NA	NA	1.39	71
TC	23	13	WS	1.3	3.1	2.7	3	10.7	69.6	NA	NA	1.74	108
TC	23	14	WS	NA	NA	NA	NA	NA	NA	NA	NA		
TC	24	8	WS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TC	24	9	WS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TC	24	10	WS	1.7	0	2.7	1	7.3	27	1.19	50	1.91	77
TC	24	11	WS	1.3	2	3.8	3.2	10.8	65.2	1.5	90	2.28	92
TC	24	12	WS	1.8	1.1	3.6	0.3	1.8	8	0.24	11	0.37	13
TC	24	13	WS	2.3	0	1.6	0	3.8	21.6	0.42	30	0.73	35
TC	24	14	WS	1.8	1.9	3.9	1.2	6.5	45	0.75	61	1.19	76
TC	25	8	WS	1.4	0.5	2.1	0	3	10.5	0.35	16		
TC	25	9	WS	1.4	0	3.5	1	3.8	22.8	0.91	33		
TC	25	10	WS	1	0.5	2.5	0.3	3.8	19.6				
TC	25	11	WS	1.6	0	1.9	2.2	3.4	15.7	0.3	18	0.53	22
TC	25	12	WS	1.6	0	2.5	1.6	1.4	14.1	0.25	20	0.54	34
TC	25	13	WS	1.2	1.1	1.5	1.8	1.9	11.1	0.18	9	0.28	10
TC	25	14	WS	1.7	0.5	2.6	1.5	6.8	34.6	0.79	60	1.11	73
TC	26	8	WS	1.6	1	3.5	2	9.4	40.2	1.66	62		
TC	26	9	WS	1.5	1.5	2.3	1.1	3.6	14.5	0.48	15		
TC	26	10	WS	1.1	1.6	1.8	1.5	6.4	42.2	0.82	64		
TC	26	11	WS	1.2	1.2	1.6	3.5	4.5	21	0.64	25	0.67	27
TC	26	12	WS	1.4	0.9	1.6	0.5	3.1	13.1	0.46	22	0.56	25
TC	26	13	WS	1.8	1.5	4.1	2.1	8.2	50	1.23	81	1.83	98
TC	26	14	WS	2	1.7	3.5	2.5	5.9	30.5	0.73	39	0.81	39
TC	27	8	WS	1.3	1.2	1.5	0.8	3.4	16.1			0.95	46
TC	27	9	WS	1.8	1.2	2	0.8	2.9	15			0.76	41
TC	27	10	WS	1.5	1.2	2.1	0.7	6.7	26.6			1.2	70
TC	27	11	WS	1.6	0.8	2.8	0.6	5.4	31.6			1.34	73
TC	27	12	WS	1.8	1.3	2.4	1.2	2.2	11.6			0.31	18
TC	27	13	WS	1.9	1.2	2.1	0.1	5	30.2			1.03	65
TC	27	14	WS	NA	NA	3.6	1	4.9	14.5			1.14	41
TC	29	8	WS	1.4	4.1	4.8	8	11	59.8	1.17	82		
TC	29	9	WS	1.7	2.5	3.9	7.1	10.5	62.6	1.2	81		
TC	29	10	WS	1.6	1.6	0.3	2.5	2.2	17.8	0.4	22		
TC	29	11	WS	1.9	2.2	3.9	5.8	8.5	46.9	1	61	1.36	61
TC	29	12	WS	2.2	3.1	3.5	5.5	10.6	61.6	1.7	102	2.37	134
TC	29	13	WS	2.9	10.1	3.9	9	7	54.2	1.5	79	1.33	104
TC	29	14	WS	1.5	2.8	3.2	1.9	7.8	43.1	1	54	1.46	59
DC	30	8	WS	3.5	10	5.5	8.6	9.5	54.8	1.9	74	2.31	97
DC	30	9	WS	2.8	0	8.4	4	12.7	68.1	1.5	102	2.51	148
DC	30	10	WS	2.5	6.1	5.8	5.5	11.5	61.1	1.4	70	1.86	94
DC	30	11	WS	3.3	2.2	7.4	4.8	13	69.5	1.5	98	3.09	136
DC	30	12	WS	2.2	6	4.5	4.5	12.1	67.9	1.9	92	2.22	148
DC	30	13	WS	1.8	4.7	6	3.1	13.5	66.1	1.7	95	2.7	130
DC	30	14	WS	3.2	3.6	6.2	3.1	16.2	79.6	2.2	101	3.12	135
DC	31	8	WS	1.9	10	7.8	9	11.1	59.2	1.5	70	2.49	93
DC	31	9	WS	2.2	4.6	5.6	6	13.5	69.5	1.5	99	2	129
DC	31	10	WS	3	13	6.9	9	12.2	66.2	1.6	82	1.9	108
DC	31	11	WS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DC	31	12	WS	2.6	10	5.3	8.5	17	69.2	1.4	95	1.82	132
DC	31	13	WS	3.6	13.4	8.7	16	14	76.6	1.7	95	2.1	112
DC	31	14	WS	2.9	9.5	6.2	8.5	16.1	74	2.1	90	2.66	127
DC	34	8	WS	1.6	1.5	1.5	2	4.6	25	NA	NA	NA	NA
DC	34	9	WS	2	1.6	1.6	4	3.2	17	0.5	20	0.73	24
DC	34	10	WS	1.5	2	3.2	1	3.6	24.8	0.5	30	0.88	39
DC	34	11	WS	1.5	1.1	3.2	1	5.1	24	0.8	25	0.99	40
DC	34	12	WS	1.2	1.2	2	1.2	3.4	16.2	0.8	26	0.5	38
DC	34	13	WS	1.6	1.7	1.7	2.5	4.6	24.5	0.6	28	0.86	31
DC	34	14	WS	1.4	1.6	2	1	NA	NA	NA	NA	NA	NA
DC	35	8	WS	1.1	2.5	2.1	1	4.1	30.4	0.4	37	0.86	50
DC	35	9	WS	1.2	1	3.1	2	3.3	20			1.71	100
DC	35	10	WS	1.4	3.5	3.1	1.5	8.7	55.5	1.2	97	1.83	118
DC	35	11	WS	1.7	2.6	3.2	5	9.81	52.4	1.6	92	2.42	115
DC	35	12	WS	1.7	1.7	3.2	0.5	8.9	47	1	70	1.6	73
DC	35	13	WS	3.3	9.2	3.8	8	9.5	58	1.3	76	1.88	86
DC	35	14	WS	1.8	0	2.5	2	NA	NA	0.7	56	0.82	88
DC	37	8	WS	2.1	0	6.4	2.5	2.2	17.2	0.2	13	0.41	20
DC	37	9	WS	1.7	2	2.2	1	3.6	26.1	0.5	37	0.74	45
DC	37	10	WS	1.5	5	4.9	4.5	5	35	0.5	35	0.68	48
DC	37	11	WS	1	2.5	2.6	4	3.7	21.5	0.4	20	0.47	25
DC	37	12	WS	2.2	1.8	2.1	4	3.5	20.4	0.5	15	0.76	32
DC	37	13	WS	2.2	8	4.5	6.5	5.9	34	0.8	38	1.04	73
DC	37	14	WS	1.1	0.7	1.4	2	NA	NA			0.3	20
DC	39	8	WS	1.6	2.5	4.5	1.3	6.3	54.2	1.1	69	2.05	128
DC	39	9	WS	1.3	1.5	3.2	3.2	8.5	56.6	1.2	119	2.12	131
DC	39	10	WS	1.6	2.5	4.2	5	8.7	47.8	1	63	1.3	79
DC	39	11	WS	1.5	1.9	NA	NA	NA	NA	NA	NA	NA	NA
DC	39	12	WS	1.1	5.2	3.1	5	6.5	41.6	1.5	67	1.67	91
DC	39	13	WS	1.4	0	NA	NA	NA	NA	NA	NA	NA	NA
DC	39	14	WS	1.8	3.1	2.2	2	3.4	22.2	0.5	30	0.9	51
DC	40	8	WS	2	2.7	3.1	4	4.3	26.6	0.8	46	1.15	62
DC	40	9	WS	1.5	2	1.7	2	2.9	18.4	0.6	22	0.6	26
DC	40	10	WS	2.2	2.1	2	3	2.8	13.9	0.4	14	0.49	17
DC	40	11	WS	1.7	4	3.2	2.1	4.9	22.1	0.7	28	0.79	33
DC	40	12	WS	1.2	2.3	2.6	1.4	3.2	15.8	0.3	16	0.53	19
DC	40	13	WS	1.1	1.9	1.4	2.1	3.1	17.4	0.2	17	0.4	20
DC	40	14	WS	1.9	2.8	2.1	2.9	3.4	20.1	0.3	26	0.55	26
DC	42	8	WS	1.9	3.7	2.9	2.5	3.2	17	0.5	15	0.58	23
DC	42	9	WS	1.5	2	2.6	2	NA	NA	NA	NA	NA	NA
DC	42	10	WS	2.1	5.8	3.2	4	4	31	0.8	40	0.8	44
DC	42	11	WS	1.3	1.2	2.6	3.5	3	12.5	0.4	14	0.42	14
DC	42	12	WS	1.8	0	3.2	3	3.6	12.8	0.4	16	0.46	20
DC	42	13	WS	1.1	3.2	4	3	2.6	10	0.2	13	0.3	13
DC	42	14	WS	2.5	0.7	3.1	5	5	32.1	0.7	38	0.98	47
DC	44	8	WS	1.3	1.8	2.2	3	6.1	27.2	0.6	42	1	51
DC	44	9	WS	1.9	2.6	2.5	3.5	1	10.2	0.2	12	0.48	27
DC	44	10	WS	1.2	1.4	2.5	0.5	7.1	37.6	1.1	66	1.62	86
DC	44	11	WS	1.5	1.8	2.2	4	NA	NA	NA	NA	NA	NA
DC	44	12	WS	1	1.3	NA	NA	NA	NA	NA	NA	NA	NA
DC	44	13	WS	1.3	1.2	1.7	2.2	3.2	10.5	0.6	25	0.81	33
DC	44	14	WS	1.5	1.1	2.9	1.5	5.8	14.6	0.7	32	0.89	39
DC	46	8	WS	1.8	4.7	5.5	3	11.3	49.7	1.1	75	1.6	86
DC	46	9	WS	1.1	1.4	2.7	4	6.6	32.6	1.1	55	1.22	58
DC	46	10	WS	1.4	1.5	3.6	3.2	9.5	48.5	1.3	83	1.76	105
DC	46	11	WS	1.8	3	6.5	5	14	59.1	1.7	95	2.59	107
DC	46	12	WS	1.3	2	3.6	1	5.8	16.1	0.5	24	0.65	26
DC	46	13	WS	1.6	2.3	7	4	10.6	43.1	1.2	70	1.42	87
DC	46	14	WS	1.4	2.2	5	5	8	43.6	0.9	70	1.22	74
DC	49	8	WS	NA	NA	NA	NA	NA	NA	NA	NA		
DC	49	9	WS	1.8	1.5	4.1	5	9.1	48.1	NA	NA	1.74	93
DC	49	10	WS	1.7	0	2	0	6.2	21	NA	NA	0.91	61
DC	49	11	WS	1.9	2.5	3.3	5.5	9	35.1	NA	NA	1.73	91
DC	49	12	WS	1.4	2	4.5	1.5	7.6	40.5	NA	NA	2.62	106
DC	49	13	WS	1.3	1.5	2	4.2	5.1	42	NA	NA	1.24	77
DC	49	14	WS	1.4	0	0	0	NA	NA	NA	NA	1.19	69
DC	51	8	WS	4	9	7.5	10	10	54.6	NA	NA	1.76	85
DC	51	9	WS	1.8	2	3.5	3.5	4	16.4	NA	NA	0.54	23
DC	51	10	WS	2.5	0	3.7	3	7	29.5	NA	NA	1	42
DC	51	11	WS	1.8	2.4	4.2	6	9.6	38.2	NA	NA	1.22	63
DC	51	12	WS	1.9	0	3.7	4	6.8	28.6	NA	NA		
DC	51	13	WS	2	1.8	5.5	7	11	56.4	NA	NA	2.29	121
DC	51	14	WS	2	1	4.8	3	10.1	45.6	NA	NA	1.42	69
DC	53	8	WS	1	0	NA	NA	NA	NA	NA	NA		
DC	53	9	WS	1.3	5.2	4.3	8.1	9.4	60.2	NA	NA	1.4	103
DC	53	10	WS	1.3	1.5	2.9	4.9	8	52.1	NA	NA	1.34	102
DC	53	11	WS	1.7	8	5.5	9.1	12.5	64.6	NA	NA	2.11	138
DC	53	12	WS	1	7.2	2.7	7.2	5.4	51.7	NA	NA	0.89	96
DC	53	13	WS	2	7.5	5.3	16.5	9.6	38.6	NA	NA	1.66	112
DC	53	14	WS	1.2	4.2	4.3	6.2	8	33.2	NA	NA	0.6	93
DC	54	8	WS	1.1	2	NA	NA	NA	NA	NA	NA	NA	NA
DC	54	9	WS	1.9	1.5	2.1	0.5	2.8	13.1	0.4	20		
DC	54	10	WS	1.2	2.6	NA	NA	NA	NA	NA	NA	NA	NA
DC	54	11	WS	1.9	1.5	2.5	2	4.5	33.5	0.7		1.09	67
DC	54	12	WS	1.4	2	NA	NA	NA	NA	NA	NA	NA	NA
DC	54	13	WS	1.9	2.1	3.7	3	5.7	23.5	0.9	28	0.9	41
DC	54	14	WS	1.7	2	NA	NA	NA	NA	NA	NA	NA	NA
BF	61	8	WS	1.4	0.8	4.4	1.5	6.4	17.9	0.6	16		
BF	61	9	WS	1.9	2.3	3.1	1	5.4	33.3	0.9	37		
BF	61	10	WS	2.4	0	4.6	1.3	NA	NA	NA	NA	NA	NA
BF	61	11	WS	2.2	1.8	3.7	2.5	7.4	32.1	0.8	36	1.19	50
BF	61	12	WS	1.2	0	NA	NA	NA	NA	NA	NA	NA	NA
BF	61	13	WS	1.1	0.8	3.8	0.5	2.2	23.2	0.4	27	0.65	40
BF	61	14	WS	1.4	1.8	2.3	1	3.6	30.6	0.8	43	1.39	83
BF	62	8	WS	1.3	4.4	4.2	4.5	6.1	33.3	0.7	36		
BF	62	9	WS	1.1	1.1	4.3	1	6.8	37.4	0.9	41		
BF	62	10	WS	1.5	1	4.4	0.7	4.6	18	0.7	22		
BF	62	11	WS	1.9	1.9	4.9	2	4.1	25.6	0.5	30	0.77	36
BF	62	12	WS	1.7	0	4.4	0.5	6.7	24.4	0.8	28		
BF	62	13	WS	1.5	1.3	3.3	1	3.9	24.9	0.6	35	0.82	46
BF	62	14	WS	1.6	6	5.9	9	7.5	42	0.8	40	1	49
BF	63	8	WS	1.2	0	3.4	0	2.4	10.2	0.3	10		
BF	63	9	WS	1.3	0	3.4	0.5	3.9	21.3	0.4	23		
BF	63	10	WS	1.3	6	5.7	7.5	6.4	35.8	0.6	33		
BF	63	11	WS	3.3	2	3.3	1.3	3.4	22.6	0.5	23	0.75	28
BF	63	12	WS	1.8	1.6	3.2	4	4.8	39.4	0.5	46	1	56
BF	63	13	WS	1.3	1.2	NA	NA	NA	NA	NA	NA	NA	NA
BF	63	14	WS	1.4	0	3.4	3	4.7	36.4	0.7	41	1.02	63
BF	76	8	WS	2.4	13.9	5.3	11	7.5	60.1	0.9	72		
BF	76	9	WS	4.5	13.6	6.2	17	13.8	95.6	1.6	128		
BF	76	10	WS	3.1	13.5	11.1	10	10.3	120.3	1.2	111		
BF	76	11	WS	3.5	3.9	9.1	7	14.1	86.9	1.6	90	2.24	198
BF	76	12	WS	5.2	12.5	10.4	12	11.8	96.5	1.5	117	1.71	134
BF	76	13	WS	2	4	5.9	6	7.8	72.9	1.6	80	1.3	97
BF	76	14	WS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BF	78	8	WS	1.3	0.8	2.7	1.3	3.7	17.4	0.4	13	0.41	15
BF	78	9	WS	1.5	2.9	4.7	9	NA	NA	NA	NA	NA	NA
BF	78	10	WS	1.9	2.5	3	2.3	5	41.1	0.6	41	0.78	44
BF	78	11	WS	2.7	3.5	5.7	11.2	9.6	56.9	1.4	70	1.55	78
BF	78	12	WS	1.4	1.4	2.6	1.2	NA	NA	NA	NA	NA	NA
BF	78	13	WS	1.8	2.6	5.1	4.6	7.2	51.6	1.4	62	1.44	82
BF	78	14	WS	1.5	1.5	4.8	2.9	NA	NA	NA	NA	NA	NA
BF	79	8	WS	1.6	0	3.4	0.6	6.8	55.2	1.1	67		
BF	79	9	WS	2.2	3.3	3	2.3	5	49.5	0.7	57		
BF	79	10	WS	1.9	3.2	3	4.8	9.6	51.5	1.1	67		
BF	79	11	WS	4.1	7.7	5	3.1	8.1	71.7	0.9	76	1.31	106
BF	79	12	WS	2.3	2.8	3.5	3.9	9.5	66.1	1.1	88	1.7	140
BF	79	13	WS	1.9	4.5	3.9	11.2	9.6	95.4	1.1	119	1.62	172
BF	79	14	WS	3	6.9	6.5	2.8	15.9	114.1	2.1	130	2.94	167
BF	81	8	WS	3	10.5	7.4	19.4	11.4	74	1.6	92		
BF	81	9	WS	2	2.9	4.2	4.4	5.7	47.8	0.8	56		
BF	81	10	WS	1.5	1.5	3.5	1.4	4.2	27.8	0.5	30		
BF	81	11	WS	1.7	3.5	3.7	4.5	6.5	48	1.7	52	1.17	89
BF	81	12	WS	2.1	2.4	5.8	11	11.2	73.5	1.8	91	2.25	174
BF	81	13	WS	2.3	2.5	3.8	2.5	6.5	42.8	0.7	51	1.12	82
BF	81	14	WS	2.8	4.9	4.4	1.9	8.4	53.5	1.1	52	1.24	78
BF	84	8	WS	1.6	1.5	2.9	2.5	NA	NA	NA	NA	NA	NA
BF	84	9	WS	1.8	0.8	2.2	0.6	NA	NA	NA	NA	NA	NA
BF	84	10	WS	1.6	1.5	2.7	1.1	NA	NA	NA	NA	NA	NA
BF	84	11	WS	1.6	1.6	2.5	0.6	NA	NA	NA	NA	NA	NA
BF	84	12	WS	2	1.5	3.1	1	NA	NA	NA	NA	NA	NA
BF	84	13	WS	2.3	1.2	2	0.9	5.8	44.5	1	57	1.17	80
BF	84	14	WS	1.3	1.2	1.1	0.6	NA	NA	NA	NA	NA	NA
BF	86	8	WS	1.8	4.5	2.6	3.5	4.8	36.9				
BF	86	9	WS	2.4	2.9	3.4	4	6.9	45.6	1.1	48		
BF	86	10	WS	2	2.5	3.8	7	6.5	26.8	0.6	186		
BF	86	11	WS	2.9	5.1	3.9	7	8.1	58.2	1	72	1.4	88
BF	86	12	WS	2.5	4.3	4.5	4.5	5.8	43.6	0.6	48	0.88	63
BF	86	13	WS	3	9.5	10	10	7.8	69.9	1	75	1.31	109
BF	86	14	WS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BF	87	8	WS	4	18.4	5.2	10	9.9	50.8	1.6	74		
BF	87	9	WS	2.1	3.5	3.3	3	5.9	49.8	0.7	57		
BF	87	10	WS	2.2	4	2.9	4	9.9	23.1	0.4	27		
BF	87	11	WS	2.4	8.5	2.9	4.5	5.8	54.6	0.7	65	0.88	90
BF	87	12	WS	3.4	6.8	6.1	14.5	10.7	56	1.3	71	1.46	120
BF	87	13	WS	2.3	4	3.2	4	4.9	34.4	0.5	43	0.92	68
BF	87	14	WS	2.1	2.5	2.6	3.5	7.1	40.6	0.6	44	1	69
BF	91	8	WS	1.4	0.5	NA	NA	NA	NA	NA	NA	NA	NA
BF	91	9	WS	3	9.7	9.3	10	10.1	37.2	1.1	34	1.19	32
BF	91	10	WS	1.5	0.8	3.4	1	2.3	15	0.3	19		
BF	91	11	WS	1.6	1.2	4	1	NA	NA	NA	NA	NA	NA
BF	91	12	WS	1.5	0.7	2.9	0	NA	NA	NA	NA	NA	NA
BF	91	13	WS	1.1	0.7	1.2	2	3.3	20.5	0.4	21	0.5	29
BF	91	14	WS	1.5	1.5	4.8	0.5	4.6	20.9	0.4	21	0.59	27
BF	92	8	WS	1.7	1.2	3.4	1	2.5	14.2	0.3	12		
BF	92	9	WS	1.5	0	2.1	1	4	18.1	0.5	21		
BF	92	10	WS	2.1	2.7	4.7	2.5	6.8	45.8	0.8	51		
BF	92	11	WS	2.2	1.7	4.8	1.5	8.4	39.5	1.3	48	1.79	74
BF	92	12	WS	2.8	4.2	4.5	4.5	6.5	50.1	1	56	1.21	65
BF	92	13	WS	1.8	5.8	5.9	6	13.6	99.5	2.1	132	3.49	177
BF	92	14	WS	2.8	8.2	7.4	11	15.8	84.5	1.6	84	2.45	135
